fold,final_train_loss,final_val_loss,best_val_loss
1,0.3848318485777919,0.4573329193752353,0.45387982933962046
2,0.37917080120880065,0.4552527473253362,0.4552527473253362
3,0.3792658100734238,0.4699185672176986,0.46677875681584624
