epoch,train_loss,val_loss
1,1.7561385601508517,1.1991312603155773
2,1.185003498021294,1.0123796751101812
3,1.0520881128912212,0.9054723262786866
4,0.9757698483827735,0.853863834341367
5,0.9198019835127502,0.7996116310358048
6,0.8774369554359371,0.7707250982522964
7,0.841761831475907,0.7278082539637883
8,0.8128008406703212,0.7102655718723933
9,0.7883109986281195,0.6861342420180638
10,0.7658619535069505,0.6621148526668549
11,0.7484044923501856,0.6463862200578053
12,0.7288391484933741,0.6331571112076442
13,0.71572687796184,0.6210806647936503
14,0.7007120982939455,0.6070990254481633
15,0.6897177736298377,0.6003542840480804
16,0.6779514145450432,0.5933669706185659
17,0.6678878820243002,0.5840082347393036
18,0.6575886612178898,0.5768539180358251
19,0.6505480979670998,0.5665814052025477
20,0.6404963396176571,0.562311730782191
21,0.6332548250671194,0.5592171986897786
22,0.6259026086630941,0.5460710823535919
23,0.6200071017281348,0.547063048183918
24,0.6137371574129377,0.5371799985567729
25,0.6062369722278178,0.5353645677367846
26,0.6007100859609973,0.5306442851821581
27,0.5972348687027683,0.527850549419721
28,0.5919039780352296,0.524332923690478
29,0.5881045215270099,0.5204235831896464
30,0.5837730850492205,0.5173253789544106
31,0.5771301473890033,0.5162907813986143
32,0.5736804649609477,0.5089190900325775
33,0.5692658704869887,0.5102201183636983
34,0.5649497048193667,0.5082696035504342
35,0.5623903014078862,0.5046005984147389
36,0.559028988625823,0.49960192988316215
37,0.5562118472171431,0.49949869960546495
38,0.5525326528469053,0.4971192578474681
39,0.5490718035637832,0.4929422244429588
40,0.5457321089856765,0.49208889802296957
41,0.5436974273008459,0.49193818072477974
42,0.5411363584654671,0.49056522399187086
43,0.5383671036287516,0.48707885642846427
44,0.5356737605663908,0.4879506523410479
45,0.533088298404918,0.4827736218770345
46,0.5303238517596942,0.48362544924020767
47,0.5292400642603385,0.48353258669376376
48,0.5255338629754651,0.4806921770175298
49,0.5243896493891708,0.47984523822863895
50,0.5213499560075647,0.4729212154944738
51,0.5191024183726111,0.47569360534350075
52,0.5178087874620902,0.4734122465054194
53,0.515460715323937,0.4726973444223404
54,0.5132414470700657,0.47503690272569654
55,0.5120245528822186,0.4709134226044019
56,0.5094997083940426,0.4696130360166232
57,0.5080814173742503,0.46964713285366694
58,0.5066951448176088,0.46755993167559307
59,0.5038663792509993,0.4679652149478594
60,0.5030285670977681,0.4621509293715159
61,0.5010895436050511,0.4662966455022494
62,0.49849906488626944,0.4654669940471649
63,0.4979959929189762,0.46155537515878675
64,0.49786410512042645,0.4620277896523476
65,0.4947633956159864,0.46015858054161074
66,0.4931632272836541,0.4622812807559967
67,0.4924611817387974,0.45744653344154357
68,0.49083885525454996,0.4598409702380498
69,0.4883290909919418,0.4548267046610514
70,0.4877503168683092,0.4557934363683065
71,0.4857131044904725,0.45652421315511066
72,0.4859158819963952,0.4557907819747925
73,0.48402569148720814,0.4553299143910408
74,0.48270169100841553,0.45345560908317567
75,0.48174955990134166,0.4548330451051394
76,0.4802069308377114,0.45295092364152273
77,0.4790597560525942,0.4507518862684568
78,0.477484275062545,0.4499878063797951
79,0.47666404177160826,0.451022332906723
80,0.4754654955463249,0.44965959588686627
81,0.4742106675099926,0.4506198152899742
82,0.4737525201645218,0.44946608593066534
83,0.47291176784940125,0.44987546155850094
84,0.4708420443935555,0.4489382853110631
85,0.4693753887124422,0.4488701010743777
86,0.4691888983009242,0.4482179135084152
87,0.4685269366292393,0.4455316056807836
88,0.46773392112315204,0.45106175790230435
89,0.4663605662454076,0.4449985772371292
90,0.46505981583555206,0.4416673133770625
91,0.4628370597082026,0.4434084206819534
92,0.4627214049090858,0.44199274977048236
93,0.46188590857161194,0.4418421576420466
94,0.46193124216143827,0.44257126847902933
95,0.46124695028577534,0.4412008076906204
96,0.4608362256979742,0.44177422573169073
97,0.458929790418689,0.43881645301977795
98,0.4592371417694733,0.4413936108350754
99,0.45830182568365785,0.44069618433713914
100,0.45689675086686593,0.44048222055037817
