fold,final_train_loss,final_val_loss,best_val_loss
1,0.4554219849470283,0.4288671130935351,0.4288671130935351
2,0.45689675086686593,0.44048222055037817,0.43881645301977795
3,0.4517908910242449,0.4421903724471728,0.4408360088864962
