epoch,train_loss
1,1.5831450373976381
2,1.21442725691762
3,1.1153085857004552
4,1.0560000201205273
5,1.0119432194249613
6,0.9786866528170926
7,0.9514500190328051
8,0.9309160909452638
9,0.9103690823474964
10,0.8993632960152793
11,0.8805033727125688
12,0.8665448164606427
13,0.8543284522903549
14,0.8429981565975643
15,0.8299401656731026
16,0.821481713048228
17,0.812423313831116
18,0.8041636972994237
19,0.7938148454352693
20,0.78536816451933
21,0.778542232680154
22,0.7721735939279303
23,0.763168757612055
24,0.7562823395629029
25,0.751196854181223
26,0.7458334194196687
27,0.7370947441021045
28,0.7331980100044837
29,0.7261423635316062
30,0.722588389069884
31,0.7167819071482945
32,0.7087830230072661
33,0.7066202822265092
34,0.7013101336005685
35,0.6966195231551057
36,0.6938985598670853
37,0.6881441178021731
38,0.6852033209133815
39,0.6786946862727612
40,0.6746283515349968
41,0.6702584194970298
42,0.6680220294665623
43,0.6614957468493001
44,0.6589698637282098
45,0.6516124089281042
46,0.6494191830808466
47,0.6469756256450306
48,0.643438605995445
49,0.6389642845500599
50,0.6365248269134468
51,0.6366003376620633
52,0.6328080704995802
53,0.6294891713382481
54,0.6238553615716788
55,0.6226401041437696
56,0.6206852943747194
57,0.6160859494776159
58,0.6151487006174101
59,0.609649814092196
60,0.606737191026861
61,0.6026644650455955
62,0.6000542084237078
63,0.599729205970164
64,0.5949965271499608
65,0.5953448764927738
66,0.5926739417172812
67,0.5900693631672359
68,0.5873560063488834
69,0.5852268636226654
70,0.5798669922185111
71,0.578313923382259
72,0.5820691333367274
73,0.5743222009468746
74,0.5745891934925026
75,0.57455597265617
76,0.5690289591992652
77,0.5668924025722317
78,0.5635397250835712
79,0.5629519245007655
80,0.5620007844238014
81,0.5600796266869231
82,0.5579547325631121
83,0.5548132585062013
84,0.5542238765246384
85,0.5504477509668657
86,0.5501662476079447
87,0.5484683922120741
88,0.5442270624054062
89,0.5437500178813934
90,0.5404097160676142
91,0.5384226316338653
92,0.5379678900842066
93,0.5384001663097968
94,0.5350851162330253
95,0.536275347838035
96,0.5344849305969852
97,0.5316855390588721
98,0.5276515752702327
99,0.5261677090938275
100,0.5279048566634839
