fold,final_train_loss,final_val_loss,best_val_loss
1,0.5674751107426208,0.4984235739239753,0.49728626895166955
2,0.56689854294872,0.49780941657789524,0.4973053282121157
3,0.5653286741039184,0.4984988755690007,0.4979835942252525
