fold,final_train_loss,final_val_loss,best_val_loss
1,0.48606548157810164,0.43402944968528107,0.4326384465734498
2,0.4785223895636927,0.4365244362534595,0.4357574676014796
3,0.47788539059272334,0.44503751672616526,0.4437637256474054
