epoch,valid_sequences,mean_reward,top1_reward,top5_mean_reward,policy_loss,kl_loss,kl_beta
1,16,7.1935625000000005,8.209,7.856199999999999,10.623700141906738,93.81304931640625,0.1
2,16,6.8133125,8.005,7.628400000000001,1.0714339017868042,10.998106002807617,0.1
3,16,5.827500000000001,8.262,7.727799999999999,0.43166014552116394,8.089471817016602,0.1
4,16,6.7753125,8.188,7.5882000000000005,1.164568305015564,11.887548446655273,0.1
5,16,6.9556875,8.52,7.9262,1.8934990167617798,6.282261848449707,0.1
6,16,5.927312499999999,8.205,7.7658000000000005,0.9837626218795776,10.41179370880127,0.1
7,16,6.782125000000001,7.819,7.6530000000000005,1.8593322038650513,23.07677459716797,0.1
8,16,5.7671874999999995,8.281,7.582800000000001,0.5688853859901428,11.517133712768555,0.1
9,16,7.054125,8.038,7.7082,1.9647648334503174,5.997685432434082,0.1
10,16,6.796250000000001,7.848,7.6362000000000005,0.5762222409248352,10.607521057128906,0.1
11,16,6.7119374999999994,7.798,7.571799999999999,3.628422737121582,29.064088821411133,0.1
12,16,6.845750000000001,8.133,7.6926000000000005,0.48164865374565125,6.236300468444824,0.1
13,16,6.574187499999999,7.883,7.4348,1.2532994747161865,13.562386512756348,0.1
14,16,5.8349375000000006,8.522,7.904000000000001,0.4648568034172058,19.51865577697754,0.1
15,16,6.569687500000001,7.745,7.212999999999999,0.2650526165962219,8.641672134399414,0.1
16,16,7.077125,8.679,8.076,0.7673887014389038,12.480969429016113,0.1
17,16,5.9485624999999995,8.375,8.0092,20.49677848815918,22.72089385986328,0.1
18,16,6.0029375,8.151,7.9765999999999995,2.347583293914795,50.93532180786133,0.1
19,16,6.9065625,7.844,7.6016,2.9661130905151367,24.76333999633789,0.1
20,16,6.6964375,8.489,7.577800000000001,0.8593316078186035,67.14054870605469,0.1
21,16,7.0625,8.26,7.7574,1.423170566558838,6.435661315917969,0.1
22,16,6.5905000000000005,7.649,7.2986,0.4627661108970642,7.811854839324951,0.1
23,16,6.7959375,7.816,7.4712000000000005,0.3801595866680145,5.219359874725342,0.1
24,16,7.077562500000001,8.284,7.8469999999999995,1.2917280197143555,10.058591842651367,0.1
25,16,6.7196875,8.125,7.6686000000000005,0.3449662923812866,3.5211381912231445,0.1
26,16,5.960375,8.106,7.9146,0.37436479330062866,50.15001678466797,0.1
27,16,6.8273125,8.27,7.6412,0.43088391423225403,4.23837423324585,0.1
28,16,6.4895625,8.173,7.5001999999999995,0.4469867944717407,4.353318214416504,0.1
29,16,5.30575,7.428,7.0264,0.10148502886295319,6.743163108825684,0.1
30,16,5.4125,7.624,7.064399999999999,0.5700373649597168,15.970296859741211,0.1
31,16,6.8243125,8.001,7.6792,0.48739421367645264,7.545281410217285,0.1
32,16,6.77675,8.097,7.5732,1.06318998336792,7.986395835876465,0.1
33,16,6.911375,8.277,7.737199999999999,0.6476355791091919,9.718790054321289,0.1
34,16,6.778437500000001,8.14,7.604400000000001,0.4129815101623535,9.176908493041992,0.1
35,16,5.7806875,8.4,7.7052000000000005,0.6598567366600037,3.2115325927734375,0.1
36,16,5.595625,8.116,7.509399999999999,0.24045366048812866,3.0406455993652344,0.1
37,16,5.8298749999999995,7.986,7.8194,0.5910805463790894,3.8586630821228027,0.1
38,16,6.7556875,8.42,7.6288,1.1727522611618042,3.107870578765869,0.1
39,16,6.5979375000000005,8.004,7.515000000000001,0.641254186630249,4.629125118255615,0.1
40,16,5.001875,8.865,7.9402,0.6720710396766663,7.171955585479736,0.1
41,16,5.7485,8.349,7.7384,3.8015315532684326,6.141887664794922,0.1
42,16,5.561812499999999,7.826,7.491199999999999,0.23548462986946106,11.052289009094238,0.1
43,16,6.748,8.512,7.5946,1.3881069421768188,6.76389741897583,0.1
44,16,6.7241875,8.145,7.4959999999999996,0.404824435710907,3.208465099334717,0.1
45,16,6.6486875,8.756,7.455800000000001,1.0205901861190796,92.97276306152344,0.1
46,16,6.555937500000001,7.544,7.3102,0.2561849355697632,3.4409632682800293,0.1
47,16,5.977437500000001,7.595,7.5206,0.1476551741361618,3.0511624813079834,0.1
48,16,6.7155625,7.738,7.6014,0.3785898685455322,2.393106460571289,0.1
49,16,5.782875000000001,8.111,7.743600000000001,0.12043509632349014,8.878846168518066,0.1
50,16,6.5188749999999995,7.636,7.324,0.35952994227409363,18.632184982299805,0.1
51,16,6.687437500000001,7.696,7.385399999999999,11.279943466186523,6.683293342590332,0.1
52,16,6.688812499999999,7.879,7.6382,1.0005110502243042,2.6123409271240234,0.1
53,16,5.6698125,7.71,7.418000000000001,0.2007816880941391,8.476838111877441,0.1
54,16,6.852437500000001,8.377,7.790000000000001,0.29636380076408386,2.9415478706359863,0.1
55,16,6.927125,8.742,7.9056,0.5448236465454102,4.4732842445373535,0.1
56,16,6.3869375,7.817,7.2428,0.8728835582733154,1.8012422323226929,0.1
57,16,4.515125,7.945,7.3924,0.23018720746040344,1.9131160974502563,0.1
58,16,6.896125,7.854,7.5702,1.2843327522277832,1.7472970485687256,0.1
59,16,7.065625,8.703,8.3416,4.445648193359375,88.55760192871094,0.1
60,16,6.3944375,7.9,7.500400000000001,1.1316790580749512,1.7448554039001465,0.1
61,16,5.632249999999999,7.8,7.375,0.7535415291786194,4.120260238647461,0.1
62,16,6.9214375,8.324,7.971799999999999,1.2555874586105347,2.1301612854003906,0.1
63,16,5.567125,8.836,7.5864,0.366738885641098,8.537393569946289,0.1
64,16,6.8420625,8.007,7.6036,0.4634176194667816,4.134804725646973,0.1
65,16,5.3789375,7.366,7.2622,0.17935612797737122,26.0067138671875,0.1
66,16,6.808,8.337,7.794399999999999,0.3759029805660248,3.3335392475128174,0.1
67,16,6.586625,7.655,7.429599999999999,1.2897186279296875,48.46687316894531,0.1
68,16,6.3690625,7.818,7.2754,0.6341360807418823,3.450066566467285,0.1
69,16,6.621875,8.751,7.724000000000001,0.6063262224197388,6.8868489265441895,0.1
70,16,6.239812499999999,7.685,7.2232,0.4773027300834656,2.7168455123901367,0.1
71,16,6.5238125,8.697,7.602199999999999,0.3590002655982971,5.7157111167907715,0.1
72,16,6.6625625,7.565,7.4854,1.2964022159576416,2.382485866546631,0.1
73,16,6.8818125,8.084,7.484399999999999,0.34894201159477234,5.372433662414551,0.1
74,16,6.3775625,7.975,7.3352,0.30298924446105957,3.007084608078003,0.1
75,16,6.5085625,8.062,7.1708,1.1527321338653564,5.147027015686035,0.1
76,16,6.6401875,7.678,7.447,0.47451454401016235,2.4129810333251953,0.1
77,16,6.67675,7.418,7.236400000000001,0.5849006175994873,1.2417302131652832,0.1
78,16,6.738250000000001,8.232,7.766800000000001,0.7322508692741394,2.1650023460388184,0.1
79,16,6.4736875,7.95,7.3668000000000005,0.4926212430000305,6.215360641479492,0.1
80,16,5.5720625,7.213,7.068599999999999,0.1011865884065628,4.9832234382629395,0.1
81,16,5.698625,8.114,7.8626000000000005,0.35532015562057495,4.126258850097656,0.1
82,16,6.556625,7.997,7.596000000000001,0.6345905661582947,4.9532999992370605,0.1
83,16,5.6180625,7.849,7.3208,4.817368984222412,13.786111831665039,0.1
84,16,5.9180625,8.206,7.7834,0.30349448323249817,7.481537818908691,0.1
85,16,6.3978125,7.56,7.271800000000001,0.3345346450805664,72.7507095336914,0.1
86,16,6.46175,7.713,7.362,0.4797554612159729,3.8199284076690674,0.1
87,16,6.99225,8.746,8.0478,0.5865545868873596,3.2989869117736816,0.1
88,16,6.152687500000001,7.386,7.006600000000001,0.3995544910430908,1.6165993213653564,0.1
89,16,5.8895,8.838,7.8822,0.9273101091384888,3.63155460357666,0.1
90,16,5.0778125,7.751,7.377599999999999,0.3547179400920868,1.4844062328338623,0.1
91,16,7.0029375,8.151,7.7036,1.6174554824829102,19.058332443237305,0.1
92,16,5.8003125,8.066,7.731400000000001,0.18544529378414154,1.8115984201431274,0.1
93,16,6.4851875,7.809,7.38,0.5978530049324036,1.779454231262207,0.1
94,16,6.863375,7.98,7.7216,1.0895028114318848,3.224458694458008,0.1
95,16,5.687625,8.238,7.635599999999999,0.4541742205619812,7.832141876220703,0.1
96,16,6.5236875,8.109,7.3153999999999995,1.1761343479156494,1.4503016471862793,0.1
97,16,4.5348749999999995,8.412,7.558199999999999,0.6045551300048828,8.967601776123047,0.1
98,16,5.6050625,7.646,7.4030000000000005,0.16460612416267395,6.7361555099487305,0.1
99,16,6.5618125,8.309,7.5648,0.7893151640892029,1.6667554378509521,0.1
100,16,5.555312499999999,7.659,7.414,2.7107417583465576,4.110389232635498,0.1
101,16,6.575374999999999,7.741,7.5018,0.45115649700164795,2.5984411239624023,0.1
102,16,5.460375,7.598,7.079599999999999,0.1300026923418045,2.0160322189331055,0.1
103,16,5.7324375,8.082,7.4104,0.8324058651924133,2.4241526126861572,0.1
104,16,6.474562499999999,9.252,7.603999999999999,0.6432316303253174,2.600346326828003,0.1
105,16,6.0450625,7.961,7.733000000000001,0.11339199542999268,3.0025200843811035,0.1
106,16,5.68925,7.916,7.6579999999999995,0.2398449182510376,1.8859832286834717,0.1
107,16,6.6594375,8.044,7.269799999999999,0.5564612150192261,2.0618252754211426,0.1
108,16,5.7946875,8.13,7.638,0.712070643901825,3.8336148262023926,0.1
109,16,6.64875,8.258,7.6106,0.35820937156677246,30.6668701171875,0.1
110,16,4.4571875,7.904,7.092999999999999,0.4949133098125458,1.1973611116409302,0.1
111,16,6.5248124999999995,7.633,7.294200000000001,0.3110092878341675,7.687749862670898,0.1
112,16,6.249499999999999,8.232,7.4642,0.14540135860443115,1.1258140802383423,0.1
113,16,6.680375,7.989,7.4292,0.7020425200462341,5.977112770080566,0.1
114,16,6.7270625,8.343,7.928399999999999,0.5105448365211487,4.392443656921387,0.1
115,16,6.3903125,7.631,7.4184,0.36840468645095825,3.0021955966949463,0.1
116,16,6.372375,7.67,7.1908,0.6121389865875244,5.128008842468262,0.1
117,16,5.589375,7.68,7.344800000000001,0.17824512720108032,4.914666652679443,0.1
118,16,5.728,8.188,7.8162,0.310563862323761,1.5042312145233154,0.1
119,16,5.951312499999999,8.886,7.927,0.20468565821647644,2.790722370147705,0.1
120,16,5.464124999999999,7.522,7.277600000000001,0.1723574846982956,4.586537837982178,0.1
121,16,6.492875,8.004,7.6415999999999995,0.5985491275787354,2.6952037811279297,0.1
122,16,6.366562500000001,7.391,7.0434,0.4809472858905792,3.4297022819519043,0.1
123,16,6.3945625,8.13,7.5262,0.46382489800453186,1.5182865858078003,0.1
124,16,6.613625,7.295,7.0958,1.6420193910598755,1.2222716808319092,0.1
