iteration,step,mean_reward,top1_reward,top5_mean_reward,policy_loss,kl_loss,ratio_mean
1,1,6.7436875,8.27,7.923,1.5076452493667603,18.745994567871094,56.12577819824219
1,2,6.8794375,8.192,7.653999999999999,2.0804224014282227,16.731386184692383,49.07056427001953
1,3,6.481066666666667,7.621,7.292199999999999,2.113762140274048,33.7314453125,3.8229610919952393
1,4,7.0535625,7.826,7.542,2.393704414367676,9.017162322998047,5.881173133850098
2,1,6.896875,8.202,7.6678,3.197310447692871,8.574105262756348,68.14727783203125
