iteration,mean_reward,top1_reward,top5_mean_reward,policy_loss,kl_loss,ratio_mean
1,6.0856,7.251,6.649800000000001,0.7239639759063721,14.588335037231445,4.847658634185791
2,6.973866666666666,7.986,7.5894,3.734973430633545,13.527573585510254,62.26850891113281
3,6.955153846153847,7.558,7.428,13.204465866088867,7.739936351776123,14.964509010314941
