epoch,valid_sequences,mean_reward,top1_reward,top5_mean_reward,policy_loss,kl_loss,adv_mean,kl_beta
1,16,6.8919999999999995,8.312,7.718000000000001,0.7158412337303162,0.8039954304695129,0.1
2,16,6.147,7.853,7.722200000000001,1.0754668712615967,0.8314023613929749,0.1
3,16,6.73025,8.115,7.7744,0.6024262309074402,0.7906002998352051,0.1
4,16,6.905375,7.928,7.6902,1.688268780708313,0.7561480402946472,0.1
5,16,6.577875000000001,8.11,7.344199999999999,0.4594978094100952,0.9447539448738098,0.1
6,16,5.6961875,7.525,7.269,1.1503362655639648,0.9896416664123535,0.1
7,16,6.441625,7.921,7.636,1.4766348600387573,0.9684024453163147,0.1
8,16,6.569375,8.597,7.5367999999999995,13.318649291992188,1.1485867500305176,0.1
9,16,6.866687499999999,7.932,7.433200000000001,8.223655700683594,1.1300708055496216,0.1
10,16,6.996625,8.081,7.7256,89.0811996459961,1.2760708332061768,0.1
11,16,7.144125,8.587,7.853999999999999,26.21646499633789,0.7503131628036499,0.1
12,16,6.6711875,8.554,7.9168,4.086565017700195,0.6930262446403503,0.1
13,16,6.599374999999999,8.237,7.4276,3.348236560821533,0.7952789664268494,0.1
14,16,6.4444375,8.182,7.7244,4.528068542480469,0.7225093245506287,0.1
15,16,6.3700624999999995,7.741,7.0996,6.123753547668457,0.9493136405944824,0.1
16,16,6.5115,7.928,7.7143999999999995,8.362537384033203,0.8522515296936035,0.1
17,16,6.8355,8.893,7.784999999999999,1.776437759399414,0.8964897394180298,0.1
18,16,6.6686875,8.717,7.761999999999999,5.0039849281311035,0.9330804347991943,0.1
19,16,7.0923125,8.398,7.872400000000001,93.08612823486328,1.0320749282836914,0.1
20,16,6.72425,7.943,7.5798000000000005,2.2480669021606445,1.086430549621582,0.1
21,16,6.1559375,8.293,7.5920000000000005,53.12380599975586,0.7648674845695496,0.1
22,16,6.9404375,8.666,7.870399999999999,6.191839694976807,0.6099526286125183,0.1
23,16,6.5363125,7.616,7.2978,9.62545108795166,0.607540488243103,0.1
24,16,6.864625,7.781,7.4483999999999995,15.587689399719238,0.771731436252594,0.1
25,16,6.91875,8.458,7.8294,4.610092639923096,0.767273485660553,0.1
26,16,6.7876875000000005,7.739,7.2540000000000004,31.195913314819336,0.7622167468070984,0.1
27,16,6.274125,7.813,7.1134,7.252429962158203,0.7972865700721741,0.1
28,16,6.73175,8.096,7.5756,5.916990280151367,0.8796380162239075,0.1
29,16,6.11525,7.579,7.3096000000000005,3.530557155609131,0.9597703218460083,0.1
30,16,6.367624999999999,8.442,7.8302000000000005,13.180068969726562,1.1268501281738281,0.1
31,16,6.9190000000000005,8.4,7.8591999999999995,4.369874477386475,0.4429734945297241,0.1
32,16,6.9125625,8.319,7.7066,3.6479084491729736,0.6181716918945312,0.1
33,16,6.69725,7.965,7.612,18.918954849243164,0.483850359916687,0.1
34,16,6.6915625,8.799,7.747400000000001,3.8703203201293945,0.415192574262619,0.1
35,16,6.2649375,8.041,7.3108,20.71834945678711,0.5494257807731628,0.1
36,16,6.646625,7.878,7.6004000000000005,7.439529895782471,0.6002399325370789,0.1
37,16,6.400125,7.868,7.5146,4.05781364440918,0.7797492742538452,0.1
38,16,6.3765,7.98,7.257600000000001,15.429855346679688,0.7897884249687195,0.1
39,16,5.881125,7.511,7.1576,192.31161499023438,0.6404730677604675,0.1
40,16,6.885375000000001,9.067,8.033,7.4237141609191895,0.8775776028633118,0.1
41,16,6.202,7.311,7.100399999999999,17.540876388549805,0.035455383360385895,0.1
42,16,6.9486875,7.966,7.7783999999999995,6.493496417999268,0.27907606959342957,0.1
43,16,6.2054375,8.065,7.622,4.794923305511475,0.1359691470861435,0.1
44,16,5.8447499999999994,7.39,6.9403999999999995,6.154952526092529,0.22302117943763733,0.1
45,16,6.369187500000001,8.284,7.654000000000001,469.7912902832031,0.4284568727016449,0.1
46,16,6.2194375,7.446,7.1129999999999995,8.878864288330078,0.2627382278442383,0.1
47,16,6.671749999999999,8.122,7.484399999999999,6.08736515045166,0.24925097823143005,0.1
48,16,6.676375,8.643,7.581999999999999,8.24163818359375,0.42155909538269043,0.1
49,16,5.6005,7.582,6.947799999999999,7.809117794036865,0.31444865465164185,0.1
50,16,6.2459999999999996,8.071,7.4228,8.641512870788574,0.2816898226737976,0.1
51,16,5.89925,7.547,7.2938,9.442712783813477,0.23490451276302338,0.1
52,16,5.7620000000000005,8.138,7.200399999999999,8.049266815185547,0.0001783399929990992,0.1
