iteration,mean_reward,top1_reward,top5_mean_reward,policy_loss,kl_loss,ratio_mean
1,6.6265,7.258,6.866200000000001,0.8788482546806335,2.861942768096924,2.1713080406188965
2,6.7875,7.639,7.149800000000001,1.2545727491378784,7.469939708709717,4.081657409667969
3,6.664375,7.841,6.8962,2.7996420860290527,9.685460090637207,27.818187713623047
4,7.449,8.519,7.813599999999999,0.9652308225631714,76.39790344238281,4.7536420822143555
5,6.277749999999999,7.381,6.887600000000001,1.48947274684906,32.09449768066406,3.410370111465454
6,6.359285714285714,7.16,6.643000000000001,28.22690200805664,42.12456512451172,84.76119995117188
7,6.955125,8.697,7.3538,1.7836482524871826,74.00450134277344,22.22877311706543
8,6.67525,7.433,7.014799999999999,8.472576141357422,4.467802047729492,8.414257049560547
9,6.40075,7.315,6.716199999999999,2.75618577003479,2.907011032104492,7.745397090911865
