iteration,step,mean_reward,top1_reward,top5_mean_reward,policy_loss,kl_loss,ratio_mean
1,1,6.630333333333334,8.592,6.7938,0.7890117168426514,28.132957458496094,2.7025697231292725
1,2,6.696714285714285,7.398,6.9914000000000005,1.8097730875015259,12.754977226257324,2.6945836544036865
1,3,6.877,7.628,7.275200000000001,2.9130403995513916,85.6478271484375,5.261960029602051
1,4,6.681333333333332,7.416,6.978999999999999,0.5878439545631409,23.89517593383789,2.2238006591796875
2,1,6.372375,7.227,6.840999999999999,1.5956724882125854,12.762678146362305,2.333549976348877
2,2,6.964625,8.077,7.4158,1.4655628204345703,15.309890747070312,2.9406661987304688
2,3,6.7635000000000005,7.945,7.3344,1.4213194847106934,3.8089253902435303,7.887456893920898
2,4,6.845571428571428,7.722,7.255800000000001,3.3917646408081055,7.056797027587891,27.226261138916016
3,1,6.370875,7.584,6.7524,2.6577982902526855,9.872671127319336,5.143134593963623
