iteration,mean_reward,top1_reward,top5_mean_reward,policy_loss,kl_loss,ratio_mean
1,7.034714285714286,8.534,7.365,4.945858955383301,3.328338146209717,5.39194917678833
2,6.77025,7.833,7.3336,2.040952205657959,14.000722885131836,3.8831706047058105
