epoch,valid_sequences,mean_reward,policy_loss,kl_loss
1,16,5.851124999999999,0.09281879663467407,0.355867862701416
2,16,5.7878125,0.020781978964805603,0.218275785446167
3,16,6.8410625,0.09425783157348633,0.15889526903629303
4,16,5.973249999999999,-0.025134995579719543,0.01968938112258911
5,16,5.595750000000001,-0.014724671840667725,0.22154000401496887
6,16,6.526624999999999,0.08182425796985626,0.42983901500701904
7,16,6.9544375,0.013011783361434937,0.1308838278055191
8,16,6.2759374999999995,0.0655127689242363,0.2173175811767578
9,16,6.7155,-0.0006315559148788452,0.23505859076976776
10,16,6.8302499999999995,0.05115267634391785,0.2875032126903534
11,16,5.796562499999999,0.04539872705936432,0.251026451587677
12,16,6.9124375,0.007563397288322449,0.3398984670639038
13,16,6.582250000000001,0.010124236345291138,0.32752472162246704
14,16,6.915125000000001,0.040928199887275696,0.21953830122947693
15,16,6.931625,0.028992757201194763,0.09432291984558105
16,16,5.724624999999999,-0.006874009966850281,0.21995818614959717
17,16,6.980687499999999,0.1136738508939743,0.28605419397354126
18,16,5.5814375,0.08692721277475357,0.32448095083236694
19,16,5.703312499999999,-0.029403969645500183,0.20027025043964386
20,16,4.73175,0.007494300603866577,0.25731486082077026
21,16,7.2203750000000015,0.006385982036590576,0.1306253969669342
22,16,5.773375,0.10760899633169174,0.31225860118865967
23,16,6.5814375,-0.005121909081935883,0.28785812854766846
24,16,5.6976875,0.008605919778347015,0.2410275936126709
25,16,5.710562500000001,-0.009961754083633423,0.23899085819721222
26,16,4.88575,-0.0024051666259765625,0.16722999513149261
27,16,5.5515625,0.03630397096276283,0.2537134289741516
28,16,6.538625000000001,0.04466266930103302,0.37392479181289673
29,16,7.01275,-0.01829160749912262,0.15073883533477783
30,16,6.8711875,-0.006010852754116058,0.275687575340271
31,16,6.781625,-0.020728692412376404,0.21172206103801727
32,16,6.752812499999999,0.0262845978140831,0.24020244181156158
33,16,5.598875,0.012854896485805511,0.2771501839160919
34,16,4.861749999999999,-0.04163804650306702,0.10084426403045654
35,16,6.0426874999999995,0.07495765388011932,0.20285677909851074
36,16,6.671562500000001,0.025009874254465103,0.35087740421295166
37,16,5.742875,0.020372413098812103,0.3372114896774292
38,16,6.795062499999999,-0.049440935254096985,0.18724285066127777
39,16,5.7113125,0.0064784809947013855,0.2991337180137634
40,16,6.9190000000000005,0.002841457724571228,0.28204914927482605
41,16,5.803874999999999,0.024708077311515808,0.33917248249053955
42,16,6.8706875,0.03768659383058548,0.3793800175189972
43,16,6.9563749999999995,0.06217512488365173,0.37371474504470825
44,16,7.3574375,0.005318630486726761,0.2845580279827118
45,16,6.89075,-0.006423860788345337,0.24677616357803345
46,16,6.9389375,0.05623151361942291,0.31975501775741577
47,16,6.896062499999999,0.05811339616775513,0.4065169095993042
48,16,7.050124999999999,0.015016376972198486,0.345004677772522
49,16,6.035687500000001,0.0009589046239852905,0.283838152885437
50,16,6.712062499999998,0.006432127207517624,0.2701963782310486
51,16,5.640437500000001,0.015648484230041504,0.3237873911857605
52,16,6.598812499999999,0.047752417623996735,0.3740798234939575
53,16,5.648124999999999,0.015262417495250702,0.26675528287887573
54,16,7.102687499999999,0.04649287462234497,0.2562858462333679
55,16,6.866500000000001,0.08073961734771729,0.3549269735813141
56,16,6.896125,0.08491082489490509,0.3339856266975403
57,16,4.804937499999999,0.02221018075942993,0.29117774963378906
58,16,5.693125,-0.0018986687064170837,0.23623043298721313
59,16,6.8895,0.026321083307266235,0.22750774025917053
60,16,6.212562500000001,-0.0013388395309448242,0.2480383664369583
61,16,7.054937499999999,0.03040565550327301,0.3225659728050232
62,16,5.090062500000001,0.02814733237028122,0.33433693647384644
63,16,7.0773125,-0.004005979746580124,0.3036501407623291
64,16,6.7783125,-0.02198566496372223,0.300223171710968
65,16,4.517125,0.05451198294758797,0.38673120737075806
66,16,5.836125,0.0007629245519638062,0.23784753680229187
67,16,6.604187499999999,0.038528621196746826,0.30798232555389404
68,16,5.7210624999999995,0.034899935126304626,0.19740448892116547
69,16,6.7489375,0.05013880878686905,0.3168378472328186
70,16,6.0108749999999995,0.01442408561706543,0.3728655278682709
71,16,6.8083124999999995,0.02881566807627678,0.24640464782714844
72,16,6.897125000000002,0.0363612174987793,0.27488774061203003
73,16,6.0715625,0.001177370548248291,0.26549065113067627
74,16,6.19225,-0.01157195121049881,0.1962292194366455
75,16,6.7725625,0.027907639741897583,0.27800315618515015
76,16,6.6853125,0.015605106949806213,0.25098782777786255
77,16,6.5605625000000005,0.03675571084022522,0.2525239586830139
78,16,5.5639375,0.012314975261688232,0.2851274609565735
79,16,6.754562500000001,-0.0006410777568817139,0.1911339908838272
80,16,6.7164375,0.024470627307891846,0.23018252849578857
81,16,6.05925,0.012051008641719818,0.30990102887153625
82,16,4.602875,-0.0092393159866333,0.24969719350337982
83,16,7.022687500000001,0.018062233924865723,0.18442538380622864
84,16,6.7405,0.022308416664600372,0.30698153376579285
85,16,6.671124999999999,0.015232980251312256,0.20477774739265442
86,16,6.622249999999999,0.04752349108457565,0.35853415727615356
87,16,5.5594375000000005,-0.0008400976657867432,0.2688964903354645
88,16,5.875375,0.0028043463826179504,0.2649620473384857
89,16,5.5315625,0.0024982690811157227,0.25554874539375305
90,16,7.262124999999999,-0.00751340389251709,0.21957366168498993
91,16,6.695937499999999,0.04967416077852249,0.33456945419311523
92,16,6.821249999999999,0.040927737951278687,0.2367771416902542
93,16,7.055937500000001,-0.02380702644586563,0.17789119482040405
94,16,6.715062500000001,0.08981024473905563,0.23416724801063538
95,16,7.026250000000002,-0.01041296124458313,0.156704381108284
96,16,6.761500000000002,-0.024884365499019623,0.2333579957485199
