epoch,valid_sequences,mean_reward,policy_loss,kl_loss
1,4,7.542,0.26523223519325256,18.893856048583984
2,4,2.7779999999999996,0.37501516938209534,15.688465118408203
3,4,6.5385,3.473069667816162,5.256787300109863
4,4,6.41,304.3934020996094,7.158977508544922
5,4,6.90475,9358153.0,-4.988960266113281
6,4,6.632000000000001,1.514278769493103,5.525708198547363
7,4,6.796250000000001,0.4258964955806732,22.961563110351562
8,4,6.7165,0.3561367988586426,20.972511291503906
9,4,6.99325,0.40494629740715027,16.396251678466797
10,4,6.06225,7.157313823699951,10.284906387329102
11,4,7.175750000000001,21.667804718017578,4.915764808654785
12,4,7.254,0.3955196440219879,20.825366973876953
13,4,2.3354999999999997,0.3892616927623749,21.00674057006836
14,4,6.878,17217.4921875,10.307374954223633
15,4,6.864999999999999,531595232.0,-4.060427665710449
16,4,6.479,0.35205593705177307,19.449382781982422
17,4,6.3790000000000004,0.4056392312049866,23.704395294189453
18,4,6.5127500000000005,0.41991275548934937,17.376569747924805
19,4,7.425,0.34843799471855164,14.619503021240234
20,4,6.72475,0.41377705335617065,21.787471771240234
21,4,7.212999999999999,0.18154595792293549,13.978365898132324
22,4,7.115500000000001,0.2781549096107483,3.7547073364257812
23,4,6.400250000000001,23463318.0,1.4657249450683594
24,4,6.7905,0.3437115550041199,18.38895606994629
25,4,6.46825,0.36578133702278137,12.564640998840332
26,4,7.0375000000000005,0.27821147441864014,-3.9302616119384766
27,4,7.5155,0.3894108533859253,16.30643081665039
28,4,6.80425,0.38519030809402466,14.581307411193848
29,4,7.144,4.26925802230835,6.448422431945801
30,4,6.803999999999999,0.35821643471717834,12.16666030883789
31,4,7.45875,0.372207373380661,15.049521446228027
32,4,2.16775,0.2325383573770523,16.386699676513672
33,4,6.750500000000001,0.2641136646270752,10.501917839050293
34,4,6.868,0.36972710490226746,16.61117172241211
35,4,2.2030000000000003,0.23394253849983215,7.65053653717041
36,4,6.542,45.20565414428711,10.79683780670166
37,4,6.883249999999999,4.787753105163574,13.770587921142578
38,4,6.6770000000000005,0.11840483546257019,3.6938953399658203
39,4,7.6705000000000005,0.38743799924850464,10.182236671447754
40,4,7.1209999999999996,0.07846030592918396,12.194698333740234
41,4,7.6985,7.138443951865856e+16,-7.078927040100098
42,4,7.116499999999999,0.442956805229187,20.412891387939453
43,4,6.651,31170365440.0,3.968564987182617
44,4,6.71975,0.39847657084465027,9.347930908203125
45,4,6.90025,-0.08554822206497192,7.473326683044434
46,4,6.31475,0.39623135328292847,12.240188598632812
47,4,5.69575,267715.875,3.302638053894043
48,4,6.8705,-0.098604217171669,1.7578096389770508
49,4,6.9205,0.3303673267364502,14.465010643005371
50,4,6.8505,0.4486593008041382,11.561765670776367
51,4,6.64975,0.37227192521095276,10.421931266784668
1,8,6.522,14014400692224.0,19.690689086914062
2,8,6.75075,34098.22265625,12.253725051879883
3,8,6.766375,392928512.0,8.089969635009766
4,8,6.8020000000000005,0.4158421456813812,27.343120574951172
5,8,7.071625,0.7433589696884155,19.590572357177734
6,8,4.494625,0.28648611903190613,13.88475227355957
7,8,6.050749999999999,0.20459291338920593,8.392366409301758
8,8,7.183375,139.913818359375,11.345349311828613
9,8,6.353875,850537.5625,1.8915987014770508
10,8,6.053375,3.4702332117466166e+20,0.1839151382446289
11,8,6.970625,0.39505571126937866,25.811264038085938
12,8,6.818625,112.02824401855469,9.222084999084473
13,8,6.332375,21383770.0,11.427251815795898
14,8,6.332249999999999,0.06167641282081604,14.90457820892334
15,8,6.847874999999999,3477.7314453125,14.227081298828125
16,8,6.8248750000000005,0.3955954909324646,21.877456665039062
17,8,6.6232500000000005,0.37062954902648926,21.8704776763916
18,8,4.2235,0.2945343255996704,17.950031280517578
19,8,6.475624999999999,33545264.0,8.392971992492676
20,8,6.5714999999999995,20.235153198242188,12.48753547668457
21,8,6.843625,7476.162109375,16.96978759765625
22,8,7.0335,0.37015068531036377,10.81610107421875
23,8,6.619374999999999,0.2076907753944397,12.639729499816895
1,16,5.443625,0.1955767571926117,18.479759216308594
2,16,7.012,25164120.0,4.7494893074035645
3,16,6.728125,1432411520.0,8.582200050354004
4,16,6.8426875,3561746.25,8.912012100219727
5,16,6.6131874999999996,140489814704128.0,1.0078411102294922
6,16,6.974374999999999,106780840.0,21.58761978149414
7,16,5.5328125,0.1830889880657196,27.674388885498047
8,16,7.04,856.1871337890625,9.871313095092773
9,16,6.819749999999999,80987234304.0,14.006486892700195
10,16,7.087062500000001,3.3831608295440674,16.89149284362793
11,16,6.964000000000001,132.0057830810547,19.557754516601562
12,16,6.909812499999999,0.21976278722286224,19.99883270263672
13,16,5.9410625,1.6785850308132518e+22,10.596534729003906
14,16,5.390249999999999,0.2108941674232483,25.68577766418457
15,16,6.899875,566532224.0,12.904327392578125
16,16,6.6810624999999995,0.48575425148010254,26.894824981689453
17,16,6.729687499999999,1591.271484375,15.93295669555664
18,16,6.547375,1917.0899658203125,19.58281707763672
19,16,6.6316250000000005,63942.05859375,17.493560791015625
20,16,6.613250000000001,5.573330402374268,16.963951110839844
21,16,4.51225,0.18683263659477234,14.06512451171875
22,16,5.651999999999999,0.10524491965770721,14.415848731994629
23,16,4.438937500000001,1.6151905059814453,16.768043518066406
24,16,5.749187500000001,2680.514892578125,14.35327434539795
25,16,6.888999999999999,0.3334921598434448,17.62516975402832
26,16,5.818625,0.21978601813316345,28.124378204345703
27,16,6.780875,558.3972778320312,21.05231475830078
28,16,5.640749999999999,0.2216000109910965,18.1281681060791
29,16,6.9003125,22.80550765991211,11.914409637451172
30,16,5.581750000000001,23510106112.0,16.273303985595703
31,16,6.623312500000001,0.09157410264015198,12.454365730285645
32,16,6.808562499999999,0.3479759991168976,21.498517990112305
33,16,5.587250000000001,0.2067028284072876,18.132240295410156
34,16,6.6541250000000005,0.335867315530777,18.65941619873047
35,16,5.653625,0.18352065980434418,10.532450675964355
36,16,6.5923125,0.33243924379348755,19.16598892211914
37,16,6.613437500000001,82.73892211914062,20.289854049682617
38,16,6.8856874999999995,14.783318519592285,10.802793502807617
39,16,7.142249999999999,3.5569729804992676,19.192440032958984
40,16,6.730249999999999,0.25293025374412537,10.428563117980957
41,16,6.420125,20998.388671875,16.748537063598633
42,16,6.5826875000000005,0.3645571768283844,12.353689193725586
43,16,5.8534375,0.19307082891464233,16.193788528442383
44,16,6.987812499999999,0.2525308132171631,15.635354995727539
45,16,7.034312500000001,5.239980697631836,12.481643676757812
46,16,6.89425,0.33421221375465393,14.523107528686523
47,16,5.727250000000001,0.1880602240562439,16.15884017944336
48,16,5.635874999999999,0.16663390398025513,13.54142951965332
49,16,6.776437500000001,0.222284734249115,9.056121826171875
50,16,6.766,18384.16015625,10.118919372558594
51,16,6.8199375,11.815225601196289,11.474685668945312
