epoch,valid_sequences,mean_reward,policy_loss,kl_loss
1,8,6.51125,0.1734241247177124,0.3954220116138458
2,8,6.835500000000001,0.02035505324602127,0.36287713050842285
3,8,6.977124999999999,-0.006486289203166962,0.21351434290409088
4,8,6.314625,0.06105548143386841,0.35590028762817383
5,8,6.7063749999999995,0.057581812143325806,0.05769982933998108
6,8,4.7201249999999995,0.08284440636634827,0.5079853534698486
7,8,7.29,0.20100712776184082,0.4118639826774597
8,8,4.61775,0.04141789674758911,0.3143359124660492
9,8,6.9701249999999995,0.11120828986167908,0.005453005433082581
10,8,7.051625,0.09564971923828125,0.12386822700500488
11,8,6.654375,-0.004522651433944702,0.3130461573600769
12,8,6.9247499999999995,0.020290181040763855,0.21647648513317108
13,8,6.976375000000001,0.036646194756031036,0.15029607713222504
14,8,6.947,-0.0015137940645217896,0.0560598224401474
15,8,6.546625000000001,0.015347972512245178,0.20485052466392517
16,8,2.410125,0.04660238325595856,0.2746557295322418
17,8,4.831125000000001,0.02866514027118683,0.1421489417552948
18,8,6.955125000000001,0.07869816571474075,0.3387964069843292
19,8,6.44725,-0.011496976017951965,0.18384933471679688
20,8,6.622,0.13764606416225433,0.08365419507026672
21,8,7.068124999999999,0.12350223958492279,0.3743017613887787
22,8,7.313875,0.013787370175123215,0.18345922231674194
23,8,4.44875,0.07147778570652008,0.38542670011520386
24,8,7.250124999999999,0.06453896313905716,0.1886366754770279
25,8,7.036875,0.050162918865680695,0.15896107256412506
26,8,5.737625,0.041630372405052185,0.21281951665878296
27,8,6.316375000000001,0.13774234056472778,0.17594173550605774
28,8,6.516374999999999,-0.01462448388338089,0.2788817882537842
29,8,6.480125,0.036110520362854004,0.3532198965549469
30,8,6.6365,0.031162414699792862,0.23368225991725922
31,8,7.200875,0.039055898785591125,0.2055685669183731
32,8,6.7205,0.01138991117477417,0.19586020708084106
33,8,6.862749999999999,0.032301366329193115,0.3205661177635193
34,8,6.9990000000000006,0.05688150227069855,0.30650657415390015
35,8,7.218,0.05754338949918747,0.27993226051330566
36,8,7.049125,0.06295573711395264,0.3534645438194275
37,8,4.8572500000000005,0.10935372114181519,0.16777539253234863
38,8,4.95425,0.0350126177072525,0.2526317536830902
39,8,7.021125,0.030323609709739685,0.1992245316505432
40,8,6.965375,0.043392740190029144,0.25160086154937744
41,8,7.249375000000001,0.06082865595817566,0.3192431330680847
42,8,6.620625000000001,-0.017331399023532867,0.1734021008014679
43,8,6.949000000000002,0.14124584197998047,0.26845303177833557
44,8,7.02825,0.07901372760534286,0.2774754762649536
45,8,7.057,0.09047064185142517,0.32581406831741333
46,8,4.809125000000001,0.02466537058353424,0.3145526647567749
47,8,6.7041249999999994,0.07941844314336777,0.20152103900909424
48,8,6.956624999999999,0.14924098551273346,0.2949100732803345
49,8,6.18325,0.09391844272613525,0.4318975508213043
50,8,6.8685,0.09778806567192078,0.24792452156543732
51,8,6.832375,0.06781257688999176,0.18425202369689941
52,8,6.812875000000001,0.18592393398284912,0.3816835880279541
