iteration,mean_reward,top1_reward,top5_mean_reward,policy_loss,kl_loss,ratio_mean
1,7.130375,8.413,7.6896,3.7970354557037354,5.153225421905518,8.269148826599121
2,6.6265,7.418,7.063,0.6376359462738037,10.05892276763916,6.911602020263672
3,6.641249999999999,7.333,6.9464,0.9243017435073853,15.585921287536621,2.273848056793213
4,6.5815,8.168,7.0662,14.96464729309082,22.0465087890625,52.92317199707031
