fold,final_train_loss,final_val_loss,best_val_loss
1,0.47622685384850544,0.4260946231729844,0.4249707638215618
2,0.46951473648307707,0.433204632847249,0.43064292564111595
3,0.4717263267571185,0.4420696118799578,0.43877110210787346
