epoch,train_loss,val_loss
1,1.5284916573211926,0.9851724952459335
2,0.9834347151908553,0.815813022851944
3,0.850858429399859,0.6954583575328191
4,0.7668417541920638,0.6350109467903773
5,0.715629701854802,0.60522081553936
6,0.6768029467398379,0.576961088180542
7,0.6456174204329482,0.5487425684928894
8,0.6237237743970727,0.5319492677847545
9,0.6032471922265381,0.5134657109777133
10,0.5839755695407131,0.5024648070335388
11,0.569557873140864,0.4925309946139654
12,0.554609922801747,0.48427130182584127
13,0.5452897393402933,0.46887811919053396
14,0.5330611277027291,0.46337005992730457
15,0.5237313361228013,0.45438355803489683
16,0.5155257101820296,0.44602415611346563
17,0.5079230758823267,0.44456303417682647
18,0.5005899362203454,0.4374212389190992
19,0.4935010912037697,0.43539026627937955
20,0.48772249752733887,0.42715158462524416
21,0.480677367759352,0.42244815826416016
22,0.47577173694843006,0.4173958087960879
23,0.4711883641591593,0.4160393128792445
24,0.46640540897345345,0.41420306513706845
25,0.46290693814013184,0.41272671073675155
26,0.45789200217783954,0.41288484235604606
27,0.45341739258846314,0.40952875862518945
28,0.45090114344067933,0.40613707651694614
29,0.44588366701823323,0.4057414616147677
30,0.4428355488456598,0.40214137981335324
31,0.4396577775478363,0.3980110228061676
32,0.43653198175069663,0.39623613506555555
33,0.43506378586552724,0.39656370927890144
34,0.4310622425640331,0.3957946553826332
35,0.4282392160732205,0.3937132517496745
36,0.4252906549377602,0.391132564842701
37,0.42478246623728455,0.39191268185774486
38,0.4218537967745997,0.3880852361520131
39,0.41848937127770497,0.3856436967849731
40,0.41708954667844694,0.38753473411003747
41,0.41470516829931436,0.3859913592537244
42,0.4134360221253724,0.3849819779396057
43,0.4109530591664194,0.3851619139313698
44,0.4091783814570483,0.38062904129425684
45,0.40703824212571155,0.38145253509283067
46,0.40498550874846323,0.37905520796775816
47,0.4048250710763851,0.3783688058455785
48,0.40248488127684395,0.3784163494904836
49,0.40070040336176127,0.3780306001504262
50,0.3993255458459133,0.37696253856023154
51,0.39843363696787537,0.37555119742949805
52,0.39710470282730936,0.3760082840919495
53,0.394941431133687,0.3783384929100672
54,0.3936223705776599,0.37653830150763196
55,0.39261849938320514,0.3756213515996933
56,0.39128147954700376,0.376054888466994
57,0.39012343092125,0.3734821334481239
58,0.38811876493341785,0.3721534967422485
59,0.38705062114891886,0.3745793476700783
60,0.38550200432288545,0.36995841761430104
61,0.38471005243413586,0.37013215372959773
62,0.3840284580443086,0.37103155702352525
63,0.38314359653897645,0.36979721337556837
64,0.38130691923013255,0.3689403414726257
65,0.38060686167548685,0.36887322465578715
66,0.3808539960564685,0.3735460783044497
67,0.3798630124881488,0.3674848367770513
68,0.3772208047013323,0.36699075947205223
69,0.3767605313733846,0.3660855025053024
70,0.37599113783916505,0.3692552442351977
71,0.37495690834622425,0.36729011436303455
72,0.37414583739112406,0.3667233735322952
73,0.3724929131880528,0.3657406469186147
74,0.3730043493399099,0.3667210573951403
75,0.3710286947859435,0.3643632521231969
76,0.37054788139687866,0.36539601037899655
77,0.37040910725833986,0.3629667346676191
78,0.3681792418996827,0.36657400031884513
79,0.36812638435043205,0.3627372110883395
80,0.36808419478039783,0.3641715918978055
81,0.36672798600517403,0.3626967762907346
82,0.36538099491295695,0.36382590730985004
83,0.3647264152013955,0.36392631779114404
84,0.36439578247671367,0.361870684226354
85,0.36290939365114483,0.3622747038801511
86,0.3639867576230474,0.3641711483399073
87,0.3629036145049985,0.3629473348458608
88,0.3612276966832265,0.36178667744000753
89,0.3604553987999924,0.36248266299565635
90,0.3600463015692575,0.36232886562744776
91,0.35950834360443246,0.3612670843799909
92,0.3592566106499744,0.36222888976335527
93,0.35926119519882843,0.36101501882076265
94,0.35759034101702586,0.3606560746828715
95,0.35732279955839913,0.3608774776260058
96,0.35629846343473226,0.3621449157595634
97,0.35621561648465006,0.36017024914423623
98,0.3555081196191932,0.35995055685440697
99,0.35489794937502434,0.35932839661836624
100,0.35488142586555804,0.36248579919338225
