fold,final_train_loss,final_val_loss,best_val_loss
1,0.35759339462809203,0.3502518554528554,0.3502518554528554
2,0.3589277805901375,0.35876136521498364,0.3554055119554202
3,0.35488142586555804,0.36248579919338225,0.35932839661836624
