fold,final_train_loss,final_val_loss,best_val_loss
1,0.3484388423316619,0.4108594938987443,0.4082888394844632
2,0.34907882303750815,0.4217409934817242,0.41687385950769695
3,0.3508550877831563,0.43982275418874595,0.4350523427754891
