iteration,step,mean_reward,top1_reward,top5_mean_reward,policy_loss,kl_loss,ratio_mean
1,1,5.2045533006856575,7.112409269604217,6.15366170053097,-0.04026465490460396,12.970561027526855,0.7292030453681946
1,2,5.468748397865397,8.859653979017107,6.848514621925513,-0.029857510700821877,453.96649169921875,0.7197077870368958
2,1,5.660728416462522,8.563489077066235,7.529846132729024,0.14849156141281128,19.789318084716797,0.8682196736335754
2,2,6.014537319972167,9.23968421835917,7.652958004688264,-0.08035959303379059,9.964719772338867,0.7687896490097046
3,1,6.014509716695505,10.160500569287562,8.043305949873247,-0.0435241162776947,17.621721267700195,0.7346495389938354
3,2,5.534616532297873,9.989231967424473,7.642432872965562,0.0008298754692077637,11.072141647338867,0.8462445735931396
4,1,5.8752251891533085,7.417492357885984,7.185244516560601,0.007510729134082794,12.691808700561523,0.8255895376205444
4,2,5.43894459088938,7.6714658324748966,6.87913499994071,0.05145302414894104,15.82143783569336,0.7274472713470459
5,1,6.855193758637296,13.146747323918575,9.053133890261341,0.030265508219599724,4.619052410125732,0.8204089999198914
5,2,6.500262248405104,9.071833342074235,8.34452010646756,0.036029260605573654,18.271223068237305,0.6973253488540649
6,1,5.719380390147579,8.181218029575,7.039927496457776,0.012802675366401672,9.539983749389648,0.8214249610900879
6,2,5.813776906597437,8.90109565294942,7.3447114063837855,0.16244332492351532,5.950809955596924,0.8999835848808289
7,1,6.126042986103497,10.81039000930972,8.263590536156498,-0.0207672119140625,39.455718994140625,0.9293003678321838
7,2,5.793138364713252,9.135558954900947,7.894990641202016,0.3508927822113037,8.935831069946289,0.9614973068237305
8,1,6.520419556608806,11.255321543532983,8.67493598994039,0.1175282672047615,58.509849548339844,0.8804742693901062
8,2,6.076315947075326,9.035618486703141,7.9217004263912925,0.1283968687057495,16.181278228759766,0.8045223951339722
9,1,5.329668149633845,8.87443238089611,7.171953694666864,-0.027159765362739563,19.429109573364258,0.6707079410552979
9,2,5.486994505518883,8.000529360613196,7.122002057667215,0.07795972377061844,13.194052696228027,0.7326748371124268
