original,augmented,selfies
CC(C)CN1C[C@@H](CNC(=O)c2cnn(C)c2)OCC1=O,O1CC(=O)N(CC(C)C)C[C@H]1CNC(c1cnn(C)c1)=O,[O][C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@H1][Ring1][O][C][N][C][Branch1][O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][=O]
CC(C)CN1C[C@@H](CNC(=O)c2cnn(C)c2)OCC1=O,n1(C)cc(C(NC[C@@H]2CN(CC(C)C)C(=O)CO2)=O)cn1,[N][Branch1][C][C][C][=C][Branch2][Ring1][O][C][Branch2][Ring1][=Branch1][N][C][C@@H1][C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][O][Ring1][O][=O][C][=N][Ring2][Ring1][Branch1]
O=c1c2cnc3ccnn3c2ccn1[O-],c1c2c(ccn([O-])c2=O)n2c(n1)ccn2,[C][C][=C][Branch1][O][C][=C][N][Branch1][C][O-1][C][Ring1][#Branch1][=O][N][C][Branch1][Ring2][N][=Ring1][N][=C][C][=N][Ring1][=Branch1]
O=c1c2cnc3ccnn3c2ccn1[O-],c12cnc3ccnn3c1ccn([O-])c2=O,[C][C][=N][C][=C][C][=N][N][Ring1][Branch1][C][=Ring1][=Branch2][C][=C][N][Branch1][C][O-1][C][Ring1][=C][=O]
CCn1cc(C(=O)Nc2cnn(C)c2C(N)=O)cn1,c1(NC(c2cnn(CC)c2)=O)cnn(C)c1C(=O)N,[C][Branch1][P][N][C][Branch1][N][C][C][=N][N][Branch1][Ring1][C][C][C][=Ring1][#Branch1][=O][C][=N][N][Branch1][C][C][C][=Ring1][S][C][=Branch1][C][=O][N]
CCn1cc(C(=O)Nc2cnn(C)c2C(N)=O)cn1,O=C(c1cn(CC)nc1)Nc1cnn(C)c1C(N)=O,[O][=C][Branch1][N][C][=C][N][Branch1][Ring1][C][C][N][=C][Ring1][#Branch1][N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][Branch1][C][N][=O]
N/C(Cn1cnc2ccccc21)=N\O,O/N=C(/Cn1c2c(cccc2)nc1)N,[O][/N][=C][Branch1][P][/C][N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][=Branch2][N]
N/C(Cn1cnc2ccccc21)=N\O,c12c(cccc1)ncn2C/C(=N/O)N,[C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][=C][N][Ring1][=Branch2][C][/C][=Branch1][Ring1][=N][/O][N]
COc1ccccc1CCC(=O)NCCN1CC[C@@H](N[S@@+](C)(=O)[OH2+])C1=O,C(CN1CC[C@@H](N[S@+](=O)(C)[OH2+])C1=O)NC(=O)CCc1c(OC)cccc1,[C][Branch2][Ring1][Branch1][C][N][C][C][C@@H1][Branch1][#Branch2][N][S@+1][=Branch1][C][=O][Branch1][C][C][OH2+1][C][Ring1][#Branch2][=O][N][C][=Branch1][C][=O][C][C][C][=C][Branch1][Ring1][O][C][C][=C][C][=C][Ring1][Branch2]
COc1ccccc1CCC(=O)NCCN1CC[C@@H](N[S@@+](C)(=O)[OH2+])C1=O,O=C(CCc1ccccc1OC)NCCN1C(=O)[C@H](N[S@@+]([OH2+])(C)=O)CC1,[O][=C][Branch1][=N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][N][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][N][S@@+1][Branch1][C][OH2+1][Branch1][C][C][=O][C][C][Ring1][O]
O=C(Cn1ncc2ccccc2c1=O)N[C@@H](Cc1ccccc1)C(=O)[O-],c12ccccc1c(=O)n(CC(=O)N[C@H](C(=O)[O-])Cc1ccccc1)nc2,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch2][Ring1][Branch2][C][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring2][Ring1][#Branch2]
O=C(Cn1ncc2ccccc2c1=O)N[C@@H](Cc1ccccc1)C(=O)[O-],O=C([O-])[C@@H](NC(Cn1c(=O)c2ccccc2cn1)=O)Cc1ccccc1,[O][=C][Branch1][C][O-1][C@@H1][Branch2][Ring1][=Branch2][N][C][Branch2][Ring1][Ring1][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][Ring1][O][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCOC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,O=c1n(C)c(=O)n(C)c2ncn(CC(=O)OCC)c21,[O][=C][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][N][=C][N][Branch1][=Branch2][C][C][=Branch1][C][=O][O][C][C][C][=Ring1][O][Ring2][Ring1][C]
CCOC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,n1(CC(OCC)=O)c2c(n(C)c(=O)n(C)c2=O)nc1,[N][Branch1][=Branch2][C][C][Branch1][Ring2][O][C][C][=O][C][=C][Branch1][P][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][=Branch2][=O][N][=C][Ring2][Ring1][Ring1]
COc1cc2c3nc4n(c(=O)c3n(CC(N)=O)c2cc1OC)CCS4,C(n1c2c(nc3n(c2=O)CCS3)c2c1cc(OC)c(OC)c2)C(=O)N,[C][Branch2][Ring2][=Branch1][N][C][=C][Branch1][#C][N][=C][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][C][S][Ring1][#Branch1][C][=C][Ring1][=N][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N]
COc1cc2c3nc4n(c(=O)c3n(CC(N)=O)c2cc1OC)CCS4,COc1c(OC)cc2n(CC(N)=O)c3c(nc4n(c3=O)CCS4)c2c1,[C][O][C][=C][Branch1][Ring1][O][C][C][=C][N][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=C][Branch1][#C][N][=C][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][C][S][Ring1][#Branch1][C][Ring1][P][=C][Ring2][Ring1][#Branch1]
CC(=O)[C@H]1C(C)=Nc2ncnn2[C@H]1c1cnn(C)c1,C(C)(=O)[C@H]1C(C)=Nc2n(ncn2)[C@H]1c1cn(C)nc1,[C][Branch1][C][C][=Branch1][C][=O][C@H1][C][Branch1][C][C][=N][C][N][Branch1][=Branch1][N][=C][N][=Ring1][Branch1][C@H1][Ring1][#Branch2][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1]
CC(=O)[C@H]1C(C)=Nc2ncnn2[C@H]1c1cnn(C)c1,C1(C)=Nc2n(ncn2)[C@@H](c2cnn(C)c2)[C@H]1C(=O)C,[C][Branch1][C][C][=N][C][N][Branch1][=Branch1][N][=C][N][=Ring1][Branch1][C@@H1][Branch1][O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C@H1][Ring1][S][C][=Branch1][C][=O][C]
CCn1cc(Cl)c(C(=O)NNC(=O)[C@@H](C)Cn2cc([N+](=O)[O-])cn2)n1,O=C([C@@H](C)Cn1cc([N+](=O)[O-])cn1)NNC(c1c(Cl)cn(CC)n1)=O,[O][=C][Branch2][Ring1][Ring2][C@@H1][Branch1][C][C][C][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][Ring1][Branch2][N][N][C][Branch1][#C][C][C][Branch1][C][Cl][=C][N][Branch1][Ring1][C][C][N][=Ring1][Branch2][=O]
CCn1cc(Cl)c(C(=O)NNC(=O)[C@@H](C)Cn2cc([N+](=O)[O-])cn2)n1,[C@@H](C)(C(=O)NNC(=O)c1nn(CC)cc1Cl)Cn1ncc([N+]([O-])=O)c1,[C@@H1][Branch1][C][C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C][=N][N][Branch1][Ring1][C][C][C][=C][Ring1][#Branch1][Cl][C][N][N][=C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][Ring1][Branch2]
Cc1nnc(NC(=O)Cn2nc(N3CCOCC3)ccc2=O)s1,O1CCN(c2nn(CC(Nc3nnc(C)s3)=O)c(=O)cc2)CC1,[O][C][C][N][Branch2][Ring1][=C][C][=N][N][Branch1][P][C][C][Branch1][N][N][C][=N][N][=C][Branch1][C][C][S][Ring1][=Branch1][=O][C][=Branch1][C][=O][C][=C][Ring1][P][C][C][Ring2][Ring1][#Branch1]
Cc1nnc(NC(=O)Cn2nc(N3CCOCC3)ccc2=O)s1,C1COCCN1c1nn(CC(Nc2sc(C)nn2)=O)c(=O)cc1,[C][C][O][C][C][N][Ring1][=Branch1][C][=N][N][Branch1][P][C][C][Branch1][N][N][C][S][C][Branch1][C][C][=N][N][=Ring1][=Branch1][=O][C][=Branch1][C][=O][C][=C][Ring1][P]
Cc1nn2c(N)c(C(=O)NN)cnc2c1-c1ccccc1,n1c2c(-c3ccccc3)c(C)nn2c(N)c(C(NN)=O)c1,[N][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][=N][N][Ring1][N][C][Branch1][C][N][=C][Branch1][#Branch1][C][Branch1][Ring1][N][N][=O][C][=Ring2][Ring1][Branch1]
Cc1nn2c(N)c(C(=O)NN)cnc2c1-c1ccccc1,c1(C)c(-c2ccccc2)c2n(n1)c(N)c(C(NN)=O)cn2,[C][Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][N][Branch1][Ring2][N][=Ring1][N][C][Branch1][C][N][=C][Branch1][#Branch1][C][Branch1][Ring1][N][N][=O][C][=N][Ring1][N]
O=C([O-])[C@@H]1CS[C@@H](c2cccnc2)N1,n1cc([C@@H]2SC[C@@H](C(=O)[O-])N2)ccc1,[N][=C][C][Branch1][#C][C@@H1][S][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Ring1][Branch2][=C][C][=C][Ring1][=C]
O=C([O-])[C@@H]1CS[C@@H](c2cccnc2)N1,[O-]C([C@H]1N[C@H](c2cnccc2)SC1)=O,[O-1][C][Branch2][Ring1][C][C@H1][N][C@H1][Branch1][=Branch2][C][=C][N][=C][C][=C][Ring1][=Branch1][S][C][Ring1][O][=O]
O=C(C[C@@H]1CCOC2(CCN(C(=O)c3ccc4[nH]ccc4c3)CC2)C1)NCc1ccccc1,C1[C@H](CC(NCc2ccccc2)=O)CCOC12CCN(C(c1ccc3c(cc[nH]3)c1)=O)CC2,[C][C@H1][Branch1][S][C][C][Branch1][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][C][O][C][Ring1][P][C][C][N][Branch2][Ring1][Ring2][C][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][C][=C][NH1][Ring1][Branch1][=C][Ring1][=Branch2][=O][C][C][Ring1][P]
O=C(C[C@@H]1CCOC2(CCN(C(=O)c3ccc4[nH]ccc4c3)CC2)C1)NCc1ccccc1,C(=O)(C[C@@H]1CCOC2(CCN(C(=O)c3ccc4c(cc[nH]4)c3)CC2)C1)NCc1ccccc1,[C][=Branch1][C][=O][Branch2][Ring2][O][C][C@@H1][C][C][O][C][Branch2][Ring1][=C][C][C][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch1][C][=C][NH1][Ring1][Branch1][=C][Ring1][=Branch2][C][C][Ring1][P][C][Ring2][Ring1][=Branch1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
O=[S@@+]([OH2+])(NCCc1c[nH]c2ncccc12)c1ccccc1Cl,c1cc([S@@+](NCCc2c3cccnc3[nH]c2)([OH2+])=O)c(Cl)cc1,[C][=C][C][Branch2][Ring1][Branch2][S@@+1][Branch1][P][N][C][C][C][C][=C][C][=C][N][=C][Ring1][=Branch1][NH1][C][=Ring1][=Branch2][Branch1][C][OH2+1][=O][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][=Branch1]
O=[S@@+]([OH2+])(NCCc1c[nH]c2ncccc12)c1ccccc1Cl,c1ccc([S@@+](=O)(NCCc2c3c([nH]c2)nccc3)[OH2+])c(Cl)c1,[C][=C][C][=C][Branch2][Ring1][O][S@@+1][=Branch1][C][=O][Branch2][Ring1][Ring1][N][C][C][C][C][=C][Branch1][Branch1][NH1][C][=Ring1][Branch1][N][=C][C][=C][Ring1][Branch2][OH2+1][C][Branch1][C][Cl][=C][Ring2][Ring1][=Branch1]
CSCC[C@@H](C(=O)NCc1ncn(C)n1)n1c(=O)[nH]c2ccccc2c1=O,S(CC[C@H](n1c(=O)c2c([nH]c1=O)cccc2)C(=O)NCc1nn(C)cn1)C,[S][Branch2][Ring2][O][C][C][C@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][NH1][C][Ring1][#Branch1][=O][C][=C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][C][C][=N][N][Branch1][C][C][C][=N][Ring1][=Branch1][C]
CSCC[C@@H](C(=O)NCc1ncn(C)n1)n1c(=O)[nH]c2ccccc2c1=O,O=c1c2ccccc2[nH]c(=O)n1[C@@H](CCSC)C(=O)NCc1ncn(C)n1,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=Branch1][C][=O][N][Ring1][O][C@@H1][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][C][N][=C][N][Branch1][C][C][N][=Ring1][=Branch1]
CC(C)CNC(=O)CCN1C(=O)c2cccnc2C1=O,C1(=O)N(CCC(NCC(C)C)=O)C(=O)c2cccnc21,[C][=Branch1][C][=O][N][Branch1][=C][C][C][C][Branch1][Branch2][N][C][C][Branch1][C][C][C][=O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][Ring2][Ring1][Ring2]
CC(C)CNC(=O)CCN1C(=O)c2cccnc2C1=O,C1(=O)N(CCC(=O)NCC(C)C)C(=O)c2c1nccc2,[C][=Branch1][C][=O][N][Branch1][=C][C][C][C][=Branch1][C][=O][N][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=C][Ring1][S][N][=C][C][=C][Ring1][=Branch1]
Cn1cc([N+](=O)[O-])c(C(=O)N2CCN(C(=O)c3ccco3)CC2)n1,c1(C(N2CCN(C(c3nn(C)cc3[N+](=O)[O-])=O)CC2)=O)ccco1,[C][Branch2][Ring2][Ring2][C][Branch2][Ring1][#C][N][C][C][N][Branch2][Ring1][Ring2][C][Branch1][S][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][=O][C][C][Ring1][P][=O][=C][C][=C][O][Ring2][Ring1][Branch2]
Cn1cc([N+](=O)[O-])c(C(=O)N2CCN(C(=O)c3ccco3)CC2)n1,N1(C(=O)c2ccco2)CCN(C(=O)c2c([N+]([O-])=O)cn(C)n2)CC1,[N][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][C][N][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][N][Branch1][C][C][N][=Ring1][=Branch2][C][C][Ring2][Ring1][Branch2]
Cc1cc(=O)c(OCC(=O)NCc2ccncc2)cn1C,c1(C)n(C)cc(OCC(NCc2ccncc2)=O)c(=O)c1,[C][Branch1][C][C][N][Branch1][C][C][C][=C][Branch1][P][O][C][C][Branch1][O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=O][C][=Branch1][C][=O][C][=Ring2][Ring1][Branch1]
Cc1cc(=O)c(OCC(=O)NCc2ccncc2)cn1C,C(C(NCc1ccncc1)=O)Oc1cn(C)c(C)cc1=O,[C][Branch1][#C][C][Branch1][O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=O][O][C][=C][N][Branch1][C][C][C][Branch1][C][C][=C][C][Ring1][Branch2][=O]
COc1ccc(C(=O)N2CC(n3cc(C(=O)N(C)C)nn3)C2)cc1F,C1C(n2nnc(C(N(C)C)=O)c2)CN1C(=O)c1ccc(OC)c(F)c1,[C][C][Branch2][Ring1][Ring1][N][N][=N][C][Branch1][#Branch2][C][Branch1][=Branch1][N][Branch1][C][C][C][=O][=C][Ring1][#Branch2][C][N][Ring1][=C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][C][F][=C][Ring1][=Branch2]
COc1ccc(C(=O)N2CC(n3cc(C(=O)N(C)C)nn3)C2)cc1F,Fc1c(OC)ccc(C(=O)N2CC(n3nnc(C(N(C)C)=O)c3)C2)c1,[F][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch2][Ring1][S][C][=Branch1][C][=O][N][C][C][Branch2][Ring1][Ring1][N][N][=N][C][Branch1][#Branch2][C][Branch1][=Branch1][N][Branch1][C][C][C][=O][=C][Ring1][#Branch2][C][Ring1][=C][=C][Ring2][Ring1][Branch2]
Cc1nn2c(=O)c(C(=O)[O-])cnc2s1,s1c2ncc(C([O-])=O)c(=O)n2nc1C,[S][C][=N][C][=C][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=Branch1][C][=O][N][Ring1][#Branch2][N][=C][Ring1][=N][C]
Cc1nn2c(=O)c(C(=O)[O-])cnc2s1,c1(C(=O)[O-])c(=O)n2nc(C)sc2nc1,[C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][N][=C][Branch1][C][C][S][C][Ring1][=Branch1][=N][C][=Ring1][=C]
N#CCCCN1C(=O)/C(=N/NC(=O)c2cnccn2)c2ccccc21,C(#N)CCCN1C(=O)/C(=N/NC(=O)c2cnccn2)c2ccccc21,[C][#Branch1][C][#N][C][C][C][N][C][=Branch1][C][=O][/C][=Branch1][#C][=N][/N][C][=Branch1][C][=O][C][=C][N][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring2]
N#CCCCN1C(=O)/C(=N/NC(=O)c2cnccn2)c2ccccc21,c1cc2c(cc1)N(CCCC#N)C(=O)/C2=N/NC(c1nccnc1)=O,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][=Branch1][C][C][C][C][#N][C][=Branch1][C][=O][/C][Ring1][=N][=N][/N][C][Branch1][=Branch2][C][=N][C][=C][N][=C][Ring1][=Branch1][=O]
Cn1cncc1C(=O)NC1CCN(c2ccc(=O)n(C)n2)CC1,C1CC(NC(=O)c2n(C)cnc2)CCN1c1ccc(=O)n(C)n1,[C][C][C][Branch1][S][N][C][=Branch1][C][=O][C][N][Branch1][C][C][C][=N][C][=Ring1][=Branch1][C][C][N][Ring1][#C][C][C][=C][C][=Branch1][C][=O][N][Branch1][C][C][N][=Ring1][Branch2]
Cn1cncc1C(=O)NC1CCN(c2ccc(=O)n(C)n2)CC1,c1(C(NC2CCN(c3nn(C)c(=O)cc3)CC2)=O)n(C)cnc1,[C][Branch2][Ring1][#C][C][Branch2][Ring1][#Branch2][N][C][C][C][N][Branch1][#C][C][=N][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Ring1][Branch2][C][C][Ring1][=C][=O][N][Branch1][C][C][C][=N][C][=Ring2][Ring1][#Branch1]
Cc1ccc(-n2nc(C(=O)Nc3ccccc3)c3ccccc32)cc1,c1ccccc1NC(c1c2c(n(-c3ccc(C)cc3)n1)cccc2)=O,[C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring1][=C][C][C][=C][Branch2][Ring1][C][N][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N][=Ring1][N][C][=C][C][=C][Ring1][#C][=O]
Cc1ccc(-n2nc(C(=O)Nc3ccccc3)c3ccccc32)cc1,C(=O)(c1c2ccccc2n(-c2ccc(C)cc2)n1)Nc1ccccc1,[C][=Branch1][C][=O][Branch2][Ring1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N][=Ring1][S][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
O=C(NC1CCCCC1)c1cccc(Nc2ccnc(-c3ccccc3)n2)c1,c1(C(NC2CCCCC2)=O)cccc(Nc2ccnc(-c3ccccc3)n2)c1,[C][Branch1][=C][C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][=O][=C][C][=C][C][Branch2][Ring1][Ring2][N][C][=C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][N][=C][Ring2][Ring1][N]
O=C(NC1CCCCC1)c1cccc(Nc2ccnc(-c3ccccc3)n2)c1,n1c(Nc2cc(C(=O)NC3CCCCC3)ccc2)ccnc1-c1ccccc1,[N][=C][Branch2][Ring1][=Branch2][N][C][=C][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][=C][C][=C][Ring1][#C][C][=C][N][=C][Ring2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
O=C(C[C@H]1NC(=O)N(CCc2ccccc2)C1=O)NCCCc1nnc2ccccn12,N1(CCc2ccccc2)C(=O)[C@@H](CC(NCCCc2nnc3ccccn23)=O)NC1=O,[N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Branch2][C][C][Branch2][Ring1][C][N][C][C][C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][=O][N][C][Ring2][Ring1][=C][=O]
O=C(C[C@H]1NC(=O)N(CCc2ccccc2)C1=O)NCCCc1nnc2ccccn12,N1C(=O)N(CCc2ccccc2)C(=O)[C@H]1CC(=O)NCCCc1nnc2ccccn12,[N][C][=Branch1][C][=O][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C@H1][Ring1][#C][C][C][=Branch1][C][=O][N][C][C][C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1]
CC(C)[C@H](NC(=O)N1CCN(c2ncccn2)CC1)C(=O)[O-],C([C@@H](NC(N1CCN(c2ncccn2)CC1)=O)C(C)C)([O-])=O,[C][Branch2][Ring2][C][C@@H1][Branch2][Ring1][=Branch2][N][C][Branch2][Ring1][Ring1][N][C][C][N][Branch1][=Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][N][=O][C][Branch1][C][C][C][Branch1][C][O-1][=O]
CC(C)[C@H](NC(=O)N1CCN(c2ncccn2)CC1)C(=O)[O-],C1CN(c2ncccn2)CCN1C(N[C@@H](C(C)C)C(=O)[O-])=O,[C][C][N][Branch1][=Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C][N][Ring1][N][C][Branch1][#C][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1][=O]
Cc1nn2c(CNC(=O)c3n[nH]c4c3CCCC4)c(-c3ccccc3)nc2s1,C(NC(c1c2c([nH]n1)CCCC2)=O)c1c(-c2ccccc2)nc2sc(C)nn12,[C][Branch2][Ring1][Branch1][N][C][Branch1][S][C][C][=C][Branch1][Branch1][NH1][N][=Ring1][Branch1][C][C][C][C][Ring1][Branch2][=O][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][S][C][Branch1][C][C][=N][N][Ring1][#C][Ring1][=Branch1]
Cc1nn2c(CNC(=O)c3n[nH]c4c3CCCC4)c(-c3ccccc3)nc2s1,c12nc(-c3ccccc3)c(CNC(c3c4c([nH]n3)CCCC4)=O)n1nc(C)s2,[C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch2][Ring1][=Branch1][C][N][C][Branch1][S][C][C][=C][Branch1][Branch1][NH1][N][=Ring1][Branch1][C][C][C][C][Ring1][Branch2][=O][N][Ring2][Ring1][Branch2][N][=C][Branch1][C][C][S][Ring2][Ring1][N]
NC(=S)CN1CCCC1=O,C1CCN(CC(=S)N)C1=O,[C][C][C][N][Branch1][#Branch1][C][C][=Branch1][C][=S][N][C][Ring1][=Branch2][=O]
NC(=S)CN1CCCC1=O,C(=S)(CN1C(=O)CCC1)N,[C][=Branch1][C][=S][Branch1][N][C][N][C][=Branch1][C][=O][C][C][C][Ring1][=Branch1][N]
O=C(Cn1ccc2c(cnc3ccnn32)c1=O)Nc1cccnc1,n1c2n(ncc2)c2ccn(CC(Nc3cnccc3)=O)c(=O)c2c1,[N][C][N][Branch1][=Branch1][N][=C][C][=Ring1][Branch1][C][C][=C][N][Branch1][#C][C][C][Branch1][#Branch2][N][C][=C][N][=C][C][=C][Ring1][=Branch1][=O][C][=Branch1][C][=O][C][=Ring1][P][C][=Ring2][Ring1][Branch2]
O=C(Cn1ccc2c(cnc3ccnn32)c1=O)Nc1cccnc1,n12nccc1ncc1c(=O)n(CC(Nc3cccnc3)=O)ccc21,[N][N][=C][C][=C][Ring1][Branch1][N][=C][C][C][=Branch1][C][=O][N][Branch1][#C][C][C][Branch1][#Branch2][N][C][=C][C][=C][N][=C][Ring1][=Branch1][=O][C][=C][C][Ring2][Ring1][Branch2][=Ring1][P]
Cc1nn(C)c(C)c1-c1cc(C(=O)[O-])n2nc(C(=O)[O-])cc2n1,C(=O)([O-])c1cc(-c2c(C)n(C)nc2C)nc2n1nc(C([O-])=O)c2,[C][=Branch1][C][=O][Branch1][C][O-1][C][=C][C][Branch1][#C][C][=C][Branch1][C][C][N][Branch1][C][C][N][=C][Ring1][#Branch1][C][=N][C][N][Ring1][=C][N][=C][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=Ring1][Branch2]
Cc1nn(C)c(C)c1-c1cc(C(=O)[O-])n2nc(C(=O)[O-])cc2n1,C(c1n2c(nc(-c3c(C)nn(C)c3C)c1)cc(C(=O)[O-])n2)([O-])=O,[C][Branch2][Ring2][=Branch2][C][N][C][Branch2][Ring1][=Branch1][N][=C][Branch1][#C][C][C][Branch1][C][C][=N][N][Branch1][C][C][C][=Ring1][#Branch1][C][C][=Ring1][=C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=N][Ring2][Ring1][Ring1][Branch1][C][O-1][=O]
NNC(=O)c1ccn(Cn2cc(Br)cn2)n1,n1c(C(=O)NN)ccn1Cn1ncc(Br)c1,[N][=C][Branch1][#Branch1][C][=Branch1][C][=O][N][N][C][=C][N][Ring1][=Branch2][C][N][N][=C][C][Branch1][C][Br][=C][Ring1][=Branch1]
NNC(=O)c1ccn(Cn2cc(Br)cn2)n1,n1(Cn2nc(C(=O)NN)cc2)cc(Br)cn1,[N][Branch1][P][C][N][N][=C][Branch1][#Branch1][C][=Branch1][C][=O][N][N][C][=C][Ring1][=Branch2][C][=C][Branch1][C][Br][C][=N][Ring1][S]
CC(=O)Cn1nc([N+](=O)[O-])cc1C(=O)Nc1cc(C)[nH]n1,n1n(CC(=O)C)c(C(Nc2n[nH]c(C)c2)=O)cc1[N+]([O-])=O,[N][N][Branch1][#Branch1][C][C][=Branch1][C][=O][C][C][Branch1][S][C][Branch1][N][N][C][=N][NH1][C][Branch1][C][C][=C][Ring1][=Branch1][=O][=C][C][=Ring2][Ring1][C][N+1][Branch1][C][O-1][=O]
