smiles,selfies
Cc1c(Cc2ccccc2)c(=O)oc2cc3occ(-c4ccc5c(c4)OCO5)c3cc12,[C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][O][C][=C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][=Ring1][=C][C][=C][Ring2][Ring1][=C][Ring2][Ring1][C]
Cc1cccc(N2CCN(S(=O)(=O)c3cc(-c4noc(C5CCCC5)n4)cs3)CC2)c1C,[C][C][=C][C][=C][C][Branch2][Ring2][=N][N][C][C][N][Branch2][Ring1][P][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][P][C][=N][O][C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][=N][Ring1][#Branch2][=C][S][Ring1][#C][C][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][=C][C]
Cc1c(C(=O)NCc2ccccc2Cl)oc2ccc(S(=O)(=O)N3C[C@H](C)C[C@@H](C)C3)cc12,[C][C][=C][Branch1][S][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][O][C][=C][C][=C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C@H1][Branch1][C][C][C][C@@H1][Branch1][C][C][C][Ring1][Branch2][C][=C][Ring2][Ring1][#C][Ring1][P]
Cc1ccc(-c2noc(C3CCN(C(=O)Nc4cccc(C)c4C)CC3)n2)cc1,[C][C][=C][C][=C][Branch2][Ring2][Branch2][C][=N][O][C][Branch2][Ring1][=N][C][C][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C][C][C][Ring1][P][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N]
CCCCN(CC)CCN1C(=O)c2cc3sccc3n2C[C@]1(C)C(=O)NC1CCCCCCC1,[C][C][C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][S][C][=C][C][=Ring1][Branch1][N][Ring1][Branch2][C][C@][Ring1][=N][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][C][Ring1][Branch2]
COc1cccc(/C=N/Nc2ccc3c(Cl)cc(Cl)c([O-])c3n2)c1[O-],[C][O][C][=C][C][=C][C][Branch2][Ring1][O][/C][=N][/N][C][=C][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Branch1][C][O-1][C][Ring1][=Branch2][=N][Ring1][=N][=C][Ring2][Ring1][=Branch1][O-1]
Cc1cccc(C[N@H+]2CC[N@H+](Cc3ccccc3F)[C@@H]2c2cccc(Cl)c2)c1,[C][C][=C][C][=C][C][Branch2][Ring1][S][C][N@H1+1][C][C][N@H1+1][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C@@H1][Ring1][=N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring2][Ring1][O]
CC[C@@H](C)[C@@H](NC(=O)COCc1ccccc1)c1nc(-c2ccc(C(F)(F)F)cc2)no1,[C][C][C@@H1][Branch1][C][C][C@@H1][Branch1][P][N][C][=Branch1][C][=O][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][=N][O][Ring1][#C]
Cc1cc(Nc2ccccc2)nc(Nc2ccc(NS(=O)(=O)c3cc(C)c(C)cc3C)cc2)n1,[C][C][=C][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Branch2][Ring2][Branch1][N][C][=C][C][=C][Branch2][Ring1][Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C][C][=C][Ring2][Ring1][Ring1][=N][Ring2][Ring1][P]
Oc1ccc(Cl)cc1[C@@H]1CC(c2ccc3c(c2)OCO3)=N[C@@H](c2ccc(Cl)cc2)N1,[O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C@@H1][C][C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][=N][C@@H1][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring2][Ring1][=Branch1]
CCN1C(=O)c2ccccc2Sc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc21,[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][P][Ring2][Ring1][O]
CCCCCCCOc1ccc(C(=O)Oc2ccc(C(C)=O)cc2)cc1,[C][C][C][C][C][C][C][O][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][=O][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][C]
CCCCOc1ccccc1/C=c1\sc2nc(-c3ccccc3Br)nn2c1=O,[C][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][/C][=C][\S][C][=N][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][=N][N][Ring1][N][C][Ring1][#C][=O]
CCC[C@H]1CC[C@H](c2ccc(-c3nc(-c4ccncc4)no3)cc2)CC1,[C][C][C][C@H1][C][C][C@H1][Branch2][Ring1][=N][C][=C][C][=C][Branch2][Ring1][C][C][=N][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][O][Ring1][O][C][=C][Ring1][P][C][C][Ring2][Ring1][#Branch1]
COc1ccc(-c2cc(-c3ccccc3)nc(NC(=O)CN3CCC(C)CC3)n2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][Branch2][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][N][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][=N][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N]
CCOc1cc([C@H]2Nc3ccccc3NC3=C[C@H](c4ccc(C)cc4)CC(O)=C32)cc([N+](=O)[O-])c1O,[C][C][O][C][=C][C][Branch2][Ring2][#Branch1][C@H1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C@H1][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][C][Branch1][C][O][=C][Ring1][=C][Ring2][Ring1][#Branch1][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][S][O]
CC[C@@H](C)c1ccc(O)c(/N=C/c2cc(I)cc(C)c2O)c1,[C][C][C@@H1][Branch1][C][C][C][=C][C][=C][Branch1][C][O][C][Branch2][Ring1][C][/N][=C][/C][=C][C][Branch1][C][I][=C][C][Branch1][C][C][=C][Ring1][Branch2][O][=C][Ring2][Ring1][C]
Cc1ccc(N2C[C@@H](c3nc(-c4ccc5c(c4)[nH+]cn5C4CCCC4)no3)CC2=O)cc1C,[C][C][=C][C][=C][Branch2][Ring2][=C][N][C][C@@H1][Branch2][Ring2][C][C][=N][C][Branch2][Ring1][#Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][NH1+1][=C][N][Ring1][=Branch1][C][C][C][C][C][Ring1][Branch1][=N][O][Ring2][Ring1][Ring1][C][C][Ring2][Ring1][Branch2][=O][C][=C][Ring2][Ring1][#C][C]
Cc1cccc([C@@H]2Oc3ccccc3[C@H]3CC(c4ccccc4O)=NN32)c1,[C][C][=C][C][=C][C][Branch2][Ring1][S][C@@H1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][C][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][=N][N][Ring1][N][Ring2][Ring1][Ring2][=C][Ring2][Ring1][#Branch2]
Cc1ccc(Cl)cc1NC(=O)c1oc2ccc(S(=O)(=O)N3C[C@H](C)C[C@@H](C)C3)cc2c1C,[C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C@H1][Branch1][C][C][C][C@@H1][Branch1][C][C][C][Ring1][Branch2][C][=C][Ring1][P][C][=Ring2][Ring1][Ring2][C]
Cc1ccc(C)c(NC(=O)Nc2ccc(-c3cc4ccccc4[nH]3)cc2)c1,[C][C][=C][C][=C][Branch1][C][C][C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][Ring1][#C][=C][Ring2][Ring1][#Branch2]
O=C(Nc1cc(Cl)cc(Cl)c1)Nc1cc(F)c(F)cc1Cl,[O][=C][Branch1][S][N][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][N][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][Cl]
N#CC1(C#N)[C@@H]2c3ccccc3C=CN2[C@@H](C(=O)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@@H]1c1ccc(F)cc1,[N][#C][C][Branch1][Ring1][C][#N][C@@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N][Ring1][#Branch2][C@@H1][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C@][C][C@H1][C][C@H1][Branch1][O][C][C@H1][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][C@@H1][Ring2][Ring1][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
CC(C)Oc1ccc(-c2noc([C@H]3CCCN(S(=O)(=O)c4ccc(C(C)C)cc4)C3)n2)cc1,[C][C][Branch1][C][C][O][C][=C][C][=C][Branch2][Ring2][=C][C][=N][O][C][Branch2][Ring2][Ring1][C@H1][C][C][C][N][Branch2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][Ring2][Ring1][C][=N][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N]
O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc2c(c1)CN(Cc1ccccc1)C2,[O][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N]
CCNc1nc(C)cc(Nc2ccc(NC(=O)Nc3ccc(C)c(Cl)c3)cc2)[nH+]1,[C][C][N][C][=N][C][Branch1][C][C][=C][C][Branch2][Ring2][C][N][C][=C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=C][Ring2][Ring1][C][=NH1+1][Ring2][Ring1][#Branch2]
CCCCCCOC(=O)[C@H](C#N)c1nc2ccccc2nc1N1C[C@H](C)C[C@H](C)C1,[C][C][C][C][C][C][O][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][#N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][N][C][C@H1][Branch1][C][C][C][C@H1][Branch1][C][C][C][Ring1][Branch2]
COc1cccc(-c2cc(C(F)(F)F)nc(N/N=C/c3ccc(F)s3)n2)c1,[C][O][C][=C][C][=C][C][Branch2][Ring2][Ring1][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][Branch1][=C][N][/N][=C][/C][=C][C][=C][Branch1][C][F][S][Ring1][=Branch1][=N][Ring2][Ring1][Ring1][=C][Ring2][Ring1][=Branch2]
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc2noc(-c3ccccc3)c2c1,[O][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][C][=C][C][=N][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][O][C][=Ring1][#C]
Cc1cccc(NS(=O)(=O)c2ccc3oc(-c4nc(-c5ccccc5)no4)c(C)c3c2)c1,[C][C][=C][C][=C][C][Branch2][Ring2][=C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][O][C][Branch2][Ring1][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][O][=C][Branch1][C][C][C][Ring1][P][=C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][#C]
Cc1ccc(NS(=O)(=O)c2ccc3oc(-c4nc(-c5cccc(Cl)c5)no4)c(C)c3c2)cc1,[C][C][=C][C][=C][Branch2][Branch1][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][O][C][Branch2][Ring1][Branch1][C][=N][C][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=N][O][Ring1][N][=C][Branch1][C][C][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][S]
Cc1ccc(-c2noc(-c3oc4ccc(S(=O)(=O)N5CCC(C)CC5)cc4c3C)n2)cc1,[C][C][=C][C][=C][Branch2][Ring2][S][C][=N][O][C][Branch2][Ring2][Branch1][C][O][C][=C][C][=C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][S][C][=Ring2][Ring1][Ring1][C][=N][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][#C]
O=C(Nc1cccc(Br)c1)c1cccc(Nc2cc(-c3cccc(F)c3)ncn2)c1,[O][=C][Branch1][=N][N][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][C][=C][C][=C][C][Branch2][Ring1][#Branch1][N][C][=C][C][Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][=N][C][=N][Ring1][=N][=C][Ring2][Ring1][Ring2]
Cc1ccc(-c2noc(-c3cc(-c4ccc5ccccc5c4)n[nH]3)n2)cc1,[C][C][=C][C][=C][Branch2][Ring2][Ring1][C][=N][O][C][Branch2][Ring1][Branch2][C][=C][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][=N][NH1][Ring1][#C][=N][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][#Branch2]
COc1ccc(-c2cc(-c3cccs3)c(C#N)c(SCC(=O)NC3CCCC3)n2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][#Branch1][C][=C][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=C][Branch1][Ring1][C][#N][C][Branch1][#C][S][C][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][Branch1][=N][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N]
Cc1ccc(NC(=O)COc2ccc(-c3nc(-c4ccccc4)no3)cc2)cc1C,[C][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch2][Ring1][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][O][C][=C][Ring1][P][C][=C][Ring2][Ring1][N][C]
COc1ccccc1[C@H](C)N(c1cccc(Cl)c1)S(=O)(=O)c1ccc(F)cc1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][C][N][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
CC1=NN(c2nc(-c3ccccc3)cs2)C(=O)/C1=N/Nc1ccccc1C(F)(F)F,[C][C][=N][N][Branch2][Ring1][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][S][Ring1][O][C][=Branch1][C][=O][/C][Ring1][P][=N][/N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F]
O=C(CN1CC[NH+](C(c2ccccc2)c2ccccc2)CC1)Nc1nc(-c2ccccc2)cs1,[O][=C][Branch2][Ring1][P][C][N][C][C][NH1+1][Branch2][Ring1][Ring2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1][N][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][S][Ring1][O]
CCCc1cc2c(=O)c(-c3nc4ccccc4s3)c(C(F)(F)F)oc2cc1O,[C][C][C][C][=C][C][C][=Branch1][C][=O][C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O][C][=Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][O]
Cc1ccc(C(=O)O[C@H]2C[C@H](C)CC[C@@H]2C(C)C)cc1[N+](=O)[O-],[C][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O][C@H1][C][C@H1][Branch1][C][C][C][C][C@@H1][Ring1][#Branch1][C][Branch1][C][C][C][C][=C][Ring2][Ring1][Ring1][N+1][=Branch1][C][=O][O-1]
CCCCCCSc1nnc2c(n1)O[C@@H](c1cc3c(cc1[N+](=O)[O-])OCO3)Nc1ccccc1-2,[C][C][C][C][C][C][S][C][=N][N][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][O][C@@H1][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][O][C][O][Ring1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Branch2]
CCCCCCc1cc2cc(-c3nnc(Nc4ccc(F)cc4)s3)c(=O)oc2cc1O,[C][C][C][C][C][C][C][=C][C][C][=C][Branch2][Ring1][=Branch1][C][=N][N][=C][Branch1][=N][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][S][Ring1][=N][C][=Branch1][C][=O][O][C][=Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][O]
CCOC(=O)c1ccc(N2C(=O)c3[nH]nc(-c4ccccc4)c3[C@H]2c2ccccc2Cl)cc1,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C][NH1][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][O][C@H1][Ring1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][Ring2][Ring1][N]
COCc1cc(C)nc2sc3c(-c4ccccc4)nc(-c4ccc([N+](=O)[O-])cc4)nc3c12,[C][O][C][C][=C][C][Branch1][C][C][=N][C][S][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][N][=C][Ring2][Ring1][Branch1][C][Ring2][Ring1][=N][=Ring2][Ring1][Branch2]
CCOc1ccc(-c2noc(Cc3nc(-c4ccccc4)cs3)n2)cc1,[C][C][O][C][=C][C][=C][Branch2][Ring1][=N][C][=N][O][C][Branch2][Ring1][Ring1][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][S][Ring1][O][=N][Ring1][P][C][=C][Ring2][Ring1][#Branch1]
Cc1ccc2oc(-c3cc(/N=C/c4c(C)c(Cl)c(C)c([N+](=O)[O-])c4O)ccc3O)nc2c1,[C][C][=C][C][=C][O][C][Branch2][Ring2][=Branch2][C][=C][C][Branch2][Ring1][N][/N][=C][/C][=C][Branch1][C][C][C][Branch1][C][Cl][=C][Branch1][C][C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][N][O][=C][C][=C][Ring2][Ring1][Branch1][O][=N][C][Ring2][Ring1][O][=C][Ring2][Ring1][#C]
Cc1ccc(S(=O)(=O)NCCn2c(-c3ccccc3)[nH+]c3ccccc32)cc1C,[C][C][=C][C][=C][Branch2][Ring2][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=NH1+1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][C][=C][Ring2][Ring1][O][C]
Cc1cc2oc(C(=O)Nc3nc(-c4cccs4)ns3)c(C)c2cc1Cl,[C][C][=C][C][O][C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=N][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=N][S][Ring1][#Branch2][=C][Branch1][C][C][C][=Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][#Branch1][Cl]
COc1ccc([C@@H]2[N@H+](Cc3ccccc3C)CC[N@H+]2Cc2ccccc2F)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][=C][C@@H1][N@H1+1][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][N@H1+1][Ring1][=N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=C][Ring2][Ring1][O]
COc1ccc(S(=O)(=O)N(c2ccc(C)c(F)c2)[C@@H](C)c2cc(OC)ccc2OC)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][O][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][F][=C][Ring1][Branch2][C@@H1][Branch1][C][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][O][C][C][=C][Ring2][Ring1][=C]
CCc1ccc(Nc2nc3ccccc3nc2[N-]S(=O)(=O)c2cc(Cl)ccc2Cl)cc1,[C][C][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][=N]
Cc1c(C(C)C)c(N2CC[NH+](Cc3ccccc3)CC2)n2c(nc3ccccc32)c1C#N,[C][C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Branch2][Ring1][Ring2][N][C][C][NH1+1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=N][N][C][=Branch1][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=Ring2][Ring1][=N][C][#N]
CCOC(=O)c1sc(/[NH+]=C/[C@@H](C#N)c2nc(-c3ccc(C)cc3C)cs2)c(C(=O)OCC)c1C,[C][C][O][C][=Branch1][C][=O][C][S][C][Branch2][Ring1][=N][/NH1+1][=C][/C@@H1][Branch1][Ring1][C][#N][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][S][Ring1][=N][=C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][C][=Ring2][Ring1][N][C]
O=C(Nc1cccc(Br)c1)Nc1ccc2sc(NC(=O)c3ccccc3)nc2c1,[O][=C][Branch1][=N][N][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][N][C][=C][C][=C][S][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring1][=C][=C][Ring2][Ring1][C]
CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(N3CCC([NH+]4CCCCC4)CC3)c(C(=O)[O-])c2)cc1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][=C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][Ring1][N][C][C][C][Branch1][=Branch2][NH1+1][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][#C]
Cc1ccc(-c2noc(Cc3nc(-c4ccc(Cl)cc4)cs3)n2)cc1,[C][C][=C][C][=C][Branch2][Ring1][P][C][=N][O][C][Branch2][Ring1][=Branch1][C][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][S][Ring1][N][=N][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2]
CC1CCN(c2ccc(-c3noc(C4CCCCC4)n3)cc2)CC1,[C][C][C][C][N][Branch2][Ring1][=N][C][=C][C][=C][Branch2][Ring1][C][C][=N][O][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][=N][Ring1][O][C][=C][Ring1][P][C][C][Ring2][Ring1][#Branch1]
Cc1ccccc1C[NH2+]Cc1c(C(=O)[O-])n(Cc2ccc(F)cc2Cl)c2ccccc12,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][NH2+1][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Branch1][=C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Cl][C][=C][C][=C][C][=C][Ring2][Ring1][Branch1][Ring1][=Branch1]
CC[C@H]1Oc2ccc(NC(=O)Nc3ccccc3)cc2CN(Cc2cccc(C(F)(F)F)c2)C1=O,[C][C][C@H1][O][C][=C][C][=C][Branch1][#C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][S][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][Ring2][Ring1][S][=O]
CCOc1cccc(-n2cc(-c3ccccc3)nc2NC(=O)CN(C(=O)CC(C)C)C(C)C)c1,[C][C][O][C][=C][C][=C][C][Branch2][Ring2][#Branch2][N][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][O][N][C][=Branch1][C][=O][C][N][Branch1][O][C][=Branch1][C][=O][C][C][Branch1][C][C][C][C][Branch1][C][C][C][=C][Ring2][Ring1][#C]
CCCCOC(=O)c1ccc(NC(=O)c2cc(I)ccc2Cl)cc1,[C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][I][=C][C][=C][Ring1][#Branch1][Cl][C][=C][Ring1][P]
