original,augmented
O=C(NCc1ccncc1)[C@@H]1CC(=O)N(C2CN(C(=O)C3(c4ccccc4)CC3)C2)C1,O=C([C@@H]1CC(=O)N(C2CN(C(C3(c4ccccc4)CC3)=O)C2)C1)NCc1ccncc1
O=C(NCc1ccncc1)[C@@H]1CC(=O)N(C2CN(C(=O)C3(c4ccccc4)CC3)C2)C1,C1C(C(=O)N2CC(N3C[C@H](C(=O)NCc4ccncc4)CC3=O)C2)(c2ccccc2)C1
C[C@@H]1C[S@+](=O)([OH2+])N(c2ccc(C(=O)NCc3ccncc3)cc2)C1=O,c1cc(N2C(=O)[C@H](C)C[S@@+]2([OH2+])=O)ccc1C(NCc1ccncc1)=O
C[C@@H]1C[S@+](=O)([OH2+])N(c2ccc(C(=O)NCc3ccncc3)cc2)C1=O,O=C1N(c2ccc(C(NCc3ccncc3)=O)cc2)[S@+]([OH2+])(=O)C[C@H]1C
C[C@@H]1C[S@+](=O)([OH2+])N(c2ccc(C(=O)NCc3ccncc3)cc2)C1=O,c1(C(NCc2ccncc2)=O)ccc(N2[S@@+](=O)([OH2+])C[C@@H](C)C2=O)cc1
C[C@@H]1C[S@+](=O)([OH2+])N(c2ccc(C(=O)NCc3ccncc3)cc2)C1=O,[S@@+]1(=O)([OH2+])C[C@@H](C)C(=O)N1c1ccc(C(=O)NCc2ccncc2)cc1
C[C@@H]1C[S@+](=O)([OH2+])N(c2ccc(C(=O)NCc3ccncc3)cc2)C1=O,c1nccc(CNC(=O)c2ccc(N3C(=O)[C@H](C)C[S@+]3(=O)[OH2+])cc2)c1
C[C@@H]1CCc2sc(NC(=O)c3ccc(Oc4ccccc4)cc3)nc2C1,[C@H]1(C)Cc2c(sc(NC(c3ccc(Oc4ccccc4)cc3)=O)n2)CC1
C[C@@H]1CCc2sc(NC(=O)c3ccc(Oc4ccccc4)cc3)nc2C1,c1(NC(c2ccc(Oc3ccccc3)cc2)=O)nc2c(s1)CC[C@@H](C)C2
C[C@@H]1CCc2sc(NC(=O)c3ccc(Oc4ccccc4)cc3)nc2C1,c1c(Oc2ccccc2)ccc(C(Nc2sc3c(n2)C[C@H](C)CC3)=O)c1
C[C@@H]1CCc2sc(NC(=O)c3ccc(Oc4ccccc4)cc3)nc2C1,n1c2c(sc1NC(c1ccc(Oc3ccccc3)cc1)=O)CC[C@@H](C)C2
C[C@@H]1CCc2sc(NC(=O)c3ccc(Oc4ccccc4)cc3)nc2C1,c1(Oc2ccc(C(Nc3nc4c(s3)CC[C@@H](C)C4)=O)cc2)ccccc1
Cc1cc(C)n(CCC(=O)N2C[C@H](CCC(=O)N3CCOCC3)C3(CCC3)C2)n1,C(CC(=O)N1CC2(CCC2)[C@@H](CCC(=O)N2CCOCC2)C1)n1c(C)cc(C)n1
Cc1cc(C)n(CCC(=O)N2C[C@H](CCC(=O)N3CCOCC3)C3(CCC3)C2)n1,N1(C(CCn2c(C)cc(C)n2)=O)CC2([C@@H](CCC(N3CCOCC3)=O)C1)CCC2
Cc1cc(C)n(CCC(=O)N2C[C@H](CCC(=O)N3CCOCC3)C3(CCC3)C2)n1,c1(C)n(CCC(=O)N2C[C@H](CCC(N3CCOCC3)=O)C3(CCC3)C2)nc(C)c1
Cc1cc(C)n(CCC(=O)N2C[C@H](CCC(=O)N3CCOCC3)C3(CCC3)C2)n1,C1C2([C@@H](CCC(N3CCOCC3)=O)CN1C(CCn1c(C)cc(C)n1)=O)CCC2
Cc1cc(C)n(CCC(=O)N2C[C@H](CCC(=O)N3CCOCC3)C3(CCC3)C2)n1,C1N(C(=O)CCn2c(C)cc(C)n2)C[C@H](CCC(N2CCOCC2)=O)C12CCC2
Cc1cc(C(=O)NC[C@@H]2Cn3cccc3C(=O)N2C)nn1C,Cc1n(C)nc(C(=O)NC[C@@H]2Cn3c(ccc3)C(=O)N2C)c1
Cc1cc(C(=O)NC[C@@H]2Cn3cccc3C(=O)N2C)nn1C,C(NC(=O)c1nn(C)c(C)c1)[C@H]1N(C)C(=O)c2n(ccc2)C1
Cc1cc(C(=O)NC[C@@H]2Cn3cccc3C(=O)N2C)nn1C,N(C(=O)c1cc(C)n(C)n1)C[C@@H]1Cn2c(ccc2)C(=O)N1C
Cc1cc(C(=O)NC[C@@H]2Cn3cccc3C(=O)N2C)nn1C,C(NC(c1cc(C)n(C)n1)=O)[C@H]1N(C)C(=O)c2n(ccc2)C1
Cc1cc(C(=O)NC[C@@H]2Cn3cccc3C(=O)N2C)nn1C,N(C[C@H]1N(C)C(=O)c2n(ccc2)C1)C(=O)c1cc(C)n(C)n1
Cc1nc([C@@H]2CN(C(=O)c3cccs3)C[C@H]2C(N)=O)n[nH]1,[C@H]1(C(=O)N)[C@H](c2nc(C)[nH]n2)CN(C(=O)c2sccc2)C1
Cc1nc([C@@H]2CN(C(=O)c3cccs3)C[C@H]2C(N)=O)n[nH]1,O=C([C@H]1[C@H](c2nc(C)[nH]n2)CN(C(c2sccc2)=O)C1)N
Cc1nc([C@@H]2CN(C(=O)c3cccs3)C[C@H]2C(N)=O)n[nH]1,C1[C@@H](c2n[nH]c(C)n2)[C@H](C(=O)N)CN1C(c1sccc1)=O
Cc1nc([C@@H]2CN(C(=O)c3cccs3)C[C@H]2C(N)=O)n[nH]1,c1(C)nc([C@@H]2CN(C(=O)c3cccs3)C[C@H]2C(=O)N)n[nH]1
Cc1nc([C@@H]2CN(C(=O)c3cccs3)C[C@H]2C(N)=O)n[nH]1,Cc1[nH]nc([C@H]2[C@H](C(=O)N)CN(C(=O)c3sccc3)C2)n1
O=C(NCCCO)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,C(CCNC([C@@H]1CN(c2n[nH]c3ccccc32)C(=O)C1)=O)O
O=C(NCCCO)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,c12ccccc1[nH]nc2N1C[C@@H](C(NCCCO)=O)CC1=O
O=C(NCCCO)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,c12[nH]nc(N3C(=O)C[C@H](C(=O)NCCCO)C3)c1cccc2
O=C(NCCCO)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,C(CCO)NC(=O)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1
O=C(NCCCO)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,c12c(c(N3C(=O)C[C@H](C(=O)NCCCO)C3)n[nH]1)cccc2
O=C(c1ccco1)N1CCC(C(=O)N2CCc3ccccc3C2)CC1,c1ccc(C(=O)N2CCC(C(=O)N3CCc4ccccc4C3)CC2)o1
O=C(c1ccco1)N1CCC(C(=O)N2CCc3ccccc3C2)CC1,O=C(c1ccco1)N1CCC(C(=O)N2Cc3c(cccc3)CC2)CC1
O=C(c1ccco1)N1CCC(C(=O)N2CCc3ccccc3C2)CC1,C1Cc2ccccc2CN1C(C1CCN(C(c2ccco2)=O)CC1)=O
O=C(c1ccco1)N1CCC(C(=O)N2CCc3ccccc3C2)CC1,C(N1CCC(C(=O)N2CCc3ccccc3C2)CC1)(=O)c1ccco1
O=C(c1ccco1)N1CCC(C(=O)N2CCc3ccccc3C2)CC1,O=C(C1CCN(C(=O)c2ccco2)CC1)N1Cc2c(cccc2)CC1
O=C(NCCO)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,C(NC([C@@H]1CN(c2n[nH]c3c2cccc3)C(=O)C1)=O)CO
O=C(NCCO)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,O=C1C[C@H](C(NCCO)=O)CN1c1n[nH]c2ccccc12
O=C(NCCO)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,N(C(=O)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1)CCO
O=C(NCCO)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,c1c2c(ccc1)c(N1C[C@@H](C(=O)NCCO)CC1=O)n[nH]2
O=C(NCCO)[C@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,O=C1N(c2c3ccccc3[nH]n2)C[C@@H](C(=O)NCCO)C1
Cn1cnc(C(=O)N2CCc3c(c(COc4cnccn4)nn3C)C2)c1,Cn1c2c(c(COc3nccnc3)n1)CN(C(=O)c1cn(C)cn1)CC2
Cn1cnc(C(=O)N2CCc3c(c(COc4cnccn4)nn3C)C2)c1,c1n(C)cc(C(=O)N2CCc3n(C)nc(COc4nccnc4)c3C2)n1
Cn1cnc(C(=O)N2CCc3c(c(COc4cnccn4)nn3C)C2)c1,c12n(C)nc(COc3nccnc3)c1CN(C(=O)c1ncn(C)c1)CC2
Cn1cnc(C(=O)N2CCc3c(c(COc4cnccn4)nn3C)C2)c1,c1c(OCc2nn(C)c3c2CN(C(=O)c2cn(C)cn2)CC3)nccn1
Cn1cnc(C(=O)N2CCc3c(c(COc4cnccn4)nn3C)C2)c1,n1(C)cc(C(=O)N2CCc3c(c(COc4nccnc4)nn3C)C2)nc1
Cn1cc(NC(=O)c2c(Br)cnn2C)c(C(N)=O)n1,Cn1ncc(Br)c1C(=O)Nc1cn(C)nc1C(=O)N
Cn1cc(NC(=O)c2c(Br)cnn2C)c(C(N)=O)n1,n1(C)ncc(Br)c1C(=O)Nc1c(C(=O)N)nn(C)c1
Cn1cc(NC(=O)c2c(Br)cnn2C)c(C(N)=O)n1,c1(C(=O)Nc2cn(C)nc2C(=O)N)c(Br)cnn1C
Cn1cc(NC(=O)c2c(Br)cnn2C)c(C(N)=O)n1,c1(Br)c(C(Nc2c(C(=O)N)nn(C)c2)=O)n(C)nc1
Cn1cc(NC(=O)c2c(Br)cnn2C)c(C(N)=O)n1,c1(NC(=O)c2n(C)ncc2Br)c(C(=O)N)nn(C)c1
CCNC(=O)c1nn(-c2ccccc2)c2c(=O)n(C)cnc12,c1(-n2nc(C(NCC)=O)c3c2c(=O)n(C)cn3)ccccc1
CCNC(=O)c1nn(-c2ccccc2)c2c(=O)n(C)cnc12,C(NC(=O)c1c2c(c(=O)n(C)cn2)n(-c2ccccc2)n1)C
CCNC(=O)c1nn(-c2ccccc2)c2c(=O)n(C)cnc12,c1c(-n2nc(C(=O)NCC)c3ncn(C)c(=O)c23)cccc1
CCNC(=O)c1nn(-c2ccccc2)c2c(=O)n(C)cnc12,c1(=O)c2c(c(C(NCC)=O)nn2-c2ccccc2)ncn1C
CCNC(=O)c1nn(-c2ccccc2)c2c(=O)n(C)cnc12,Cn1cnc2c(C(=O)NCC)nn(-c3ccccc3)c2c1=O
COCCn1nc2n(c1=O)CCC1(CC[NH2+]CC1)CC2,O=c1n2c(nn1CCOC)CCC1(CC[NH2+]CC1)CC2
COCCn1nc2n(c1=O)CCC1(CC[NH2+]CC1)CC2,C1C[NH2+]CCC12CCn1c(=O)n(CCOC)nc1CC2
COCCn1nc2n(c1=O)CCC1(CC[NH2+]CC1)CC2,C(OC)Cn1nc2n(c1=O)CCC1(CC[NH2+]CC1)CC2
COCCn1nc2n(c1=O)CCC1(CC[NH2+]CC1)CC2,C1[NH2+]CCC2(CCc3n(c(=O)n(CCOC)n3)CC2)C1
COCCn1nc2n(c1=O)CCC1(CC[NH2+]CC1)CC2,C1CC2(CC[NH2+]CC2)CCn2c1nn(CCOC)c2=O
O=C1CCC(=O)N1c1ccc(-c2ccc(N3C(=O)CCC3=O)cc2)cc1,c1(N2C(=O)CCC2=O)ccc(-c2ccc(N3C(=O)CCC3=O)cc2)cc1
O=C1CCC(=O)N1c1ccc(-c2ccc(N3C(=O)CCC3=O)cc2)cc1,C1C(=O)N(c2ccc(-c3ccc(N4C(=O)CCC4=O)cc3)cc2)C(=O)C1
O=C1CCC(=O)N1c1ccc(-c2ccc(N3C(=O)CCC3=O)cc2)cc1,c1c(N2C(=O)CCC2=O)ccc(-c2ccc(N3C(=O)CCC3=O)cc2)c1
O=C1CCC(=O)N1c1ccc(-c2ccc(N3C(=O)CCC3=O)cc2)cc1,C1(=O)CCC(=O)N1c1ccc(-c2ccc(N3C(=O)CCC3=O)cc2)cc1
NC(=O)c1cc[nH]c1[C@@H]1CCCN(C(=O)c2cnccn2)C1,c1c(C(N)=O)c([C@H]2CN(C(=O)c3nccnc3)CCC2)[nH]c1
NC(=O)c1cc[nH]c1[C@@H]1CCCN(C(=O)c2cnccn2)C1,n1c(C(=O)N2C[C@H](c3[nH]ccc3C(=O)N)CCC2)cncc1
NC(=O)c1cc[nH]c1[C@@H]1CCCN(C(=O)c2cnccn2)C1,C1N(C(=O)c2cnccn2)C[C@H](c2[nH]ccc2C(N)=O)CC1
NC(=O)c1cc[nH]c1[C@@H]1CCCN(C(=O)c2cnccn2)C1,[C@H]1(c2c(C(N)=O)cc[nH]2)CN(C(=O)c2cnccn2)CCC1
NC(=O)c1cc[nH]c1[C@@H]1CCCN(C(=O)c2cnccn2)C1,[nH]1ccc(C(=O)N)c1[C@H]1CN(C(c2nccnc2)=O)CCC1
Cc1sc2ncc(C(=O)NCCCc3nnc4ccccn34)c(=O)n2c1C,C(=O)(NCCCc1nnc2ccccn12)c1cnc2n(c1=O)c(C)c(C)s2
Cc1sc2ncc(C(=O)NCCCc3nnc4ccccn34)c(=O)n2c1C,n1c2n(c(=O)c(C(NCCCc3n4ccccc4nn3)=O)c1)c(C)c(C)s2
Cc1sc2ncc(C(=O)NCCCc3nnc4ccccn34)c(=O)n2c1C,n12c(cccc1)nnc2CCCNC(c1cnc2sc(C)c(C)n2c1=O)=O
Cc1sc2ncc(C(=O)NCCCc3nnc4ccccn34)c(=O)n2c1C,C(c1c(=O)n2c(nc1)sc(C)c2C)(=O)NCCCc1nnc2n1cccc2
Cc1sc2ncc(C(=O)NCCCc3nnc4ccccn34)c(=O)n2c1C,c1(=O)n2c(C)c(C)sc2ncc1C(=O)NCCCc1nnc2ccccn12
CCn1ccc(C(=O)N2C[C@@H](COC)[C@H](c3nc(C)n[nH]3)C2)n1,c1(C(=O)N2C[C@@H](c3[nH]nc(C)n3)[C@H](COC)C2)ccn(CC)n1
CCn1ccc(C(=O)N2C[C@@H](COC)[C@H](c3nc(C)n[nH]3)C2)n1,n1[nH]c([C@H]2[C@H](COC)CN(C(c3nn(CC)cc3)=O)C2)nc1C
CCn1ccc(C(=O)N2C[C@@H](COC)[C@H](c3nc(C)n[nH]3)C2)n1,n1[nH]c([C@H]2[C@H](COC)CN(C(=O)c3ccn(CC)n3)C2)nc1C
CCn1ccc(C(=O)N2C[C@@H](COC)[C@H](c3nc(C)n[nH]3)C2)n1,n1c(C)n[nH]c1[C@@H]1CN(C(c2nn(CC)cc2)=O)C[C@H]1COC
CCn1ccc(C(=O)N2C[C@@H](COC)[C@H](c3nc(C)n[nH]3)C2)n1,[C@H]1(COC)[C@H](c2nc(C)n[nH]2)CN(C(=O)c2ccn(CC)n2)C1
Cn1ncc(NC(=O)c2c([N+](=O)[O-])cnn2C)c1C(N)=O,Cn1c(C(N)=O)c(NC(c2c([N+](=O)[O-])cnn2C)=O)cn1
Cn1ncc(NC(=O)c2c([N+](=O)[O-])cnn2C)c1C(N)=O,O=C(c1c(NC(c2n(C)ncc2[N+](=O)[O-])=O)cnn1C)N
Cn1ncc(NC(=O)c2c([N+](=O)[O-])cnn2C)c1C(N)=O,[O-][N+](c1c(C(=O)Nc2cnn(C)c2C(N)=O)n(C)nc1)=O
Cn1ncc(NC(=O)c2c([N+](=O)[O-])cnn2C)c1C(N)=O,C(N)(c1c(NC(c2n(C)ncc2[N+]([O-])=O)=O)cnn1C)=O
Cn1ncc(NC(=O)c2c([N+](=O)[O-])cnn2C)c1C(N)=O,C(N)(c1c(NC(c2n(C)ncc2[N+](=O)[O-])=O)cnn1C)=O
CCn1cc(NC(=O)CCn2cc(Cl)c(C)n2)c(C(N)=O)n1,C(N)(=O)c1nn(CC)cc1NC(CCn1nc(C)c(Cl)c1)=O
CCn1cc(NC(=O)CCn2cc(Cl)c(C)n2)c(C(N)=O)n1,n1n(CCC(=O)Nc2c(C(=O)N)nn(CC)c2)cc(Cl)c1C
CCn1cc(NC(=O)CCn2cc(Cl)c(C)n2)c(C(N)=O)n1,n1(CCC(=O)Nc2cn(CC)nc2C(N)=O)nc(C)c(Cl)c1
CCn1cc(NC(=O)CCn2cc(Cl)c(C)n2)c(C(N)=O)n1,C(c1nn(CC)cc1NC(CCn1nc(C)c(Cl)c1)=O)(N)=O
CCn1cc(NC(=O)CCn2cc(Cl)c(C)n2)c(C(N)=O)n1,N(C(CCn1cc(Cl)c(C)n1)=O)c1c(C(N)=O)nn(CC)c1
Cn1ncc(NC(=O)c2ccc3c(c2)OCO3)c1C(N)=O,c12c(cc(C(=O)Nc3c(C(=O)N)n(C)nc3)cc1)OCO2
Cn1ncc(NC(=O)c2ccc3c(c2)OCO3)c1C(N)=O,O=C(c1cc2c(cc1)OCO2)Nc1c(C(=O)N)n(C)nc1
Cn1ncc(NC(=O)c2ccc3c(c2)OCO3)c1C(N)=O,N(C(=O)c1cc2c(cc1)OCO2)c1cnn(C)c1C(N)=O
Cn1ncc(NC(=O)c2ccc3c(c2)OCO3)c1C(N)=O,NC(=O)c1n(C)ncc1NC(c1ccc2c(c1)OCO2)=O
Cn1ncc(NC(=O)c2ccc3c(c2)OCO3)c1C(N)=O,O=C(c1ccc2c(c1)OCO2)Nc1cnn(C)c1C(=O)N
Cc1nc2ncnn2c2ccn(-c3nc[nH]n3)c(=O)c12,c1cn(-c2nc[nH]n2)c(=O)c2c(C)nc3n(ncn3)c12
Cc1nc2ncnn2c2ccn(-c3nc[nH]n3)c(=O)c12,c12ccn(-c3n[nH]cn3)c(=O)c1c(C)nc1ncnn21
Cc1nc2ncnn2c2ccn(-c3nc[nH]n3)c(=O)c12,n1c(-n2ccc3n4c(nc(C)c3c2=O)ncn4)nc[nH]1
Cc1nc2ncnn2c2ccn(-c3nc[nH]n3)c(=O)c12,c12c(=O)n(-c3nc[nH]n3)ccc1n1c(nc2C)ncn1
Cc1nc2ncnn2c2ccn(-c3nc[nH]n3)c(=O)c12,c1cn(-c2nc[nH]n2)c(=O)c2c(C)nc3ncnn3c12
CCN1C(=O)[C@@H](CC(=O)NC)N(NC(=O)c2ccccc2)C1=S,c1c(C(=O)NN2[C@H](CC(=O)NC)C(=O)N(CC)C2=S)cccc1
CCN1C(=O)[C@@H](CC(=O)NC)N(NC(=O)c2ccccc2)C1=S,c1cccc(C(=O)NN2C(=S)N(CC)C(=O)[C@H]2CC(NC)=O)c1
CCN1C(=O)[C@@H](CC(=O)NC)N(NC(=O)c2ccccc2)C1=S,c1ccc(C(NN2C(=S)N(CC)C(=O)[C@H]2CC(NC)=O)=O)cc1
CCN1C(=O)[C@@H](CC(=O)NC)N(NC(=O)c2ccccc2)C1=S,O=C1N(CC)C(=S)N(NC(c2ccccc2)=O)[C@@H]1CC(NC)=O
CCN1C(=O)[C@@H](CC(=O)NC)N(NC(=O)c2ccccc2)C1=S,O=C(c1ccccc1)NN1C(=S)N(CC)C(=O)[C@H]1CC(NC)=O
O=C1O[C@H](N2C(=O)CC[C@H]2C(=O)[O-])c2ccccc21,O=C1c2c(cccc2)[C@@H](N2C(=O)CC[C@H]2C([O-])=O)O1
O=C1O[C@H](N2C(=O)CC[C@H]2C(=O)[O-])c2ccccc21,c12c(cccc1)C(=O)O[C@@H]2N1[C@H](C([O-])=O)CCC1=O
O=C1O[C@H](N2C(=O)CC[C@H]2C(=O)[O-])c2ccccc21,N1([C@H]2OC(=O)c3c2cccc3)[C@H](C([O-])=O)CCC1=O
O=C1O[C@H](N2C(=O)CC[C@H]2C(=O)[O-])c2ccccc21,O=C1CC[C@@H](C(=O)[O-])N1[C@@H]1c2ccccc2C(=O)O1
O=C1O[C@H](N2C(=O)CC[C@H]2C(=O)[O-])c2ccccc21,c1cc2c(cc1)C(=O)O[C@@H]2N1C(=O)CC[C@H]1C(=O)[O-]
Cc1nn2c(=O)c3c(cc(C)n3CC(=O)NC3CCCC3)nc2s1,C1CCCC1NC(=O)Cn1c2c(=O)n3nc(C)sc3nc2cc1C
Cc1nn2c(=O)c3c(cc(C)n3CC(=O)NC3CCCC3)nc2s1,n1c(C)sc2nc3c(n(CC(=O)NC4CCCC4)c(C)c3)c(=O)n12
Cc1nn2c(=O)c3c(cc(C)n3CC(=O)NC3CCCC3)nc2s1,s1c(C)nn2c(=O)c3c(nc12)cc(C)n3CC(NC1CCCC1)=O
Cc1nn2c(=O)c3c(cc(C)n3CC(=O)NC3CCCC3)nc2s1,C1(NC(Cn2c3c(=O)n4c(nc3cc2C)sc(C)n4)=O)CCCC1
Cc1nn2c(=O)c3c(cc(C)n3CC(=O)NC3CCCC3)nc2s1,n1c(C)sc2nc3c(c(=O)n12)n(CC(NC1CCCC1)=O)c(C)c3
COC[C@@H]1CN(C(=O)c2cccnc2C)C[C@H]1C(N)=O,C(N1C[C@@H](C(N)=O)[C@H](COC)C1)(c1c(C)nccc1)=O
COC[C@@H]1CN(C(=O)c2cccnc2C)C[C@H]1C(N)=O,n1c(C)c(C(N2C[C@@H](COC)[C@H](C(N)=O)C2)=O)ccc1
COC[C@@H]1CN(C(=O)c2cccnc2C)C[C@H]1C(N)=O,C(N)(=O)[C@@H]1CN(C(c2c(C)nccc2)=O)C[C@H]1COC
COC[C@@H]1CN(C(=O)c2cccnc2C)C[C@H]1C(N)=O,Cc1ncccc1C(=O)N1C[C@@H](COC)[C@H](C(=O)N)C1
COC[C@@H]1CN(C(=O)c2cccnc2C)C[C@H]1C(N)=O,C1[C@@H](COC)[C@H](C(=O)N)CN1C(c1c(C)nccc1)=O
Cc1cc(C(F)F)nn1CC(=O)N1CCN(C(=O)c2ccco2)CC1,n1n(CC(N2CCN(C(=O)c3occc3)CC2)=O)c(C)cc1C(F)F
Cc1cc(C(F)F)nn1CC(=O)N1CCN(C(=O)c2ccco2)CC1,n1c(C(F)F)cc(C)n1CC(N1CCN(C(=O)c2occc2)CC1)=O
Cc1cc(C(F)F)nn1CC(=O)N1CCN(C(=O)c2ccco2)CC1,c1(C(=O)N2CCN(C(=O)Cn3nc(C(F)F)cc3C)CC2)ccco1
Cc1cc(C(F)F)nn1CC(=O)N1CCN(C(=O)c2ccco2)CC1,c1(C(F)F)nn(CC(N2CCN(C(c3ccco3)=O)CC2)=O)c(C)c1
Cc1cc(C(F)F)nn1CC(=O)N1CCN(C(=O)c2ccco2)CC1,c1(C(F)F)cc(C)n(CC(=O)N2CCN(C(c3ccco3)=O)CC2)n1
CC[S@+](=O)([OH2+])N1CCN(C(=O)c2cc(C)n(C(F)F)n2)CC1,O=C(N1CCN([S@+]([OH2+])(=O)CC)CC1)c1nn(C(F)F)c(C)c1
CC[S@+](=O)([OH2+])N1CCN(C(=O)c2cc(C)n(C(F)F)n2)CC1,c1(C(=O)N2CCN([S@@+](CC)(=O)[OH2+])CC2)cc(C)n(C(F)F)n1
CC[S@+](=O)([OH2+])N1CCN(C(=O)c2cc(C)n(C(F)F)n2)CC1,c1(C)cc(C(=O)N2CCN([S@+]([OH2+])(=O)CC)CC2)nn1C(F)F
CC[S@+](=O)([OH2+])N1CCN(C(=O)c2cc(C)n(C(F)F)n2)CC1,c1c(C(=O)N2CCN([S@@+]([OH2+])(CC)=O)CC2)nn(C(F)F)c1C
CC[S@+](=O)([OH2+])N1CCN(C(=O)c2cc(C)n(C(F)F)n2)CC1,CC[S@+]([OH2+])(N1CCN(C(c2nn(C(F)F)c(C)c2)=O)CC1)=O
Cc1nn(C)cc1[C@H]1C(C#N)=C(N)Oc2[nH]nc(C)c21,n1[nH]c2c(c1C)[C@@H](c1c(C)nn(C)c1)C(C#N)=C(N)O2
Cc1nn(C)cc1[C@H]1C(C#N)=C(N)Oc2[nH]nc(C)c21,C1(N)=C(C#N)[C@H](c2cn(C)nc2C)c2c([nH]nc2C)O1
Cc1nn(C)cc1[C@H]1C(C#N)=C(N)Oc2[nH]nc(C)c21,N#CC1=C(N)Oc2c(c(C)n[nH]2)[C@H]1c1c(C)nn(C)c1
Cc1nn(C)cc1[C@H]1C(C#N)=C(N)Oc2[nH]nc(C)c21,c1(C)n[nH]c2c1[C@@H](c1c(C)nn(C)c1)C(C#N)=C(N)O2
Cc1nn(C)cc1[C@H]1C(C#N)=C(N)Oc2[nH]nc(C)c21,c1([C@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)c(C)nn(C)c1
O=C(NC[C@@H]1CCCO1)c1nnn2cc(-c3ccccc3)[n-]c(=O)c12,c1cccc(-c2cn3c(c(=O)[n-]2)c(C(=O)NC[C@@H]2CCCO2)nn3)c1
O=C(NC[C@@H]1CCCO1)c1nnn2cc(-c3ccccc3)[n-]c(=O)c12,c1(-c2ccccc2)[n-]c(=O)c2n(nnc2C(=O)NC[C@@H]2CCCO2)c1
O=C(NC[C@@H]1CCCO1)c1nnn2cc(-c3ccccc3)[n-]c(=O)c12,c1cc(-c2cn3c(c(=O)[n-]2)c(C(=O)NC[C@H]2OCCC2)nn3)ccc1
O=C(NC[C@@H]1CCCO1)c1nnn2cc(-c3ccccc3)[n-]c(=O)c12,c1(-c2ccccc2)cn2c(c(C(NC[C@@H]3CCCO3)=O)nn2)c(=O)[n-]1
O=C(NC[C@@H]1CCCO1)c1nnn2cc(-c3ccccc3)[n-]c(=O)c12,n1c(C(NC[C@@H]2CCCO2)=O)c2n(cc(-c3ccccc3)[n-]c2=O)n1
Cn1nc(CCNC(=O)c2ccccn2)c2c1CCN(C(=O)c1ccccn1)C2,Cn1c2c(c(CCNC(c3ncccc3)=O)n1)CN(C(=O)c1ccccn1)CC2
Cn1nc(CCNC(=O)c2ccccn2)c2c1CCN(C(=O)c1ccccn1)C2,c1ccnc(C(=O)NCCc2nn(C)c3c2CN(C(=O)c2ncccc2)CC3)c1
Cn1nc(CCNC(=O)c2ccccn2)c2c1CCN(C(=O)c1ccccn1)C2,C1c2c(n(C)nc2CCNC(=O)c2ccccn2)CCN1C(c1ncccc1)=O
Cn1nc(CCNC(=O)c2ccccn2)c2c1CCN(C(=O)c1ccccn1)C2,n1n(C)c2c(c1CCNC(=O)c1ccccn1)CN(C(c1ccccn1)=O)CC2
Cn1nc(CCNC(=O)c2ccccn2)c2c1CCN(C(=O)c1ccccn1)C2,N1(C(c2ccccn2)=O)CCc2n(C)nc(CCNC(=O)c3ncccc3)c2C1
COC(=O)CNC(=O)[C@@H]1CC(=O)N(CCc2ccc(F)cc2)C1,C1(=O)N(CCc2ccc(F)cc2)C[C@H](C(=O)NCC(=O)OC)C1
COC(=O)CNC(=O)[C@@H]1CC(=O)N(CCc2ccc(F)cc2)C1,C1[C@H](C(NCC(=O)OC)=O)CC(=O)N1CCc1ccc(F)cc1
COC(=O)CNC(=O)[C@@H]1CC(=O)N(CCc2ccc(F)cc2)C1,[C@@H]1(C(NCC(OC)=O)=O)CC(=O)N(CCc2ccc(F)cc2)C1
COC(=O)CNC(=O)[C@@H]1CC(=O)N(CCc2ccc(F)cc2)C1,O(C(=O)CNC([C@@H]1CC(=O)N(CCc2ccc(F)cc2)C1)=O)C
COC(=O)CNC(=O)[C@@H]1CC(=O)N(CCc2ccc(F)cc2)C1,C(NC(=O)[C@@H]1CC(=O)N(CCc2ccc(F)cc2)C1)C(=O)OC
CCn1nccc1C(=O)N1CC[C@H](c2nc(N(C)C)ncc2C(=O)N(C)C)C1,C(N(C)C)(=O)c1c([C@H]2CCN(C(=O)c3ccnn3CC)C2)nc(N(C)C)nc1
CCn1nccc1C(=O)N1CC[C@H](c2nc(N(C)C)ncc2C(=O)N(C)C)C1,n1c(N(C)C)nc([C@H]2CCN(C(=O)c3n(CC)ncc3)C2)c(C(=O)N(C)C)c1
