original,augmented
C[NH+](C)CC(=O)N1C[C@@H](F)C[C@H]1Cn1cc(C(=O)NCc2ccccc2)nn1,n1c(C(NCc2ccccc2)=O)cn(C[C@@H]2C[C@H](F)CN2C(C[NH+](C)C)=O)n1
C[NH+](C)CC(=O)N1C[C@@H](F)C[C@H]1Cn1cc(C(=O)NCc2ccccc2)nn1,C[NH+](C)CC(=O)N1[C@H](Cn2cc(C(=O)NCc3ccccc3)nn2)C[C@H](F)C1
C[NH+](C)CC(=O)N1C[C@@H](F)C[C@H]1Cn1cc(C(=O)NCc2ccccc2)nn1,C(NC(c1nnn(C[C@@H]2C[C@H](F)CN2C(C[NH+](C)C)=O)c1)=O)c1ccccc1
C[NH+](C)CC(=O)N1C[C@@H](F)C[C@H]1Cn1cc(C(=O)NCc2ccccc2)nn1,c1c(CNC(c2cn(C[C@@H]3C[C@H](F)CN3C(=O)C[NH+](C)C)nn2)=O)cccc1
O=C(NCc1cccnc1-c1ccccc1)c1ccccc1,c1ccc(-c2ncccc2CNC(=O)c2ccccc2)cc1
O=C(NCc1cccnc1-c1ccccc1)c1ccccc1,c1ccccc1C(=O)NCc1c(-c2ccccc2)nccc1
O=C(NCc1cccnc1-c1ccccc1)c1ccccc1,n1c(-c2ccccc2)c(CNC(c2ccccc2)=O)ccc1
O=C(NCc1cccnc1-c1ccccc1)c1ccccc1,c1cc(-c2c(CNC(c3ccccc3)=O)cccn2)ccc1
COc1cccc(N2C(=O)c3ccc(C(=O)Nc4ccc(Br)cc4C(=O)[O-])cc3C2=O)c1,c1ccc(OC)cc1N1C(=O)c2ccc(C(Nc3c(C([O-])=O)cc(Br)cc3)=O)cc2C1=O
COc1cccc(N2C(=O)c3ccc(C(=O)Nc4ccc(Br)cc4C(=O)[O-])cc3C2=O)c1,N1(c2cccc(OC)c2)C(=O)c2c(ccc(C(=O)Nc3ccc(Br)cc3C(=O)[O-])c2)C1=O
COc1cccc(N2C(=O)c3ccc(C(=O)Nc4ccc(Br)cc4C(=O)[O-])cc3C2=O)c1,N1(c2cc(OC)ccc2)C(=O)c2c(ccc(C(Nc3c(C([O-])=O)cc(Br)cc3)=O)c2)C1=O
COc1cccc(N2C(=O)c3ccc(C(=O)Nc4ccc(Br)cc4C(=O)[O-])cc3C2=O)c1,O=C1c2c(cc(C(=O)Nc3ccc(Br)cc3C([O-])=O)cc2)C(=O)N1c1cc(OC)ccc1
COc1cccc(N2C(=O)c3ccc(C(=O)Nc4ccc(Br)cc4C(=O)[O-])cc3C2=O)c1,c1c(C(Nc2c(C(=O)[O-])cc(Br)cc2)=O)cc2c(c1)C(=O)N(c1cccc(OC)c1)C2=O
Cc1cc(C(=O)N2CCC[C@@](F)(C(=O)N3CCOCC3)C2)nn1C,N1(C(=O)c2nn(C)c(C)c2)CCC[C@@](F)(C(=O)N2CCOCC2)C1
Cc1cc(C(=O)N2CCC[C@@](F)(C(=O)N3CCOCC3)C2)nn1C,O1CCN(C([C@@]2(F)CN(C(=O)c3nn(C)c(C)c3)CCC2)=O)CC1
Cc1cc(C(=O)N2CCC[C@@](F)(C(=O)N3CCOCC3)C2)nn1C,O=C(c1cc(C)n(C)n1)N1CCC[C@](C(N2CCOCC2)=O)(F)C1
Cc1cc(C(=O)N2CCC[C@@](F)(C(=O)N3CCOCC3)C2)nn1C,O1CCN(C(=O)[C@@]2(F)CN(C(=O)c3cc(C)n(C)n3)CCC2)CC1
Cc1cc(C(=O)N2CCC[C@@](F)(C(=O)N3CCOCC3)C2)nn1C,n1n(C)c(C)cc1C(=O)N1C[C@@](C(N2CCOCC2)=O)(F)CCC1
Cc1c(NC(=O)CN2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)c(=O)n(-c2ccccc2)n1C,c1cc(-n2c(=O)c(NC(CN3C(=O)[C@@H]4[C@@H]([C@H]5C[C@@H]4C=C5)C3=O)=O)c(C)n2C)ccc1
Cc1c(NC(=O)CN2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)c(=O)n(-c2ccccc2)n1C,C1(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C(=O)N1CC(Nc1c(=O)n(-c2ccccc2)n(C)c1C)=O
Cc1c(NC(=O)CN2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)c(=O)n(-c2ccccc2)n1C,N(c1c(C)n(C)n(-c2ccccc2)c1=O)C(CN1C(=O)[C@H]2[C@H]3C=C[C@@H]([C@H]2C1=O)C3)=O
Cc1c(NC(=O)CN2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)c(=O)n(-c2ccccc2)n1C,[C@@H]12[C@@H]([C@@H]3C=C[C@H]1C3)C(=O)N(CC(Nc1c(=O)n(-c3ccccc3)n(C)c1C)=O)C2=O
Cc1c(NC(=O)CN2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)c(=O)n(-c2ccccc2)n1C,n1(C)n(-c2ccccc2)c(=O)c(NC(CN2C(=O)[C@H]3[C@@H](C2=O)[C@@H]2C[C@H]3C=C2)=O)c1C
COCCNC(=O)c1cnn2c1C[C@H](NC(=O)c1ccncc1)C2,n12ncc(C(NCCOC)=O)c1C[C@H](NC(=O)c1ccncc1)C2
COCCNC(=O)c1cnn2c1C[C@H](NC(=O)c1ccncc1)C2,c1c(C(N[C@@H]2Cn3ncc(C(=O)NCCOC)c3C2)=O)ccnc1
COCCNC(=O)c1cnn2c1C[C@H](NC(=O)c1ccncc1)C2,c1c(C(NCCOC)=O)c2n(n1)C[C@@H](NC(=O)c1ccncc1)C2
COCCNC(=O)c1cnn2c1C[C@H](NC(=O)c1ccncc1)C2,c1cc(C(=O)N[C@@H]2Cn3c(c(C(NCCOC)=O)cn3)C2)ccn1
COCCNC(=O)c1cnn2c1C[C@H](NC(=O)c1ccncc1)C2,c1nccc(C(=O)N[C@@H]2Cn3ncc(C(=O)NCCOC)c3C2)c1
O=C(Cc1csc(-c2c(Cl)cccc2Cl)n1)NC1Cc2ccccc2C1,s1c(-c2c(Cl)cccc2Cl)nc(CC(NC2Cc3ccccc3C2)=O)c1
O=C(Cc1csc(-c2c(Cl)cccc2Cl)n1)NC1Cc2ccccc2C1,c1(-c2scc(CC(NC3Cc4c(cccc4)C3)=O)n2)c(Cl)cccc1Cl
O=C(Cc1csc(-c2c(Cl)cccc2Cl)n1)NC1Cc2ccccc2C1,C1c2c(cccc2)CC1NC(Cc1nc(-c2c(Cl)cccc2Cl)sc1)=O
O=C(Cc1csc(-c2c(Cl)cccc2Cl)n1)NC1Cc2ccccc2C1,O=C(Cc1csc(-c2c(Cl)cccc2Cl)n1)NC1Cc2ccccc2C1
O=C(Cc1csc(-c2c(Cl)cccc2Cl)n1)NC1Cc2ccccc2C1,c1c(CC(NC2Cc3ccccc3C2)=O)nc(-c2c(Cl)cccc2Cl)s1
NC(=O)C1(CC2CC2)CCN(C(=O)c2cn[nH]c2)CC1,n1[nH]cc(C(N2CCC(CC3CC3)(C(N)=O)CC2)=O)c1
NC(=O)C1(CC2CC2)CCN(C(=O)c2cn[nH]c2)CC1,[nH]1cc(C(N2CCC(CC3CC3)(C(N)=O)CC2)=O)cn1
NC(=O)C1(CC2CC2)CCN(C(=O)c2cn[nH]c2)CC1,C1(CC2(C(=O)N)CCN(C(c3c[nH]nc3)=O)CC2)CC1
NC(=O)C1(CC2CC2)CCN(C(=O)c2cn[nH]c2)CC1,C(N)(=O)C1(CC2CC2)CCN(C(c2cn[nH]c2)=O)CC1
NC(=O)C1(CC2CC2)CCN(C(=O)c2cn[nH]c2)CC1,c1c(C(=O)N2CCC(C(N)=O)(CC3CC3)CC2)cn[nH]1
Cc1cc(=O)oc2cc(OCC(=O)N[C@@H](C)C(=O)NCC(=O)[O-])ccc12,c1(=O)oc2c(c(C)c1)ccc(OCC(N[C@@H](C)C(NCC([O-])=O)=O)=O)c2
Cc1cc(=O)oc2cc(OCC(=O)N[C@@H](C)C(=O)NCC(=O)[O-])ccc12,o1c(=O)cc(C)c2ccc(OCC(N[C@H](C(=O)NCC(=O)[O-])C)=O)cc12
Cc1cc(=O)oc2cc(OCC(=O)N[C@@H](C)C(=O)NCC(=O)[O-])ccc12,[O-]C(=O)CNC(=O)[C@@H](NC(COc1cc2oc(=O)cc(C)c2cc1)=O)C
Cc1cc(=O)oc2cc(OCC(=O)N[C@@H](C)C(=O)NCC(=O)[O-])ccc12,Cc1cc(=O)oc2cc(OCC(=O)N[C@@H](C)C(=O)NCC(=O)[O-])ccc12
Cc1cc(=O)oc2cc(OCC(=O)N[C@@H](C)C(=O)NCC(=O)[O-])ccc12,C[C@H](NC(=O)COc1ccc2c(C)cc(=O)oc2c1)C(=O)NCC(=O)[O-]
COC[C@@H]1CN(C(=O)c2cccc(C#N)c2)C[C@H]1C(N)=O,c1c(C(N2C[C@@H](C(N)=O)[C@H](COC)C2)=O)cc(C#N)cc1
COC[C@@H]1CN(C(=O)c2cccc(C#N)c2)C[C@H]1C(N)=O,O(C[C@H]1[C@H](C(=O)N)CN(C(c2cccc(C#N)c2)=O)C1)C
COC[C@@H]1CN(C(=O)c2cccc(C#N)c2)C[C@H]1C(N)=O,c1c(C#N)cc(C(N2C[C@@H](COC)[C@H](C(N)=O)C2)=O)cc1
COC[C@@H]1CN(C(=O)c2cccc(C#N)c2)C[C@H]1C(N)=O,[C@H]1(C(N)=O)[C@H](COC)CN(C(=O)c2cccc(C#N)c2)C1
COC[C@@H]1CN(C(=O)c2cccc(C#N)c2)C[C@H]1C(N)=O,c1(C#N)cccc(C(=O)N2C[C@@H](C(=O)N)[C@H](COC)C2)c1
Cc1n[nH]c([C@@H]2C[C@H](NC(=O)c3ccccc3)CN2C(=O)C[NH+](C)C)n1,C1[C@@H](NC(=O)c2ccccc2)C[C@@H](c2nc(C)n[nH]2)N1C(C[NH+](C)C)=O
Cc1n[nH]c([C@@H]2C[C@H](NC(=O)c3ccccc3)CN2C(=O)C[NH+](C)C)n1,c1([C@H]2N(C(=O)C[NH+](C)C)C[C@@H](NC(=O)c3ccccc3)C2)nc(C)n[nH]1
Cc1n[nH]c([C@@H]2C[C@H](NC(=O)c3ccccc3)CN2C(=O)C[NH+](C)C)n1,c1cc(C(N[C@@H]2CN(C(=O)C[NH+](C)C)[C@H](c3nc(C)n[nH]3)C2)=O)ccc1
Cc1n[nH]c([C@@H]2C[C@H](NC(=O)c3ccccc3)CN2C(=O)C[NH+](C)C)n1,Cc1n[nH]c([C@@H]2C[C@H](NC(c3ccccc3)=O)CN2C(C[NH+](C)C)=O)n1
Cc1n[nH]c([C@@H]2C[C@H](NC(=O)c3ccccc3)CN2C(=O)C[NH+](C)C)n1,c1([C@H]2N(C(C[NH+](C)C)=O)C[C@@H](NC(=O)c3ccccc3)C2)nc(C)n[nH]1
Cc1[nH+]ccn1CCNC(=O)c1ccc2n1CCCN(S(C)(=O)=O)C2,c1(C(=O)NCCn2c(C)[nH+]cc2)n2c(cc1)CN(S(=O)(=O)C)CCC2
Cc1[nH+]ccn1CCNC(=O)c1ccc2n1CCCN(S(C)(=O)=O)C2,c1c(C(=O)NCCn2c(C)[nH+]cc2)n2c(c1)CN(S(=O)(=O)C)CCC2
Cc1[nH+]ccn1CCNC(=O)c1ccc2n1CCCN(S(C)(=O)=O)C2,O=C(c1ccc2n1CCCN(S(C)(=O)=O)C2)NCCn1cc[nH+]c1C
Cc1[nH+]ccn1CCNC(=O)c1ccc2n1CCCN(S(C)(=O)=O)C2,C1c2n(c(C(=O)NCCn3cc[nH+]c3C)cc2)CCCN1S(=O)(C)=O
Cc1[nH+]ccn1CCNC(=O)c1ccc2n1CCCN(S(C)(=O)=O)C2,n1(CCNC(=O)c2n3c(cc2)CN(S(=O)(C)=O)CCC3)c(C)[nH+]cc1
Cc1nnc(N2CCN(C(=O)[C@H](C)Cl)CC2)c2nn(-c3ccccc3)c(C)c12,Cl[C@@H](C)C(N1CCN(c2nnc(C)c3c(C)n(-c4ccccc4)nc32)CC1)=O
Cc1nnc(N2CCN(C(=O)[C@H](C)Cl)CC2)c2nn(-c3ccccc3)c(C)c12,Cl[C@H](C(=O)N1CCN(c2nnc(C)c3c(C)n(-c4ccccc4)nc23)CC1)C
Cc1nnc(N2CCN(C(=O)[C@H](C)Cl)CC2)c2nn(-c3ccccc3)c(C)c12,c1(N2CCN(C(=O)[C@H](C)Cl)CC2)nnc(C)c2c1nn(-c1ccccc1)c2C
Cc1nnc(N2CCN(C(=O)[C@H](C)Cl)CC2)c2nn(-c3ccccc3)c(C)c12,c12c(c(C)nnc1N1CCN(C(=O)[C@H](C)Cl)CC1)c(C)n(-c1ccccc1)n2
Cc1nnc(N2CCN(C(=O)[C@H](C)Cl)CC2)c2nn(-c3ccccc3)c(C)c12,n1(-c2ccccc2)c(C)c2c(C)nnc(N3CCN(C([C@H](C)Cl)=O)CC3)c2n1
CCn1cc(C(=O)N2CC(n3cc(COC)nn3)C2)cn1,n1nn(C2CN(C(c3cn(CC)nc3)=O)C2)cc1COC
CCn1cc(C(=O)N2CC(n3cc(COC)nn3)C2)cn1,c1c(C(=O)N2CC(n3nnc(COC)c3)C2)cnn1CC
CCn1cc(C(=O)N2CC(n3cc(COC)nn3)C2)cn1,c1c(COC)nnn1C1CN(C(=O)c2cn(CC)nc2)C1
CCn1cc(C(=O)N2CC(n3cc(COC)nn3)C2)cn1,C1N(C(=O)c2cnn(CC)c2)CC1n1cc(COC)nn1
CCn1cc(C(=O)N2CC(n3cc(COC)nn3)C2)cn1,COCc1nnn(C2CN(C(c3cn(CC)nc3)=O)C2)c1
COc1ccc(N2C(=O)C[C@@H](NNC(=O)c3cccnc3)C2=O)cc1,C1[C@@H](NNC(=O)c2cccnc2)C(=O)N(c2ccc(OC)cc2)C1=O
COc1ccc(N2C(=O)C[C@@H](NNC(=O)c3cccnc3)C2=O)cc1,c1ccncc1C(NN[C@@H]1CC(=O)N(c2ccc(OC)cc2)C1=O)=O
COc1ccc(N2C(=O)C[C@@H](NNC(=O)c3cccnc3)C2=O)cc1,n1cccc(C(NN[C@@H]2CC(=O)N(c3ccc(OC)cc3)C2=O)=O)c1
COc1ccc(N2C(=O)C[C@@H](NNC(=O)c3cccnc3)C2=O)cc1,c1cc(C(=O)NN[C@@H]2CC(=O)N(c3ccc(OC)cc3)C2=O)cnc1
COc1ccc(N2C(=O)C[C@@H](NNC(=O)c3cccnc3)C2=O)cc1,N1(c2ccc(OC)cc2)C(=O)[C@H](NNC(c2cnccc2)=O)CC1=O
Nc1ccc(N2CC(=O)N(c3ccc(N)cc3)CC2=O)cc1,c1c(N2CC(=O)N(c3ccc(N)cc3)CC2=O)ccc(N)c1
Nc1ccc(N2CC(=O)N(c3ccc(N)cc3)CC2=O)cc1,Nc1ccc(N2C(=O)CN(c3ccc(N)cc3)C(=O)C2)cc1
Nc1ccc(N2CC(=O)N(c3ccc(N)cc3)CC2=O)cc1,C1(=O)N(c2ccc(N)cc2)CC(=O)N(c2ccc(N)cc2)C1
Nc1ccc(N2CC(=O)N(c3ccc(N)cc3)CC2=O)cc1,c1(N)ccc(N2CC(=O)N(c3ccc(N)cc3)CC2=O)cc1
NC(=O)[C@@H]1CN(C(=O)c2cncnc2)C[C@H]1COc1ccccc1,n1cc(C(N2C[C@@H](COc3ccccc3)[C@H](C(=O)N)C2)=O)cnc1
NC(=O)[C@@H]1CN(C(=O)c2cncnc2)C[C@H]1COc1ccccc1,C(Oc1ccccc1)[C@H]1[C@H](C(N)=O)CN(C(=O)c2cncnc2)C1
NC(=O)[C@@H]1CN(C(=O)c2cncnc2)C[C@H]1COc1ccccc1,C1N(C(c2cncnc2)=O)C[C@@H](COc2ccccc2)[C@@H]1C(N)=O
NC(=O)[C@@H]1CN(C(=O)c2cncnc2)C[C@H]1COc1ccccc1,[C@@H]1(C(N)=O)CN(C(=O)c2cncnc2)C[C@H]1COc1ccccc1
NC(=O)[C@@H]1CN(C(=O)c2cncnc2)C[C@H]1COc1ccccc1,C(=O)(N1C[C@@H](COc2ccccc2)[C@H](C(N)=O)C1)c1cncnc1
O=C(Nc1cccc2c1CCCC2)c1ccc(-n2nnc3cccnc32)cc1,c12c(cccc1NC(=O)c1ccc(-n3nnc4c3nccc4)cc1)CCCC2
O=C(Nc1cccc2c1CCCC2)c1ccc(-n2nnc3cccnc32)cc1,n1(-c2ccc(C(=O)Nc3c4c(ccc3)CCCC4)cc2)c2ncccc2nn1
O=C(Nc1cccc2c1CCCC2)c1ccc(-n2nnc3cccnc32)cc1,n1(-c2ccc(C(=O)Nc3c4c(ccc3)CCCC4)cc2)nnc2c1nccc2
O=C(Nc1cccc2c1CCCC2)c1ccc(-n2nnc3cccnc32)cc1,c1cc2nnn(-c3ccc(C(Nc4cccc5c4CCCC5)=O)cc3)c2nc1
O=C(Nc1cccc2c1CCCC2)c1ccc(-n2nnc3cccnc32)cc1,C1CCc2c(c(NC(=O)c3ccc(-n4c5ncccc5nn4)cc3)ccc2)C1
Cc1c([N+](=O)[O-])c(C(=O)Nc2cnn(C)c2C(N)=O)nn1C,Cn1ncc(NC(=O)c2c([N+](=O)[O-])c(C)n(C)n2)c1C(N)=O
Cc1c([N+](=O)[O-])c(C(=O)Nc2cnn(C)c2C(N)=O)nn1C,n1(C)ncc(NC(=O)c2nn(C)c(C)c2[N+]([O-])=O)c1C(N)=O
Cc1c([N+](=O)[O-])c(C(=O)Nc2cnn(C)c2C(N)=O)nn1C,c1([N+](=O)[O-])c(C)n(C)nc1C(Nc1cnn(C)c1C(N)=O)=O
Cc1c([N+](=O)[O-])c(C(=O)Nc2cnn(C)c2C(N)=O)nn1C,c1(NC(c2nn(C)c(C)c2[N+]([O-])=O)=O)c(C(N)=O)n(C)nc1
Cc1c([N+](=O)[O-])c(C(=O)Nc2cnn(C)c2C(N)=O)nn1C,O=C(c1c([N+]([O-])=O)c(C)n(C)n1)Nc1c(C(N)=O)n(C)nc1
Cn1c(=O)c2c(ncn2CC(=O)NC[C@@H]2CCCO2)n(C)c1=O,C(NC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)=O)[C@H]1OCCC1
Cn1c(=O)c2c(ncn2CC(=O)NC[C@@H]2CCCO2)n(C)c1=O,C([C@H]1OCCC1)NC(=O)Cn1c2c(n(C)c(=O)n(C)c2=O)nc1
Cn1c(=O)c2c(ncn2CC(=O)NC[C@@H]2CCCO2)n(C)c1=O,Cn1c(=O)n(C)c2c(n(CC(=O)NC[C@H]3OCCC3)cn2)c1=O
Cn1c(=O)c2c(ncn2CC(=O)NC[C@@H]2CCCO2)n(C)c1=O,n1c2n(C)c(=O)n(C)c(=O)c2n(CC(=O)NC[C@@H]2CCCO2)c1
Cn1c(=O)c2c(ncn2CC(=O)NC[C@@H]2CCCO2)n(C)c1=O,c12c(n(CC(NC[C@@H]3CCCO3)=O)cn1)c(=O)n(C)c(=O)n2C
O=[N+]([O-])c1nn2c(c1[N+](=O)[O-])N[C@@]1(O)C[C@@H]2[C@H]2CO[C@@H]1O2,O1[C@H]2[C@H]3C[C@](O)(Nc4n3nc([N+]([O-])=O)c4[N+](=O)[O-])[C@@H]1OC2
O=[N+]([O-])c1nn2c(c1[N+](=O)[O-])N[C@@]1(O)C[C@@H]2[C@H]2CO[C@@H]1O2,C1[C@H]2n3c(c([N+](=O)[O-])c([N+]([O-])=O)n3)N[C@]1(O)[C@H]1O[C@@H]2CO1
O=[N+]([O-])c1nn2c(c1[N+](=O)[O-])N[C@@]1(O)C[C@@H]2[C@H]2CO[C@@H]1O2,n1c([N+]([O-])=O)c([N+]([O-])=O)c2n1[C@@H]1C[C@](O)(N2)[C@H]2O[C@@H]1CO2
O=[N+]([O-])c1nn2c(c1[N+](=O)[O-])N[C@@]1(O)C[C@@H]2[C@H]2CO[C@@H]1O2,[C@H]12O[C@H]([C@]3(O)C[C@H]1n1nc([N+](=O)[O-])c([N+](=O)[O-])c1N3)OC2
O=[N+]([O-])c1nn2c(c1[N+](=O)[O-])N[C@@]1(O)C[C@@H]2[C@H]2CO[C@@H]1O2,[C@H]12[C@H]3C[C@](O)(Nc4n3nc([N+](=O)[O-])c4[N+](=O)[O-])[C@H](OC1)O2
O=C(CSc1nnc2[nH]cnn12)NCCc1ccccc1,n12c([nH]cn1)nnc2SCC(NCCc1ccccc1)=O
O=C(CSc1nnc2[nH]cnn12)NCCc1ccccc1,C(CNC(CSc1nnc2[nH]cnn21)=O)c1ccccc1
O=C(CSc1nnc2[nH]cnn12)NCCc1ccccc1,n1c2[nH]cnn2c(SCC(NCCc2ccccc2)=O)n1
O=C(CSc1nnc2[nH]cnn12)NCCc1ccccc1,C(NCCc1ccccc1)(=O)CSc1nnc2[nH]cnn12
O=C(CSc1nnc2[nH]cnn12)NCCc1ccccc1,c1ccccc1CCNC(CSc1n2nc[nH]c2nn1)=O
N#CC1=C(N)Oc2c(oc(CO)cc2=O)[C@H]1c1cccnc1,C(c1oc2c(c(=O)c1)OC(N)=C(C#N)[C@@H]2c1cnccc1)O
N#CC1=C(N)Oc2c(oc(CO)cc2=O)[C@H]1c1cccnc1,c1(=O)c2c(oc(CO)c1)[C@@H](c1cnccc1)C(C#N)=C(N)O2
N#CC1=C(N)Oc2c(oc(CO)cc2=O)[C@H]1c1cccnc1,O1c2c(oc(CO)cc2=O)[C@@H](c2cnccc2)C(C#N)=C1N
N#CC1=C(N)Oc2c(oc(CO)cc2=O)[C@H]1c1cccnc1,C1(C#N)=C(N)Oc2c(=O)cc(CO)oc2[C@H]1c1cccnc1
N#CC1=C(N)Oc2c(oc(CO)cc2=O)[C@H]1c1cccnc1,o1c2c(c(=O)cc1CO)OC(N)=C(C#N)[C@@H]2c1cccnc1
CCn1nc(C)c(NC(=O)c2ccncc2)c1C,Cc1n(CC)nc(C)c1NC(=O)c1ccncc1
CCn1nc(C)c(NC(=O)c2ccncc2)c1C,c1(C(Nc2c(C)nn(CC)c2C)=O)ccncc1
CCn1nc(C)c(NC(=O)c2ccncc2)c1C,c1c(C(Nc2c(C)n(CC)nc2C)=O)ccnc1
CCn1nc(C)c(NC(=O)c2ccncc2)c1C,C(C)n1nc(C)c(NC(=O)c2ccncc2)c1C
CCn1nc(C)c(NC(=O)c2ccncc2)c1C,c1cc(C(Nc2c(C)n(CC)nc2C)=O)ccn1
NC(=O)c1ccn(-c2ccc(N)cc2)n1,NC(=O)c1ccn(-c2ccc(N)cc2)n1
NC(=O)c1ccn(-c2ccc(N)cc2)n1,Nc1ccc(-n2nc(C(N)=O)cc2)cc1
NC(=O)c1ccn(-c2ccc(N)cc2)n1,n1c(C(=O)N)ccn1-c1ccc(N)cc1
NC(=O)c1ccn(-c2ccc(N)cc2)n1,c1(N)ccc(-n2ccc(C(=O)N)n2)cc1
Cn1cc(C(=O)Nc2sc3c(c2C(N)=O)CCC3)cn1,n1cc(C(=O)Nc2c(C(N)=O)c3c(s2)CCC3)cn1C
Cn1cc(C(=O)Nc2sc3c(c2C(N)=O)CCC3)cn1,c1(NC(=O)c2cnn(C)c2)c(C(=O)N)c2c(s1)CCC2
Cn1cc(C(=O)Nc2sc3c(c2C(N)=O)CCC3)cn1,n1cc(C(Nc2c(C(N)=O)c3c(s2)CCC3)=O)cn1C
Cn1cc(C(=O)Nc2sc3c(c2C(N)=O)CCC3)cn1,c12sc(NC(c3cnn(C)c3)=O)c(C(=O)N)c1CCC2
Cn1cc(C(=O)Nc2sc3c(c2C(N)=O)CCC3)cn1,c1(C(=O)N)c(NC(=O)c2cnn(C)c2)sc2c1CCC2
Cn1ccc(C(=O)N2C[C@@H](C(=O)NCc3ccncc3)C3(CCC3)C2)n1,n1c(C(N2C[C@@H](C(=O)NCc3ccncc3)C3(CCC3)C2)=O)ccn1C
Cn1ccc(C(=O)N2C[C@@H](C(=O)NCc3ccncc3)C3(CCC3)C2)n1,c1c(CNC([C@H]2C3(CN(C(c4nn(C)cc4)=O)C2)CCC3)=O)ccnc1
Cn1ccc(C(=O)N2C[C@@H](C(=O)NCc3ccncc3)C3(CCC3)C2)n1,N(C([C@@H]1CN(C(=O)c2nn(C)cc2)CC12CCC2)=O)Cc1ccncc1
Cn1ccc(C(=O)N2C[C@@H](C(=O)NCc3ccncc3)C3(CCC3)C2)n1,c1nccc(CNC(=O)[C@@H]2CN(C(c3ccn(C)n3)=O)CC23CCC3)c1
Cn1ccc(C(=O)N2C[C@@H](C(=O)NCc3ccncc3)C3(CCC3)C2)n1,C12([C@H](C(=O)NCc3ccncc3)CN(C(c3nn(C)cc3)=O)C1)CCC2
C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,O1[C@H](CO)[C@@H](O)[C@](F)(C)[C@@H]1n1c(=O)nc(N)cc1
C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,n1([C@@H]2O[C@H](CO)[C@@H](O)[C@]2(F)C)ccc(N)nc1=O
C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,[C@@H]1(CO)[C@@H](O)[C@](F)(C)[C@H](n2c(=O)nc(N)cc2)O1
C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,O1[C@H](CO)[C@@H](O)[C@@](C)(F)[C@@H]1n1c(=O)nc(N)cc1
C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,O1[C@H](CO)[C@@H](O)[C@](F)(C)[C@@H]1n1ccc(N)nc1=O
CC1(C)[C@H](C(=O)[O-])[C@H]1C(=O)Nc1ccc(C(=O)NCCC(=O)[O-])cc1,O=C([O-])CCNC(=O)c1ccc(NC(=O)[C@H]2C(C)(C)[C@@H]2C(=O)[O-])cc1
CC1(C)[C@H](C(=O)[O-])[C@H]1C(=O)Nc1ccc(C(=O)NCCC(=O)[O-])cc1,N(c1ccc(C(NCCC(=O)[O-])=O)cc1)C(=O)[C@@H]1[C@@H](C(=O)[O-])C1(C)C
CC1(C)[C@H](C(=O)[O-])[C@H]1C(=O)Nc1ccc(C(=O)NCCC(=O)[O-])cc1,C(Nc1ccc(C(=O)NCCC(=O)[O-])cc1)([C@H]1C(C)(C)[C@@H]1C([O-])=O)=O
CC1(C)[C@H](C(=O)[O-])[C@H]1C(=O)Nc1ccc(C(=O)NCCC(=O)[O-])cc1,CC1(C)[C@H](C([O-])=O)[C@H]1C(Nc1ccc(C(=O)NCCC(=O)[O-])cc1)=O
CC1(C)[C@H](C(=O)[O-])[C@H]1C(=O)Nc1ccc(C(=O)NCCC(=O)[O-])cc1,C(NC(=O)c1ccc(NC([C@H]2C(C)(C)[C@@H]2C([O-])=O)=O)cc1)CC([O-])=O
O=C1CCN(C(=O)Nc2ccccc2F)CCC[C@H](C(=O)NCc2ccncc2)CCN1,c1cc(NC(N2CCC[C@H](C(NCc3ccncc3)=O)CCNC(=O)CC2)=O)c(F)cc1
O=C1CCN(C(=O)Nc2ccccc2F)CCC[C@H](C(=O)NCc2ccncc2)CCN1,C1[C@@H](C(=O)NCc2ccncc2)CCCN(C(Nc2ccccc2F)=O)CCC(=O)NC1
O=C1CCN(C(=O)Nc2ccccc2F)CCC[C@H](C(=O)NCc2ccncc2)CCN1,N(C(=O)N1CCC(=O)NCC[C@@H](C(=O)NCc2ccncc2)CCC1)c1c(F)cccc1
O=C1CCN(C(=O)Nc2ccccc2F)CCC[C@H](C(=O)NCc2ccncc2)CCN1,c1cnccc1CNC([C@@H]1CCNC(=O)CCN(C(=O)Nc2c(F)cccc2)CCC1)=O
