original,augmented,selfies
O=C(Nc1ncccn1)c1ccc(N2C(=O)CCC2=O)cc1,c1cnc(NC(=O)c2ccc(N3C(=O)CCC3=O)cc2)nc1,[C][=C][N][=C][Branch2][Ring1][O][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][N][N][C][=Branch1][C][=O][C][C][C][Ring1][=Branch1][=O][C][=C][Ring1][=N][N][=C][Ring2][Ring1][=Branch1]
CC[C@@H](C(=O)N1CCC(c2nc(C(=O)N3CCCCC3)c(C)o2)CC1)c1ccccc1,C1CCN(C(c2c(C)oc(C3CCN(C([C@H](CC)c4ccccc4)=O)CC3)n2)=O)CC1,[C][C][C][N][Branch2][Ring2][S][C][Branch2][Ring2][O][C][=C][Branch1][C][C][O][C][Branch2][Ring1][=N][C][C][C][N][Branch2][Ring1][C][C][Branch1][=C][C@H1][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][C][Ring1][P][=N][Ring2][Ring1][#Branch1][=O][C][C][Ring2][Ring1][#C]
O=C1C[C@H](C(=O)NCc2cccnc2)[C@@H](c2ccc3c(c2)OCCO3)O1,c1c([C@@H]2[C@@H](C(=O)NCc3cccnc3)CC(=O)O2)ccc2c1OCCO2,[C][=C][Branch2][Ring1][O][C@@H1][C@@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][O][Ring1][S][C][=C][C][=C][Ring2][Ring1][=Branch1][O][C][C][O][Ring1][=Branch1]
O=C([O-])[C@H]1CC(=O)N(Cc2ccc3c(c2)OCO3)C1,c12c(ccc(CN3C(=O)C[C@H](C([O-])=O)C3)c1)OCO2,[C][=C][Branch2][Ring1][N][C][=C][C][Branch2][Ring1][Ring1][C][N][C][=Branch1][C][=O][C][C@H1][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][Ring1][=Branch2][=C][Ring1][S][O][C][O][Ring2][Ring1][Ring1]
O=C(NCCC[NH2+]CCCNC(=O)/C(=N/O)c1ccccc1)/C(=N/O)c1ccccc1,c1c(/C(C(=O)NCCC[NH2+]CCCNC(/C(c2ccccc2)=N/O)=O)=N\O)cccc1,[C][=C][Branch2][Ring2][Branch1][/C][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C][C][C][NH2+1][C][C][C][N][C][Branch1][=C][/C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][/O][=O][=N][\O][C][=C][C][=C][Ring2][Ring1][#C]
Cn1cc(C(=O)[O-])c2c3ccccc3n(C)c2c1=O,c12c(cccc1)c1c(C([O-])=O)cn(C)c(=O)c1n2C,[C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][=Branch1][C][Branch1][C][O-1][=O][=C][N][Branch1][C][C][C][=Branch1][C][=O][C][=Ring1][O][N][Ring2][Ring1][C][C]
O=C(NCc1cccs1)c1cn(-c2ccccc2Cl)nn1,N(C(c1nnn(-c2ccccc2Cl)c1)=O)Cc1cccs1,[N][Branch2][Ring1][Branch2][C][Branch2][Ring1][Ring1][C][N][=N][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Ring1][N][=O][C][C][=C][C][=C][S][Ring1][Branch1]
COC(=O)c1cc([S@@+](N)(=O)[OH2+])nn1-c1ccccc1,c1(C(=O)OC)n(-c2ccccc2)nc([S@@+](N)(=O)[OH2+])c1,[C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][=Branch2][S@@+1][Branch1][C][N][=Branch1][C][=O][OH2+1][C][=Ring2][Ring1][Ring1]
Cc1ccc(-c2ccnc3c(C(=O)NCc4cccnc4)cnn23)cc1C,Cc1cc(-c2ccnc3c(C(=O)NCc4cccnc4)cnn23)ccc1C,[C][C][=C][C][Branch2][Ring1][#C][C][=C][C][=N][C][=C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=N][N][Ring2][Ring1][Ring1][Ring1][#C][=C][C][=C][Ring2][Ring1][=Branch2][C]
Cc1cc(=O)c(OCC(=O)NCCc2nnc3ccccn23)c[nH]1,c1(CCNC(=O)COc2c(=O)cc(C)[nH]c2)nnc2ccccn12,[C][Branch2][Ring1][Branch2][C][C][N][C][=Branch1][C][=O][C][O][C][C][=Branch1][C][=O][C][=C][Branch1][C][C][NH1][C][=Ring1][Branch2][=N][N][=C][C][=C][C][=C][N][Ring2][Ring1][Branch2][Ring1][=Branch1]
COC[C@@H]1CN(C(=O)Cc2ccc(OC)c(OC)c2)C[C@H]1C(N)=O,C(C(=O)N1C[C@@H](COC)[C@H](C(N)=O)C1)c1ccc(OC)c(OC)c1,[C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][C@@H1][Branch1][Ring2][C][O][C][C@H1][Branch1][=Branch1][C][Branch1][C][N][=O][C][Ring1][O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2]
Cn1cc(-c2cc(CO)no2)cn1,c1c(-c2cc(CO)no2)cn(C)n1,[C][C][Branch1][N][C][=C][C][Branch1][Ring1][C][O][=N][O][Ring1][#Branch1][=C][N][Branch1][C][C][N][=Ring1][=N]
CC1=Nc2ncnn2[C@@H](c2ccnn2C)/C1=C(\N)[O-],CC1=Nc2n(ncn2)[C@@H](c2ccnn2C)/C1=C(\N)[O-],[C][C][=N][C][N][Branch1][=Branch1][N][=C][N][=Ring1][Branch1][C@@H1][Branch1][=Branch2][C][=C][C][=N][N][Ring1][Branch1][C][/C][Ring1][#C][=C][Branch1][C][\N][O-1]
Cc1nnc2n1CC[C@@H](NC(=O)c1ccc(=O)[nH]c1)CC2,n12c(C)nnc1CC[C@H](NC(c1c[nH]c(=O)cc1)=O)CC2,[N][C][Branch1][C][C][=N][N][=C][Ring1][=Branch1][C][C][C@H1][Branch1][P][N][C][Branch1][N][C][=C][NH1][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][=O][C][C][Ring2][Ring1][Branch1]
COc1ccc(C(=O)CNC(=O)[C@@H]2CC(=O)N(C)C2)cc1,c1(C(CNC(=O)[C@@H]2CC(=O)N(C)C2)=O)ccc(OC)cc1,[C][Branch2][Ring1][=Branch2][C][Branch2][Ring1][Ring2][C][N][C][=Branch1][C][=O][C@@H1][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#Branch1][=O][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring2][Ring1][Branch1]
COc1ccc(N2C[C@H](C(=O)/N=c3/[nH]cn[nH]3)CC2=O)c(OC)c1,[C@@H]1(C(/N=c2/[nH]cn[nH]2)=O)CC(=O)N(c2c(OC)cc(OC)cc2)C1,[C@@H1][Branch1][=N][C][Branch1][=Branch2][/N][=C][/NH1][C][=N][NH1][Ring1][Branch1][=O][C][C][=Branch1][C][=O][N][Branch1][P][C][=C][Branch1][Ring1][O][C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2][C][Ring2][Ring1][Branch2]
Cn1cc([S@+](=O)([OH2+])NNC(=O)c2cccc(O)c2)cn1,c1ccc(O)cc1C(NN[S@+](c1cn(C)nc1)([OH2+])=O)=O,[C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Branch2][Ring1][Ring2][N][N][S@+1][Branch1][O][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][Branch1][C][OH2+1][=O][=O]
COc1ccc2c(c1)c(NC(C)=O)c(C(=O)[O-])n2C,c12ccc(OC)cc1c(NC(C)=O)c(C(=O)[O-])n2C,[C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Ring2][Ring1][C][C]
COC[C@@H]1CN(C(=O)c2ccc3c(c2)OCO3)C[C@H]1C(N)=O,NC([C@H]1[C@H](COC)CN(C(=O)c2ccc3c(c2)OCO3)C1)=O,[N][C][Branch2][Ring2][Ring2][C@H1][C@H1][Branch1][Ring2][C][O][C][C][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=O]
O=C(NCc1cccnc1)c1cnn2c1C[C@H](NC(=O)C1CCOCC1)C2,C1COCCC1C(=O)N[C@@H]1Cn2ncc(C(NCc3cnccc3)=O)c2C1,[C][C][O][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][C][N][N][=C][C][Branch1][#C][C][Branch1][O][N][C][C][=C][N][=C][C][=C][Ring1][=Branch1][=O][=C][Ring1][#C][C][Ring2][Ring1][C]
O=C([O-])Cn1cc([C@H](C(=O)[O-])N2CCOCC2)c2ccc(F)cc21,Fc1ccc2c([C@@H](N3CCOCC3)C(=O)[O-])cn(CC([O-])=O)c2c1,[F][C][=C][C][=C][C][Branch1][P][C@@H1][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][#Branch1]
Cc1cc(=O)c2cccc(C(=O)NCc3ccccc3)c2[nH]1,c1c(C)[nH]c2c(c1=O)cccc2C(=O)NCc1ccccc1,[C][=C][Branch1][C][C][NH1][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
O=C([O-])CC[C@H](NC(=O)Cn1cnc2ccccc2c1=O)C(=O)[O-],n1cn(CC(N[C@H](C(=O)[O-])CCC(=O)[O-])=O)c(=O)c2c1cccc2,[N][=C][N][Branch2][Ring1][=Branch1][C][C][Branch1][P][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][C][=Branch1][C][=O][O-1][=O][C][=Branch1][C][=O][C][=C][Ring2][Ring1][Ring2][C][=C][C][=C][Ring1][=Branch1]
Cc1nn(C)c(C)c1CNc1c(NCc2ccccn2)c(=O)c1=O,O=c1c(NCc2c(C)n(C)nc2C)c(NCc2ncccc2)c1=O,[O][=C][C][Branch1][P][N][C][C][=C][Branch1][C][C][N][Branch1][C][C][N][=C][Ring1][#Branch1][C][=C][Branch1][O][N][C][C][=N][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][=Branch1][=O]
CCn1cc(C(=O)N2CCC3(CC2)C[C@H](C(=O)NCc2ccccn2)[N@H+](C)C3)cn1,c1cnc(CNC([C@H]2CC3(C[N@H+]2C)CCN(C(=O)c2cnn(CC)c2)CC3)=O)cc1,[C][=C][N][=C][Branch2][Ring2][O][C][N][C][Branch2][Ring2][Ring2][C@H1][C][C][Branch1][=Branch1][C][N@H1+1][Ring1][Branch1][C][C][C][N][Branch1][S][C][=Branch1][C][=O][C][C][=N][N][Branch1][Ring1][C][C][C][=Ring1][#Branch1][C][C][Ring2][Ring1][C][=O][C][=C][Ring2][Ring1][=C]
COc1cccc(-c2n[nH]c(C3CC3)c2NC(=O)c2cc(F)cc(F)c2)c1,O(C)c1cccc(-c2c(NC(=O)c3cc(F)cc(F)c3)c(C3CC3)[nH]n2)c1,[O][Branch1][C][C][C][=C][C][=C][C][Branch2][Ring2][=Branch1][C][C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1][NH1][N][=Ring2][Ring1][Ring1][=C][Ring2][Ring1][=Branch2]
Cc1nn(C)c(C)c1C(=O)NC[C@H]1CN(Cc2ccccc2)C(=O)CO1,C(NC(c1c(C)n(C)nc1C)=O)[C@@H]1OCC(=O)N(Cc2ccccc2)C1,[C][Branch2][Ring1][Ring2][N][C][Branch1][#C][C][=C][Branch1][C][C][N][Branch1][C][C][N][=C][Ring1][#Branch1][C][=O][C@@H1][O][C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=C]
CSCC[C@@H](NC(=O)CNC(=O)c1cnccn1)c1nnc2ccccn12,c1cnc(C(NCC(N[C@H](CCSC)c2n3ccccc3nn2)=O)=O)cn1,[C][=C][N][=C][Branch2][Ring2][C][C][Branch2][Ring1][=N][N][C][C][Branch2][Ring1][=Branch1][N][C@H1][Branch1][Branch1][C][C][S][C][C][N][C][=C][C][=C][C][Ring1][=Branch1][=N][N][=Ring1][=Branch2][=O][=O][C][=N][Ring2][Ring1][O]
Cc1ccccc1C(=O)Nc1ccc([S@@+](=O)([OH2+])Nc2ccc(F)cc2)cc1,c1c([S@@+](=O)([OH2+])Nc2ccc(F)cc2)ccc(NC(c2c(C)cccc2)=O)c1,[C][=C][Branch2][Ring1][Ring2][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][Branch1][P][N][C][Branch1][N][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][=O][=C][Ring2][Ring1][O]
Cn1cc(CN2CCN(C(=O)c3ccsc3)CC2)ccc1=O,C(N1CCN(C(=O)c2ccsc2)CC1)c1cn(C)c(=O)cc1,[C][Branch2][Ring1][=Branch1][N][C][C][N][Branch1][N][C][=Branch1][C][=O][C][C][=C][S][C][=Ring1][Branch1][C][C][Ring1][=N][C][=C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Ring1][Branch2]
Cc1ccc(-c2ncc(C(=O)Nc3ccc(C)cc3C)c(C)n2)cc1,c1c(C(Nc2ccc(C)cc2C)=O)c(C)nc(-c2ccc(C)cc2)n1,[C][=C][Branch2][Ring1][C][C][Branch1][=C][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=O][C][Branch1][C][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=N][Ring2][Ring1][=Branch2]
CCOC(=O)c1c(C)sc2c(C)c(C)[nH]c12,O(CC)C(c1c2[nH]c(C)c(C)c2sc1C)=O,[O][Branch1][Ring1][C][C][C][Branch2][Ring1][Ring2][C][C][NH1][C][Branch1][C][C][=C][Branch1][C][C][C][=Ring1][#Branch1][S][C][=Ring1][#Branch2][C][=O]
CC[S@+](=O)([OH2+])N1CCn2c(nnc2[C@@H]2CCCN(C(C)=O)C2)C1,c12n(c([C@@H]3CCCN(C(C)=O)C3)nn1)CCN([S@+]([OH2+])(=O)CC)C2,[C][N][Branch2][Ring1][#Branch1][C][Branch1][S][C@@H1][C][C][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][Ring1][=Branch2][=N][N][=Ring1][=C][C][C][N][Branch1][#Branch2][S@+1][Branch1][C][OH2+1][=Branch1][C][=O][C][C][C][Ring2][Ring1][#Branch1]
CCOC(=O)[C@H]1CCCN(C(=O)Cc2cccc(N(Cc3ccc(C)cc3)C(=O)COC)c2)C1,O=C(Cc1cc(N(Cc2ccc(C)cc2)C(COC)=O)ccc1)N1C[C@@H](C(=O)OCC)CCC1,[O][=C][Branch2][Ring2][Ring2][C][C][=C][C][Branch2][Ring1][#Branch1][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Branch1][Ring2][C][O][C][=O][=C][C][=C][Ring2][Ring1][Ring2][N][C][C@@H1][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][C][C][C][Ring1][O]
O=C(NCc1cccs1)c1cc2ccccn2n1,c1cc2n(nc(C(=O)NCc3sccc3)c2)cc1,[C][=C][C][N][Branch2][Ring1][Branch1][N][=C][Branch1][=C][C][=Branch1][C][=O][N][C][C][S][C][=C][C][=Ring1][Branch1][C][=Ring1][=C][C][=C][Ring2][Ring1][C]
Cc1cc(C(=O)N(C)Cc2ccnn2C)c2c(C)nn(C)c2n1,c1(C)cc(C(=O)N(Cc2n(C)ncc2)C)c2c(C)nn(C)c2n1,[C][Branch1][C][C][=C][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][Branch1][N][C][C][N][Branch1][C][C][N][=C][C][=Ring1][=Branch1][C][=C][C][Branch1][C][C][=N][N][Branch1][C][C][C][Ring1][#Branch1][=N][Ring2][Ring1][#Branch1]
Cn1ccc2ccc(C(=O)NCc3nnc4ccccn34)cc21,c1ccc2nnc(CNC(=O)c3ccc4c(n(C)cc4)c3)n2c1,[C][C][=C][C][=N][N][=C][Branch2][Ring1][=Branch2][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch2][N][Branch1][C][C][C][=C][Ring1][=Branch1][=C][Ring1][#Branch2][N][Ring2][Ring1][Ring1][C][=Ring2][Ring1][#Branch1]
COc1ccc(N2C(=O)[C@@H](C(=O)Nc3ccc(Cl)cc3)C23CCC3)cc1,O(C)c1ccc(N2C(=O)[C@@H](C(=O)Nc3ccc(Cl)cc3)C23CCC3)cc1,[O][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][P][N][C][=Branch1][C][=O][C@@H1][Branch1][P][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][#C][C][C][C][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2]
Cc1ccc(-c2ccnc3c(C(=O)Nc4ccc(F)cc4)cnn23)cc1C,Cc1c(C)cc(-c2n3c(c(C(=O)Nc4ccc(F)cc4)cn3)ncc2)cc1,[C][C][=C][Branch1][C][C][C][=C][Branch2][Ring2][Ring2][C][N][C][=Branch2][Ring1][Branch2][=C][Branch1][P][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=N][Ring1][#C][N][=C][C][=Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][#Branch2]
C=C1O[C@@H](n2cc(C)c(N)nc2=O)C[C@@H]1O,O[C@H]1C[C@H](n2cc(C)c(N)nc2=O)OC1=C,[O][C@H1][C][C@H1][Branch1][S][N][C][=C][Branch1][C][C][C][Branch1][C][N][=N][C][Ring1][Branch2][=O][O][C][Ring1][=C][=C]
Cn1ncc(Br)c1[C@H]1N[C@H](C(=O)[O-])CS1,c1(Br)c([C@@H]2SC[C@@H](C(=O)[O-])N2)n(C)nc1,[C][Branch1][C][Br][=C][Branch1][#C][C@@H1][S][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Ring1][Branch2][N][Branch1][C][C][N][=C][Ring1][#C]
O=C([O-])c1ccccc1NCCc1ccc(Cl)cc1,c1cccc(NCCc2ccc(Cl)cc2)c1C([O-])=O,[C][=C][C][=C][C][Branch1][#C][N][C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Ring1][S][C][Branch1][C][O-1][=O]
CC(=O)N=[S@@](=O)([O-])c1ccc(NC(=O)CS(=O)(=O)Cc2ccccc2)cc1,c1c([S@@](=O)(=NC(=O)C)[O-])ccc(NC(CS(Cc2ccccc2)(=O)=O)=O)c1,[C][=C][Branch1][=C][S@@][=Branch1][C][=O][=Branch1][#Branch1][=N][C][=Branch1][C][=O][C][O-1][C][=C][C][Branch2][Ring1][Branch2][N][C][Branch2][Ring1][C][C][S][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=Branch1][C][=O][=O][=O][=C][Ring2][Ring1][O]
Cn1ncc2c3ccccc3n(CC(=O)N3CCC(C(N)=O)CC3)c2c1=O,c1ccc2c(c1)n(CC(N1CCC(C(N)=O)CC1)=O)c1c(=O)n(C)ncc21,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch2][Ring1][Branch1][C][C][Branch1][S][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][=O][C][C][=Branch1][C][=O][N][Branch1][C][C][N][=C][C][Ring2][Ring1][Branch2][=Ring1][Branch2]
CC[C@@H](C)[C@@H](NC(=O)Cn1cc(-c2ccc(OC)cc2)ncc1=O)C(=O)[O-],O(C)c1ccc(-c2ncc(=O)n(CC(N[C@@H](C(=O)[O-])[C@H](C)CC)=O)c2)cc1,[O][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][Ring2][C][N][=C][C][=Branch1][C][=O][N][Branch2][Ring1][Branch1][C][C][Branch1][S][N][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@H1][Branch1][C][C][C][C][=O][C][=Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2]
Cc1nc(-c2nn(-c3ccccc3)c(=O)n(CC(=O)[O-])c2=O)no1,c1ccccc1-n1nc(-c2noc(C)n2)c(=O)n(CC(=O)[O-])c1=O,[C][=C][C][=C][C][=C][Ring1][=Branch1][N][N][=C][Branch1][O][C][=N][O][C][Branch1][C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][Ring1][P][=O]
O=C([O-])[C@@H]1[C@@H]2C=C[C@@]3(O2)[C@H]1C(=O)N1CCCO[C@@H]13,O=C1N2[C@@H]([C@]34O[C@H]([C@@H](C([O-])=O)[C@H]13)C=C4)OCCC2,[O][=C][N][C@@H1][Branch2][Ring1][#Branch1][C@][O][C@H1][Branch1][=C][C@@H1][Branch1][=Branch1][C][Branch1][C][O-1][=O][C@H1][Ring1][O][Ring1][Branch2][C][=C][Ring1][#Branch2][O][C][C][C][Ring1][S]
Cc1c(NC(=O)c2c(N=[S@@](=O)([O-])c3cnn(C)c3C)cnn2C)cnn1C,Cc1c([S@@](=Nc2cnn(C)c2C(=O)Nc2cnn(C)c2C)([O-])=O)cnn1C,[C][C][=C][Branch2][Ring2][Ring2][S@@][=Branch2][Ring1][N][=N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][Branch1][C][O-1][=O][C][=N][N][Ring2][Ring1][=Branch2][C]
COc1cc(O)nc(SCC(=O)Nc2ccc([S@@+](N)(=O)[OH2+])cc2)n1,O=C(Nc1ccc([S@@+](=O)([OH2+])N)cc1)CSc1nc(OC)cc(O)n1,[O][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][N][C][=C][Ring1][#Branch2][C][S][C][=N][C][Branch1][Ring1][O][C][=C][C][Branch1][C][O][=N][Ring1][=Branch2]
CCn1cc(NC(=O)c2c([N+](=O)[O-])cnn2CC)c(C(N)=O)n1,C(n1nc(C(=O)N)c(NC(=O)c2n(CC)ncc2[N+](=O)[O-])c1)C,[C][Branch2][Ring2][Branch2][N][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][Branch1][Ring1][C][C][N][=C][C][=Ring1][#Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][Branch1][C]
Cn1c(=O)c2c(nc(C[NH+]3CCCCC3)n2CC(N)=O)n(C)c1=O,C1[NH+](Cc2nc3c(c(=O)n(C)c(=O)n3C)n2CC(N)=O)CCCC1,[C][NH1+1][Branch2][Ring1][P][C][C][=N][C][=C][Branch1][P][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C][N][Ring1][=N][C][C][Branch1][C][N][=O][C][C][C][C][Ring2][Ring1][Branch2]
CCn1ncc(N)c1C(N)=O,c1(N)c(C(N)=O)n(CC)nc1,[C][Branch1][C][N][=C][Branch1][=Branch1][C][Branch1][C][N][=O][N][Branch1][Ring1][C][C][N][=C][Ring1][O]
CC(=O)[C@H]1C(C)=Nc2ncnn2[C@H]1c1cn(C)nc1C,CC([C@H]1C(C)=Nc2n(ncn2)[C@H]1c1cn(C)nc1C)=O,[C][C][Branch2][Ring1][=C][C@H1][C][Branch1][C][C][=N][C][N][Branch1][=Branch1][N][=C][N][=Ring1][Branch1][C@H1][Ring1][#Branch2][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][C][=O]
Cc1cc(=O)n2nc(CC(=O)[O-])sc2n1,n12c(=O)cc(C)nc1sc(CC([O-])=O)n2,[N][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][=C][Ring1][Branch2][S][C][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][=N][Ring1][#C]
N#Cc1cnn2cccnc12,c12c(C#N)cnn1cccn2,[C][=C][Branch1][Ring1][C][#N][C][=N][N][Ring1][#Branch1][C][=C][C][=N][Ring1][O]
Cc1nc2nc3c(cn2n1)C(=O)CCC3,C1Cc2nc3n(cc2C(=O)C1)nc(C)n3,[C][C][C][=N][C][N][Branch1][N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][O][N][=C][Branch1][C][C][N][=Ring1][O]
COc1cccc(-c2nc3ccccn3c2NC(=O)Nc2ccc(F)c(F)c2)c1,c1c(OC)cc(-c2c(NC(=O)Nc3cc(F)c(F)cc3)n3c(cccc3)n2)cc1,[C][=C][Branch1][Ring1][O][C][C][=C][Branch2][Ring2][Branch2][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][N][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][=N]
Cn1cnc([S@+](=O)([OH2+])N2CCCN3C(=O)N(c4ccccc4)C(=O)[C@H]3C2)c1,O=[S@@+]([OH2+])(N1CCCN2[C@@H](C(=O)N(c3ccccc3)C2=O)C1)c1ncn(C)c1,[O][=S@@+1][Branch1][C][OH2+1][Branch2][Ring1][P][N][C][C][C][N][C@@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][N][=O][C][Ring2][Ring1][C][C][N][=C][N][Branch1][C][C][C][=Ring1][=Branch1]
Cc1cc(NC(=O)c2nn(C)c(=O)c3ccccc23)n([C@H]2CC[S@+](=O)([OH2+])C2)n1,[S@+]1(=O)([OH2+])C[C@@H](n2nc(C)cc2NC(c2nn(C)c(=O)c3ccccc32)=O)CC1,[S@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][C@@H1][Branch2][Ring2][Branch1][N][N][=C][Branch1][C][C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring1][Branch1][C][=N][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][N][=O][C][C][Ring2][Ring1][N]
Cc1ccccc1N1C(=O)[C@@H](O)[C@@H](O)C1=O,O[C@H]1C(=O)N(c2ccccc2C)C(=O)[C@H]1O,[O][C@H1][C][=Branch1][C][=O][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][C@H1][Ring1][=C][O]
O=C([O-])CCCNC(=O)Cn1nc2c(cc1=O)CCCCC2,c12cc(=O)n(CC(NCCCC(=O)[O-])=O)nc1CCCCC2,[C][=C][C][=Branch1][C][=O][N][Branch1][#C][C][C][Branch1][#Branch2][N][C][C][C][C][=Branch1][C][=O][O-1][=O][N][=C][Ring1][P][C][C][C][C][C][Ring2][Ring1][=Branch1]
