original,augmented,selfies
CCn1cc([C@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)cn1,O1c2[nH]nc(C)c2[C@@H](c2cn(CC)nc2)C(C#N)=C1N,[O][C][NH1][N][=C][Branch1][C][C][C][=Ring1][=Branch1][C@@H1][Branch1][N][C][=C][N][Branch1][Ring1][C][C][N][=C][Ring1][#Branch1][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][Ring1][N]
CCn1cc(C(=O)N2CCC[C@H](c3[nH]ccc3C(N)=O)C2)cn1,c1c(C(=O)N)c([C@H]2CCCN(C(c3cnn(CC)c3)=O)C2)[nH]c1,[C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Branch2][Ring1][#Branch2][C@H1][C][C][C][N][Branch1][S][C][Branch1][N][C][C][=N][N][Branch1][Ring1][C][C][C][=Ring1][#Branch1][=O][C][Ring1][#C][NH1][C][=Ring2][Ring1][#Branch1]
Cn1c(=O)c2[nH]c(NCCO)nc2n(C)c1=O,c1(=O)n(C)c(=O)c2c(nc(NCCO)[nH]2)n1C,[C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Branch1][N][N][=C][Branch1][Branch1][N][C][C][O][NH1][Ring1][=Branch2][N][Ring1][S][C]
CN1c2cc(C(=O)N3CCC(C(N)=O)CC3)ccc2C(=O)N2CCCC[C@@H]21,C(=O)(N)C1CCN(C(=O)c2ccc3c(c2)N(C)[C@H]2CCCCN2C3=O)CC1,[C][=Branch1][C][=O][Branch1][C][N][C][C][C][N][Branch2][Ring1][#C][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][C][C][C@H1][C][C][C][C][N][Ring1][=Branch1][C][Ring1][N][=O][C][C][Ring2][Ring1][Branch2]
c1ccc(Sc2ncnc3sc4c(c23)CCCC4)cc1,c12c(c(Sc3ccccc3)ncn1)c1c(s2)CCCC1,[C][=C][Branch2][Ring1][C][C][Branch1][#Branch2][S][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=N][Ring1][=N][C][=C][Branch1][Ring2][S][Ring1][S][C][C][C][C][Ring1][#Branch1]
NC(=O)c1cn(C[C@@H]2C[C@H](F)CN2C(=O)c2ccncc2F)nn1,C1[C@@H](Cn2cc(C(N)=O)nn2)N(C(=O)c2ccncc2F)C[C@H]1F,[C][C@@H1][Branch1][S][C][N][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][N][=N][Ring1][Branch2][N][Branch1][=C][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][F][C][C@H1][Ring2][Ring1][#Branch1][F]
Cn1c(=O)c2c(ncn2C)n(C)c1=O,c12c(=O)n(C)c(=O)n(C)c1ncn2C,[C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Ring1][#Branch2][N][=C][N][Ring1][=N][C]
Cn1ncc(Br)c1C(=O)Nc1cnn(C)c1C(N)=O,n1cc(NC(=O)c2c(Br)cnn2C)c(C(=O)N)n1C,[N][=C][C][Branch1][P][N][C][=Branch1][C][=O][C][=C][Branch1][C][Br][C][=N][N][Ring1][=Branch1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][N][Ring2][Ring1][C][C]
Cc1c2cnn(-c3ccccc3)c(=O)c2c(C)n1CCCC(=O)N1[C@H](C)CCC[C@@H]1C,n1(-c2ccccc2)ncc2c(c(C)n(CCCC(N3[C@@H](C)CCC[C@H]3C)=O)c2C)c1=O,[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][C][C][=Branch2][Ring1][P][=C][Branch1][C][C][N][Branch2][Ring1][Ring2][C][C][C][C][Branch1][=N][N][C@@H1][Branch1][C][C][C][C][C][C@H1][Ring1][#Branch1][C][=O][C][=Ring2][Ring1][Ring1][C][C][Ring2][Ring1][=C][=O]
CC(C)NC(=[NH2+])CCn1cnc2c1c(=O)n(C)c(=O)n2C,C(CCn1c2c(nc1)n(C)c(=O)n(C)c2=O)(=[NH2+])NC(C)C,[C][Branch2][Ring1][N][C][C][N][C][=C][Branch1][Branch1][N][=C][Ring1][Branch1][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][O][=O][=Branch1][C][=NH2+1][N][C][Branch1][C][C][C]
Cc1csc2ncc(C(=O)NCCc3nnc4ccccn34)c(=O)n12,C(=O)(NCCc1nnc2ccccn21)c1c(=O)n2c(C)csc2nc1,[C][=Branch1][C][=O][Branch1][P][N][C][C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch1][Ring1][=Branch2][C][C][=Branch1][C][=O][N][C][Branch1][C][C][=C][S][C][Ring1][=Branch1][=N][C][=Ring1][O]
O=C([O-])[C@H](Cc1ccccc1)N1C(=O)c2nccnc2C1=O,[C@H](Cc1ccccc1)(C(=O)[O-])N1C(=O)c2nccnc2C1=O,[C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][=N][C][=C][N][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O]
C[S@+](=O)([OH2+])N1CCCc2cc(C(=O)N3CCC(C(N)=O)CC3)ccc21,N1(C(c2ccc3c(c2)CCCN3[S@@+]([OH2+])(C)=O)=O)CCC(C(=O)N)CC1,[N][Branch2][Ring1][=C][C][Branch2][Ring1][=Branch2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][N][Ring1][#Branch1][S@@+1][Branch1][C][OH2+1][Branch1][C][C][=O][=O][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][C][Ring2][Ring1][=Branch2]
COc1cc2[nH]c(CSc3nc[nH]n3)nc(=O)c2cc1OC,c1(OC)cc2[nH]c(CSc3n[nH]cn3)nc(=O)c2cc1OC,[C][Branch1][Ring1][O][C][=C][C][NH1][C][Branch1][#Branch2][C][S][C][=N][NH1][C][=N][Ring1][Branch1][=N][C][=Branch1][C][=O][C][=Ring1][=C][C][=C][Ring2][Ring1][Ring2][O][C]
Cc1c(-c2ccnc3cc(C(=O)N4CCc5ccccc54)nn23)cnn1C,c1c(-c2c(C)n(C)nc2)n2c(cc(C(N3CCc4ccccc43)=O)n2)nc1,[C][=C][Branch1][=C][C][=C][Branch1][C][C][N][Branch1][C][C][N][=C][Ring1][#Branch1][N][C][=Branch2][Ring1][#Branch2][=C][C][Branch2][Ring1][C][C][Branch1][=C][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][=O][=N][Ring1][S][N][=C][Ring2][Ring1][O]
CO[C@H]1C(=O)N(C2CC[NH2+]CC2)[C@H]1c1ccncc1,c1nccc([C@H]2[C@@H](OC)C(=O)N2C2CC[NH2+]CC2)c1,[C][=N][C][=C][C][Branch2][Ring1][=Branch1][C@H1][C@@H1][Branch1][Ring1][O][C][C][=Branch1][C][=O][N][Ring1][#Branch1][C][C][C][NH2+1][C][C][Ring1][=Branch1][=C][Ring2][Ring1][Ring1]
Cn1nccc1C(=O)N1CCC[C@@H]1C(=O)NCc1cscn1,c1(CNC([C@H]2CCCN2C(c2ccnn2C)=O)=O)cscn1,[C][Branch2][Ring1][O][C][N][C][Branch2][Ring1][Ring2][C@H1][C][C][C][N][Ring1][Branch1][C][Branch1][=Branch2][C][=C][C][=N][N][Ring1][Branch1][C][=O][=O][=C][S][C][=N][Ring2][Ring1][=Branch1]
COc1cccc(-n2ccn3c(SCC(N)=O)nnc3c2=O)c1,c1cn2c(SCC(N)=O)nnc2c(=O)n1-c1cccc(OC)c1,[C][=C][N][C][Branch1][Branch2][S][C][C][Branch1][C][N][=O][=N][N][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][Ring1][#C][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2]
NC(=O)c1nnn(-c2cccnc2)c1N,c1ncc(-n2c(N)c(C(=O)N)nn2)cc1,[C][=N][C][=C][Branch2][Ring1][C][N][C][Branch1][C][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][N][=N][Ring1][=Branch2][C][=C][Ring1][#C]
O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)[O-])c(O)c2O,Oc1c(S(=O)([O-])=O)cc2c(c1O)C(=O)c1ccccc1C2=O,[O][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][Branch1][C][O-1][=O][C][=C][C][=Branch1][Branch1][=C][Ring1][#Branch2][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=O]
COc1ccc(N2C(=O)C[C@@H](NCc3ccc([S@@+](N)(=O)[OH2+])cc3)C2=O)cc1,O=[S@+](c1ccc(CN[C@H]2C(=O)N(c3ccc(OC)cc3)C(=O)C2)cc1)([OH2+])N,[O][=S@+1][Branch2][Ring2][#Branch2][C][=C][C][=C][Branch2][Ring1][=C][C][N][C@H1][C][=Branch1][C][=O][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][Branch1][C][OH2+1][N]
Cc1cc(C(=O)N[C@H](C)Cc2cn(C)nc2C)n2ncnc2n1,Cc1c(C[C@@H](C)NC(=O)c2n3ncnc3nc(C)c2)cn(C)n1,[C][C][C][Branch2][Ring1][O][C][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][N][N][=C][N][=C][Ring1][Branch1][N][=C][Branch1][C][C][C][=Ring1][#Branch2][=C][N][Branch1][C][C][N][=Ring2][Ring1][=Branch1]
O=C(CCn1c(=O)c2cccn2c2cccnc21)NCCCN1CCCC1=O,O=c1n(CCC(NCCCN2CCCC2=O)=O)c2ncccc2n2cccc12,[O][=C][N][Branch2][Ring1][Ring1][C][C][C][Branch1][=N][N][C][C][C][N][C][C][C][C][Ring1][Branch1][=O][=O][C][=N][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][Ring2][Ring1][O][Ring1][Branch1]
Cc1cc(C(=O)N2C[C@@H](F)C[C@H]2Cn2cc(C(=O)N(C)C)nn2)nn1C,O=C(N(C)C)c1nnn(C[C@@H]2C[C@H](F)CN2C(c2nn(C)c(C)c2)=O)c1,[O][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][N][=N][N][Branch2][Ring1][=N][C][C@@H1][C][C@H1][Branch1][C][F][C][N][Ring1][=Branch1][C][Branch1][=C][C][=N][N][Branch1][C][C][C][Branch1][C][C][=C][Ring1][#Branch1][=O][C][=Ring2][Ring1][Branch1]
O=C(NCCc1nnc2ccccn12)c1ccc2nnnn2c1,n12c(CCNC(=O)c3cn4nnnc4cc3)nnc1cccc2,[N][C][Branch2][Ring1][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][N][N][=N][N][=C][Ring1][Branch1][C][=C][Ring1][=Branch2][=N][N][=C][Ring2][Ring1][Ring1][C][=C][C][=C][Ring2][Ring1][#Branch1]
Cc1nn(-c2nc3c(c(=O)n(CC(N)=O)c(=O)n3C)n2C)c(C)c1C,n1c2c(n(C)c1-n1nc(C)c(C)c1C)c(=O)n(CC(=O)N)c(=O)n2C,[N][C][=C][Branch2][Ring1][=Branch1][N][Branch1][C][C][C][=Ring1][=Branch1][N][N][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][#Branch1][C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring2][Ring1][#Branch1][C]
COc1ccc(CCNC(=O)Cn2ccn3nc(-c4ccccc4)c(CO)c3c2=O)cc1OC,c1c(CCNC(Cn2ccn3c(c(CO)c(-c4ccccc4)n3)c2=O)=O)cc(OC)c(OC)c1,[C][=C][Branch2][Ring2][=Branch2][C][C][N][C][Branch2][Ring1][P][C][N][C][=C][N][C][=Branch2][Ring1][Ring2][=C][Branch1][Ring1][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][=N][C][Ring1][P][=O][=O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][C]
Cn1ccnc1C(=O)N1CCC(CC2CC2)(C(N)=O)CC1,O=C(N1CCC(CC2CC2)(C(=O)N)CC1)c1n(C)ccn1,[O][=C][Branch2][Ring1][Branch2][N][C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][Branch1][=Branch1][C][=Branch1][C][=O][N][C][C][Ring1][=N][C][N][Branch1][C][C][C][=C][N][=Ring1][=Branch1]
Cc1nn(C(F)F)c(C)c1C(=O)Nn1cc([N+](=O)[O-])cn1,c1(C)c(C(=O)Nn2ncc([N+](=O)[O-])c2)c(C)nn1C(F)F,[C][Branch1][C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][N][N][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][Branch2][C][Branch1][C][C][=N][N][Ring2][Ring1][C][C][Branch1][C][F][F]
O=c1c2c(CO)c(-c3ccccc3)nn2ccn1Cc1cc(=O)n2ccccc2n1,c12c(CO)c(-c3ccccc3)nn1ccn(Cc1cc(=O)n3c(cccc3)n1)c2=O,[C][=C][Branch1][Ring1][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][Ring1][=N][C][=C][N][Branch2][Ring1][Branch1][C][C][=C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][O][C][Ring2][Ring1][=N][=O]
Cc1cc(N)n(-c2ccc(Oc3ccccc3)c(S(=O)(=O)[O-])c2)n1,O=S([O-])(=O)c1c(Oc2ccccc2)ccc(-n2nc(C)cc2N)c1,[O][=S][Branch1][C][O-1][=Branch1][C][=O][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][N][N][N][=C][Branch1][C][C][C][=C][Ring1][=Branch1][N][=C][Ring2][Ring1][Ring2]
O=C(CCc1c[nH]c2ccccc12)NCCn1cnc2ccc(F)cc2c1=O,C(CC(=O)NCCn1c(=O)c2cc(F)ccc2nc1)c1c2ccccc2[nH]c1,[C][Branch2][Ring1][=N][C][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][N][=C][Ring1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=Ring1][=Branch2]
CCn1cc(NC(=O)c2c(Cl)c(C)nn2C)c(C(N)=O)n1,c1(NC(=O)c2c(Cl)c(C)nn2C)cn(CC)nc1C(N)=O,[C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][Branch1][C][C][=N][N][Ring1][#Branch1][C][=C][N][Branch1][Ring1][C][C][N][=C][Ring2][Ring1][C][C][Branch1][C][N][=O]
CC[S@+](=O)([OH2+])N1CCc2c(c(CCNC(=O)c3cccnc3)nn2C)C1,N(CCc1c2c(n(C)n1)CCN([S@+]([OH2+])(=O)CC)C2)C(=O)c1cnccc1,[N][Branch2][Ring1][S][C][C][C][C][=C][Branch1][Branch2][N][Branch1][C][C][N][=Ring1][=Branch1][C][C][N][Branch1][#Branch2][S@+1][Branch1][C][OH2+1][=Branch1][C][=O][C][C][C][Ring1][=C][C][=Branch1][C][=O][C][=C][N][=C][C][=C][Ring1][=Branch1]
COc1ccc2c(c1OC)C(=O)N(c1nc[nH]n1)C2=O,N1(c2nc[nH]n2)C(=O)c2c(c(OC)c(OC)cc2)C1=O,[N][Branch1][Branch2][C][N][=C][NH1][N][=Ring1][Branch1][C][=Branch1][C][=O][C][=C][Branch1][#C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2][C][Ring2][Ring1][Ring1][=O]
Nn1cnn2c(SCC(=O)c3ccccc3)nnc12,c1ccc(C(CSc2nnc3n(N)cnn23)=O)cc1,[C][=C][C][=C][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][C][S][C][=N][N][=C][N][Branch1][C][N][C][=N][N][Ring1][=Branch2][Ring1][=Branch1][=O][C][=C][Ring2][Ring1][Ring1]
Cc1ccc(-c2cncc(C(=O)NCc3ccccc3Cl)c2)cc1,Cc1ccc(-c2cc(C(NCc3c(Cl)cccc3)=O)cnc2)cc1,[C][C][=C][C][=C][Branch2][Ring1][=N][C][=C][C][Branch2][Ring1][C][C][Branch1][=C][N][C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][=O][=C][N][=C][Ring1][P][C][=C][Ring2][Ring1][#Branch1]
COc1ccc([C@@H](C)NC(=O)Cc2c[nH]c3ncccc23)cc1OC,c12cccnc1[nH]cc2CC(N[C@H](C)c1cc(OC)c(OC)cc1)=O,[C][=C][C][=C][N][=C][Ring1][=Branch1][NH1][C][=C][Ring1][=Branch2][C][C][Branch2][Ring1][=Branch1][N][C@H1][Branch1][C][C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2][=O]
O=C([O-])c1nnn(-c2ccc3c(c2)OCCO3)c1-c1ccncc1,c1(-n2c(-c3ccncc3)c(C(=O)[O-])nn2)cc2c(cc1)OCCO2,[C][Branch2][Ring1][=Branch2][N][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][=N][Ring1][=C][=C][C][=C][Branch1][=Branch1][C][=C][Ring2][Ring1][Ring2][O][C][C][O][Ring1][Branch2]
Cc1nc([C@@H]2CN(C(=O)c3ccc(Br)o3)C[C@H]2C(N)=O)n[nH]1,[C@@H]1(c2n[nH]c(C)n2)CN(C(=O)c2ccc(Br)o2)C[C@H]1C(=O)N,[C@@H1][Branch1][O][C][=N][NH1][C][Branch1][C][C][=N][Ring1][=Branch1][C][N][Branch1][#C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][O][Ring1][=Branch1][C][C@H1][Ring2][Ring1][Ring1][C][=Branch1][C][=O][N]
Cn1c(=O)[n-]c2c(C(=O)N3CCOCC3)snc2c1=O,c1(C(N2CCOCC2)=O)snc2c1[n-]c(=O)n(C)c2=O,[C][Branch1][=N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=O][S][N][=C][C][=Ring1][=N][N-1][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][Branch2][=O]
Cn1c(=O)c2c(ncn2CC(=O)NCc2cccnc2)n(C)c1=O,c1ncc(CNC(Cn2c3c(=O)n(C)c(=O)n(C)c3nc2)=O)cc1,[C][=N][C][=C][Branch2][Ring2][C][C][N][C][Branch2][Ring1][O][C][N][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Ring1][#Branch2][N][=C][Ring1][=N][=O][C][=C][Ring2][Ring1][Branch2]
Cc1nnc2n(C)c(=O)c3ccccc3n12,c1(C)n2c(n(C)c(=O)c3ccccc23)nn1,[C][Branch1][C][C][N][C][Branch2][Ring1][Ring1][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][N][Ring1][=Branch1][=N][N][=Ring1][S]
Cc1nocc1C(=O)N1C[C@@H](CO)[C@H](c2ccccn2)C1,c1cnc([C@@H]2CN(C(c3c(C)noc3)=O)C[C@H]2CO)cc1,[C][=C][N][=C][Branch2][Ring1][#Branch2][C@@H1][C][N][Branch1][#C][C][Branch1][O][C][C][Branch1][C][C][=N][O][C][=Ring1][=Branch1][=O][C][C@H1][Ring1][=N][C][O][C][=C][Ring2][Ring1][Branch1]
Nn1ccc2c(cnc3ccnn32)c1=O,c1cc2c(c(=O)n1N)cnc1ccnn21,[C][=C][C][=C][Branch1][=Branch2][C][=Branch1][C][=O][N][Ring1][#Branch1][N][C][=N][C][=C][C][=N][N][Ring1][=N][Ring1][Branch1]
Cc1ncc(CO)c2cc(C(N)=O)/c(=[NH+]/c3ccc(C(N)=O)cc3)oc12,c1cc(/[NH+]=c2\oc3c(c(CO)cnc3C)cc2C(N)=O)ccc1C(=O)N,[C][=C][C][Branch2][Ring1][N][/NH1+1][=C][\O][C][=C][Branch1][N][C][Branch1][Ring1][C][O][=C][N][=C][Ring1][Branch2][C][C][=C][Ring1][=N][C][Branch1][C][N][=O][=C][C][=C][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][N]
COC(=O)c1cc([S@+](=O)([OH2+])N2CCC[C@H]2C(=O)NCc2ccccn2)cn1C,N1([S@@+](c2cn(C)c(C(=O)OC)c2)(=O)[OH2+])CCC[C@H]1C(=O)NCc1ncccc1,[N][Branch2][Ring1][O][S@@+1][Branch2][Ring1][Ring1][C][=C][N][Branch1][C][C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch2][=Branch1][C][=O][OH2+1][C][C][C][C@H1][Ring2][Ring1][C][C][=Branch1][C][=O][N][C][C][=N][C][=C][C][=C][Ring1][=Branch1]
CCn1ncc(Cl)c1C(=O)Nc1cn(C)nc1C(N)=O,n1n(CC)c(C(Nc2c(C(=O)N)nn(C)c2)=O)c(Cl)c1,[N][N][Branch1][Ring1][C][C][C][Branch2][Ring1][Branch2][C][Branch2][Ring1][Ring1][N][C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=N][N][Branch1][C][C][C][=Ring1][=Branch2][=O][=C][Branch1][C][Cl][C][=Ring2][Ring1][Ring2]
Cc1oc2ncn(C)c(=O)c2c1C(=O)NCc1ccccn1,c1(C(=O)NCc2ncccc2)c(C)oc2ncn(C)c(=O)c12,[C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=N][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][C][C][O][C][N][=C][N][Branch1][C][C][C][=Branch1][C][=O][C][Ring2][Ring1][=Branch1][=Ring1][Branch2]
Cc1ccn(CC(=O)N[C@@H]2CN(c3ncccn3)C[C@H]2CO)n1,[C@@H]1(CO)CN(c2ncccn2)C[C@H]1NC(=O)Cn1ccc(C)n1,[C@@H1][Branch1][Ring1][C][O][C][N][Branch1][=Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C@H1][Ring1][=N][N][C][=Branch1][C][=O][C][N][C][=C][C][Branch1][C][C][=N][Ring1][=Branch1]
Cc1cc2c(cc1N)n(C)c(=O)c(=O)n2C,c1(N)c(C)cc2n(C)c(=O)c(=O)n(C)c2c1,[C][Branch1][C][N][=C][Branch1][C][C][C][=C][N][Branch1][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#Branch2][=C][Ring1][S]
Cc1ccccc1N1CCN(C(=O)c2cccc3ccccc23)CC1,C1CN(c2c(C)cccc2)CCN1C(c1c2c(cccc2)ccc1)=O,[C][C][N][Branch1][N][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][C][N][Ring1][=N][C][Branch1][P][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][#Branch2][=O]
Cn1c(SCC(N)=O)nc2c(c1=O)SCC2,S(c1n(C)c(=O)c2c(n1)CCS2)CC(N)=O,[S][Branch2][Ring1][=Branch1][C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Branch1][Ring2][N][=Ring1][Branch2][C][C][S][Ring1][=Branch1][C][C][Branch1][C][N][=O]
NC(=O)CSc1nnc2c(=O)n(-c3ccccc3)ccn12,O=C(N)CSc1nnc2n1ccn(-c1ccccc1)c2=O,[O][=C][Branch1][C][N][C][S][C][=N][N][=C][N][Ring1][Branch1][C][=C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][N][=O]
Cc1ncc(CO)c([C@@H]2CCCN(C(=O)Cn3cccn3)C2)n1,c1ccnn1CC(=O)N1CCC[C@@H](c2c(CO)cnc(C)n2)C1,[C][=C][C][=N][N][Ring1][Branch1][C][C][=Branch1][C][=O][N][C][C][C][C@@H1][Branch1][S][C][=C][Branch1][Ring1][C][O][C][=N][C][Branch1][C][C][=N][Ring1][=Branch2][C][Ring1][#C]
Cc1nn(C)c(C(=O)Nc2cnn(C)c2C(N)=O)c1[N+](=O)[O-],c1([N+](=O)[O-])c(C(=O)Nc2c(C(N)=O)n(C)nc2)n(C)nc1C,[C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][N][Branch1][C][C][N][=C][Ring1][=Branch2][N][Branch1][C][C][N][=C][Ring2][Ring1][Branch1][C]
O=C(NCc1ccccc1)[C@H]1CC(=O)N(C2CN(C(=O)NCCc3ccccc3)C2)C1,C(N1CC(N2C[C@@H](C(NCc3ccccc3)=O)CC2=O)C1)(NCCc1ccccc1)=O,[C][Branch2][Ring2][Ring1][N][C][C][Branch2][Ring1][=Branch2][N][C][C@@H1][Branch1][#C][C][Branch1][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][C][Ring1][#C][=O][C][Ring2][Ring1][Ring2][Branch1][N][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O]
CN(C)C(=O)c1cc2n(n1)CCN(C(=O)c1ccc3[nH]ccc3c1)C2,C(N1CCn2c(cc(C(=O)N(C)C)n2)C1)(c1cc2cc[nH]c2cc1)=O,[C][Branch2][Ring1][O][N][C][C][N][C][=Branch1][P][=C][C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][=N][Ring1][#Branch2][C][Ring1][=C][Branch1][=C][C][=C][C][C][=C][NH1][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][=O]
CNC(=O)[C@@H]1CN(C(=O)c2n[nH]c3ccccc23)C[C@H]1c1nc(C)n[nH]1,C1[C@@H](C(=O)NC)[C@H](c2nc(C)n[nH]2)CN1C(c1n[nH]c2ccccc12)=O,[C][C@@H1][Branch1][#Branch1][C][=Branch1][C][=O][N][C][C@H1][Branch1][O][C][=N][C][Branch1][C][C][=N][NH1][Ring1][=Branch1][C][N][Ring1][#C][C][Branch1][=C][C][=N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][=O]
O=C(CCc1nnn2c1CN(C(=O)NCc1ccc(F)cc1)CC2)N1CCOCC1,C1c2n(nnc2CCC(=O)N2CCOCC2)CCN1C(NCc1ccc(F)cc1)=O,[C][C][N][Branch2][Ring1][Ring2][N][=N][C][=Ring1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][C][C][N][Ring2][Ring1][Ring1][C][Branch1][=C][N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=O]
O=C(Nn1cnnc1)[C@@H]1CC(=O)N(c2ccc(F)cc2)C1,c1c(N2C[C@H](C(Nn3cnnc3)=O)CC2=O)ccc(F)c1,[C][=C][Branch2][Ring1][#Branch1][N][C][C@H1][Branch1][=N][C][Branch1][=Branch2][N][N][C][=N][N][=C][Ring1][Branch1][=O][C][C][Ring1][=N][=O][C][=C][C][Branch1][C][F][=C][Ring2][Ring1][Branch1]
CCn1ncc(-c2cc(C[NH3+])no2)c1C,c1(-c2cc(C[NH3+])no2)c(C)n(CC)nc1,[C][Branch1][N][C][=C][C][Branch1][Ring1][C][NH3+1][=N][O][Ring1][#Branch1][=C][Branch1][C][C][N][Branch1][Ring1][C][C][N][=C][Ring1][#C]
