original,augmented
O=C([O-])C1CCN(c2ncnc3[nH]cnc23)CC1,C1CN(c2ncnc3[nH]cnc23)CCC1C(=O)[O-]
Cn1nccc1C(=O)N[C@@H](Cc1cnn(C)c1O)C(=O)NCc1ccccc1,N(Cc1ccccc1)C([C@H](Cc1c(O)n(C)nc1)NC(c1n(C)ncc1)=O)=O
Cn1nccc1C(=O)N[C@@H](Cc1cnn(C)c1O)C(=O)NCc1ccccc1,Oc1n(C)ncc1C[C@H](NC(=O)c1ccnn1C)C(=O)NCc1ccccc1
Cn1nccc1C(=O)N[C@@H](Cc1cnn(C)c1O)C(=O)NCc1ccccc1,[C@H](Cc1c(O)n(C)nc1)(C(NCc1ccccc1)=O)NC(=O)c1n(C)ncc1
CCOc1cc([C@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1OCC(N)=O,NC(COc1c(OCC)cc([C@@H]2c3c(C)n[nH]c3OC(N)=C2C#N)cc1)=O
CCOc1cc([C@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1OCC(N)=O,C1(N)=C(C#N)[C@H](c2ccc(OCC(N)=O)c(OCC)c2)c2c(C)n[nH]c2O1
CCOc1cc([C@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1OCC(N)=O,O1c2c(c(C)n[nH]2)[C@@H](c2cc(OCC)c(OCC(=O)N)cc2)C(C#N)=C1N
Cc1cnn(Cc2nc3c4cnn(C)c4ncn3n2)c1,c12c(c3n(cn1)nc(Cn1cc(C)cn1)n3)cnn2C
Cc1cnn(Cc2nc3c4cnn(C)c4ncn3n2)c1,n1n(Cc2nn3cnc4c(c3n2)cnn4C)cc(C)c1
Cc1cnn(Cc2nc3c4cnn(C)c4ncn3n2)c1,c12n(nc(Cn3ncc(C)c3)n1)cnc1c2cnn1C
NC(=O)C1([NH+]2CCCCC2)CCN(c2ccc(NC(=O)c3ccccc3Cl)c(C(=O)[O-])c2)CC1,N(C(=O)c1ccccc1Cl)c1ccc(N2CCC(C(=O)N)([NH+]3CCCCC3)CC2)cc1C([O-])=O
NC(=O)C1([NH+]2CCCCC2)CCN(c2ccc(NC(=O)c3ccccc3Cl)c(C(=O)[O-])c2)CC1,N1(c2ccc(NC(=O)c3c(Cl)cccc3)c(C(=O)[O-])c2)CCC(C(=O)N)([NH+]2CCCCC2)CC1
NC(=O)C1([NH+]2CCCCC2)CCN(c2ccc(NC(=O)c3ccccc3Cl)c(C(=O)[O-])c2)CC1,c1cccc(Cl)c1C(=O)Nc1c(C([O-])=O)cc(N2CCC(C(N)=O)([NH+]3CCCCC3)CC2)cc1
Cc1nnnn1-c1cccc(C(=O)NCc2ccc([S@@+](N)(=O)[OH2+])cc2)c1,c1(C)nnnn1-c1cc(C(=O)NCc2ccc([S@@+](=O)([OH2+])N)cc2)ccc1
Cc1nnnn1-c1cccc(C(=O)NCc2ccc([S@@+](N)(=O)[OH2+])cc2)c1,c1([S@+]([OH2+])(=O)N)ccc(CNC(=O)c2cc(-n3c(C)nnn3)ccc2)cc1
Cc1nnnn1-c1cccc(C(=O)NCc2ccc([S@@+](N)(=O)[OH2+])cc2)c1,c1c(-n2c(C)nnn2)cc(C(=O)NCc2ccc([S@+](=O)(N)[OH2+])cc2)cc1
CC(=O)N1CCC(C(=O)N2CCc3c(c(COc4cnccn4)nn3C)C2)CC1,c1nccnc1OCc1c2c(n(C)n1)CCN(C(C1CCN(C(=O)C)CC1)=O)C2
CC(=O)N1CCC(C(=O)N2CCc3c(c(COc4cnccn4)nn3C)C2)CC1,N1(C(=O)C)CCC(C(N2CCc3n(C)nc(COc4nccnc4)c3C2)=O)CC1
CC(=O)N1CCC(C(=O)N2CCc3c(c(COc4cnccn4)nn3C)C2)CC1,n1c(OCc2nn(C)c3c2CN(C(C2CCN(C(C)=O)CC2)=O)CC3)cncc1
Cc1nc2ncc3c(=O)n(CC(=O)[O-])ccc3n2n1,C(n1c(=O)c2cnc3nc(C)nn3c2cc1)C(=O)[O-]
Cc1nc2ncc3c(=O)n(CC(=O)[O-])ccc3n2n1,n1c2n(c3ccn(CC(=O)[O-])c(=O)c3c1)nc(C)n2
Cc1nc2ncc3c(=O)n(CC(=O)[O-])ccc3n2n1,c1(C)nn2c3ccn(CC([O-])=O)c(=O)c3cnc2n1
Cc1cc(C(=O)N2CC(=O)N(Cc3ccccc3)C[C@H](O)C2)n(C)n1,[C@H]1(O)CN(Cc2ccccc2)C(=O)CN(C(=O)c2cc(C)nn2C)C1
Cc1cc(C(=O)N2CC(=O)N(Cc3ccccc3)C[C@H](O)C2)n(C)n1,c1ccc(CN2C[C@H](O)CN(C(c3cc(C)nn3C)=O)CC2=O)cc1
Cc1cc(C(=O)N2CC(=O)N(Cc3ccccc3)C[C@H](O)C2)n(C)n1,c1cc(CN2C(=O)CN(C(=O)c3n(C)nc(C)c3)C[C@@H](O)C2)ccc1
Cn1nc2n(c1=O)CCN(C(=O)c1ccoc1)C2,N1(C(c2cocc2)=O)CCn2c(=O)n(C)nc2C1
Cn1nc2n(c1=O)CCN(C(=O)c1ccoc1)C2,c1c(C(=O)N2Cc3n(c(=O)n(C)n3)CC2)coc1
Cn1nc2n(c1=O)CCN(C(=O)c1ccoc1)C2,n1n(C)c(=O)n2c1CN(C(c1cocc1)=O)CC2
Cc1[nH+]c2cccnc2n1[C@@H]1CCN(C(=O)c2cccc(Cl)c2)C1,C1N(C(=O)c2cc(Cl)ccc2)C[C@H](n2c(C)[nH+]c3c2nccc3)C1
Cc1[nH+]c2cccnc2n1[C@@H]1CCN(C(=O)c2cccc(Cl)c2)C1,[C@@H]1(n2c3ncccc3[nH+]c2C)CCN(C(c2cccc(Cl)c2)=O)C1
Cc1[nH+]c2cccnc2n1[C@@H]1CCN(C(=O)c2cccc(Cl)c2)C1,c1c(C(N2C[C@H](n3c(C)[nH+]c4cccnc34)CC2)=O)cc(Cl)cc1
Nc1c(C(=O)c2ccccc2)nnc2ncnn12,c1ccc(C(c2nnc3n(c2N)ncn3)=O)cc1
Nc1c(C(=O)c2ccccc2)nnc2ncnn12,n1c2n(c(N)c(C(c3ccccc3)=O)nn2)nc1
Nc1c(C(=O)c2ccccc2)nnc2ncnn12,n1cnc2nnc(C(c3ccccc3)=O)c(N)n12
Cc1cc2ncn(C(=O)c3ccc(N(C)C)cc3)c2cc1C,c1cc(C(n2cnc3cc(C)c(C)cc32)=O)ccc1N(C)C
Cc1cc2ncn(C(=O)c3ccc(N(C)C)cc3)c2cc1C,c1cc(C(=O)n2c3c(cc(C)c(C)c3)nc2)ccc1N(C)C
Cc1cc2ncn(C(=O)c3ccc(N(C)C)cc3)c2cc1C,c1c(C)c(C)cc2n(C(c3ccc(N(C)C)cc3)=O)cnc12
Cn1cc([S@@+](=O)([OH2+])N2CCCn3nccc32)cn1,c1n(C)ncc1[S@+]([OH2+])(=O)N1CCCn2nccc21
Cn1cc([S@@+](=O)([OH2+])N2CCCn3nccc32)cn1,C1Cn2c(ccn2)N([S@@+](c2cn(C)nc2)([OH2+])=O)C1
Cn1cc([S@@+](=O)([OH2+])N2CCCn3nccc32)cn1,c1n(C)ncc1[S@+](N1c2ccnn2CCC1)([OH2+])=O
CCn1nc(C)c(C(=O)Nc2cn(C)nc2C(N)=O)c1C,c1(C)c(C(Nc2c(C(=O)N)nn(C)c2)=O)c(C)nn1CC
CCn1nc(C)c(C(=O)Nc2cn(C)nc2C(N)=O)c1C,C(=O)(Nc1cn(C)nc1C(N)=O)c1c(C)n(CC)nc1C
CCn1nc(C)c(C(=O)Nc2cn(C)nc2C(N)=O)c1C,n1(CC)nc(C)c(C(Nc2cn(C)nc2C(N)=O)=O)c1C
COc1ccccc1-n1ccnc(NCCc2ccc([S@@+](N)(=O)[OH2+])cc2)c1=O,c1cc(CCNc2c(=O)n(-c3c(OC)cccc3)ccn2)ccc1[S@@+]([OH2+])(N)=O
COc1ccccc1-n1ccnc(NCCc2ccc([S@@+](N)(=O)[OH2+])cc2)c1=O,c1(NCCc2ccc([S@@+](=O)([OH2+])N)cc2)c(=O)n(-c2c(OC)cccc2)ccn1
COc1ccccc1-n1ccnc(NCCc2ccc([S@@+](N)(=O)[OH2+])cc2)c1=O,C(Cc1ccc([S@@+]([OH2+])(N)=O)cc1)Nc1nccn(-c2ccccc2OC)c1=O
COCc1[nH+]cc(C)n1[C@@H]1CCN(C(=O)c2cc(C)n(C)n2)C1,Cn1c(C)cc(C(=O)N2C[C@H](n3c(COC)[nH+]cc3C)CC2)n1
COCc1[nH+]cc(C)n1[C@@H]1CCN(C(=O)c2cc(C)n(C)n2)C1,Cc1cc(C(N2CC[C@@H](n3c(COC)[nH+]cc3C)C2)=O)nn1C
COCc1[nH+]cc(C)n1[C@@H]1CCN(C(=O)c2cc(C)n(C)n2)C1,c1(C)n(C)nc(C(=O)N2C[C@H](n3c(COC)[nH+]cc3C)CC2)c1
Cn1c(C(=O)N2CCC(C(N)=O)CC2)cc2c(=O)n3ccccc3nc21,c12ccccn1c(=O)c1c(n(C)c(C(=O)N3CCC(C(N)=O)CC3)c1)n2
Cn1c(C(=O)N2CCC(C(N)=O)CC2)cc2c(=O)n3ccccc3nc21,NC(=O)C1CCN(C(=O)c2cc3c(=O)n4ccccc4nc3n2C)CC1
Cn1c(C(=O)N2CCC(C(N)=O)CC2)cc2c(=O)n3ccccc3nc21,c12n(C)c(C(=O)N3CCC(C(N)=O)CC3)cc1c(=O)n1ccccc1n2
Cc1ccccc1-n1nc(C)c(CC(=O)Nc2ccc3c(c2)oc(=O)n3C)c1C,c1cc(C)c(-n2nc(C)c(CC(=O)Nc3cc4c(cc3)n(C)c(=O)o4)c2C)cc1
Cc1ccccc1-n1nc(C)c(CC(=O)Nc2ccc3c(c2)oc(=O)n3C)c1C,c1cc2c(oc(=O)n2C)cc1NC(=O)Cc1c(C)n(-c2ccccc2C)nc1C
Cc1ccccc1-n1nc(C)c(CC(=O)Nc2ccc3c(c2)oc(=O)n3C)c1C,c1c2n(C)c(=O)oc2cc(NC(=O)Cc2c(C)n(-c3c(C)cccc3)nc2C)c1
CC(C)C(=O)Nn1ccc2c(cnc3ncnn32)c1=O,N(n1ccc2c(cnc3ncnn32)c1=O)C(=O)C(C)C
CC(C)C(=O)Nn1ccc2c(cnc3ncnn32)c1=O,n1cc2c(=O)n(NC(C(C)C)=O)ccc2n2ncnc12
CC(C)C(=O)Nn1ccc2c(cnc3ncnn32)c1=O,c1(=O)n(NC(C(C)C)=O)ccc2n3ncnc3ncc12
CC(=O)c1ccc(N2C(=O)C[C@H](N3CCC(C(N)=O)CC3)C2=O)cc1,c1c(N2C(=O)[C@@H](N3CCC(C(N)=O)CC3)CC2=O)ccc(C(=O)C)c1
CC(=O)c1ccc(N2C(=O)C[C@H](N3CCC(C(N)=O)CC3)C2=O)cc1,O=C1N(c2ccc(C(C)=O)cc2)C(=O)[C@@H](N2CCC(C(=O)N)CC2)C1
CC(=O)c1ccc(N2C(=O)C[C@H](N3CCC(C(N)=O)CC3)C2=O)cc1,N1([C@H]2CC(=O)N(c3ccc(C(C)=O)cc3)C2=O)CCC(C(N)=O)CC1
O=C([O-])CCNC(=O)Cn1nc2c(cc1=O)CCCC2,[O-]C(=O)CCNC(=O)Cn1nc2c(cc1=O)CCCC2
O=C([O-])CCNC(=O)Cn1nc2c(cc1=O)CCCC2,O=C(Cn1nc2c(cc1=O)CCCC2)NCCC([O-])=O
O=C([O-])CCNC(=O)Cn1nc2c(cc1=O)CCCC2,O=c1n(CC(NCCC([O-])=O)=O)nc2c(c1)CCCC2
Cn1cc(N2C[C@H](C(=O)[O-])CC2=O)cn1,[O-]C([C@H]1CN(c2cnn(C)c2)C(=O)C1)=O
Cn1cc(N2C[C@H](C(=O)[O-])CC2=O)cn1,c1(N2C(=O)C[C@@H](C([O-])=O)C2)cnn(C)c1
Cn1cc(N2C[C@H](C(=O)[O-])CC2=O)cn1,n1n(C)cc(N2C[C@H](C([O-])=O)CC2=O)c1
O=C([O-])[C@@H]1CS[C@H](c2ccc([C@@H]3N[C@H](C(=O)[O-])CS3)cc2)N1,N1[C@H](C([O-])=O)CS[C@@H]1c1ccc([C@H]2SC[C@@H](C(=O)[O-])N2)cc1
O=C([O-])[C@@H]1CS[C@H](c2ccc([C@@H]3N[C@H](C(=O)[O-])CS3)cc2)N1,O=C([C@H]1N[C@@H](c2ccc([C@H]3SC[C@@H](C(=O)[O-])N3)cc2)SC1)[O-]
O=C([O-])[C@@H]1CS[C@H](c2ccc([C@@H]3N[C@H](C(=O)[O-])CS3)cc2)N1,O=C([O-])[C@@H]1CS[C@H](c2ccc([C@H]3SC[C@@H](C(=O)[O-])N3)cc2)N1
C[S@+](=O)([OH2+])N1CCC[C@@H](C(=O)Nc2ccccc2C(N)=O)C1,[C@H]1(C(Nc2c(C(N)=O)cccc2)=O)CN([S@+]([OH2+])(=O)C)CCC1
C[S@+](=O)([OH2+])N1CCC[C@@H](C(=O)Nc2ccccc2C(N)=O)C1,c1cc(NC([C@@H]2CCCN([S@@+](C)(=O)[OH2+])C2)=O)c(C(N)=O)cc1
C[S@+](=O)([OH2+])N1CCC[C@@H](C(=O)Nc2ccccc2C(N)=O)C1,c1cccc(C(=O)N)c1NC(=O)[C@@H]1CCCN([S@@+]([OH2+])(C)=O)C1
O[C@H](OC[C@H]1Cc2ccccc2O1)[C@H]1Cc2ccccc2O1,O1c2ccccc2C[C@@H]1CO[C@H]([C@H]1Cc2ccccc2O1)O
O[C@H](OC[C@H]1Cc2ccccc2O1)[C@H]1Cc2ccccc2O1,c12ccccc1O[C@@H](CO[C@@H](O)[C@@H]1Oc3c(cccc3)C1)C2
O[C@H](OC[C@H]1Cc2ccccc2O1)[C@H]1Cc2ccccc2O1,[C@@H]1([C@@H](OC[C@H]2Cc3c(cccc3)O2)O)Oc2c(cccc2)C1
NNC(=O)Cn1cnc2c(cnn2-c2ccccc2)c1=O,O=c1c2c(n(-c3ccccc3)nc2)ncn1CC(=O)NN
NNC(=O)Cn1cnc2c(cnn2-c2ccccc2)c1=O,n1n(-c2ccccc2)c2c(c1)c(=O)n(CC(NN)=O)cn2
NNC(=O)Cn1cnc2c(cnn2-c2ccccc2)c1=O,c12c(n(-c3ccccc3)nc1)ncn(CC(=O)NN)c2=O
Cn1cc(-c2ccnc3nc(CCC(=O)[O-])nn23)cn1,c1nc2nc(CCC(=O)[O-])nn2c(-c2cn(C)nc2)c1
Cn1cc(-c2ccnc3nc(CCC(=O)[O-])nn23)cn1,[O-]C(=O)CCc1nc2n(n1)c(-c1cn(C)nc1)ccn2
Cn1cc(-c2ccnc3nc(CCC(=O)[O-])nn23)cn1,n1c(CCC(=O)[O-])nn2c(-c3cnn(C)c3)ccnc12
Cc1ccccc1OCCn1c(S(=O)(=O)[O-])nc2c(N)ncnc21,n1c2n(CCOc3ccccc3C)c(S([O-])(=O)=O)nc2c(N)nc1
Cc1ccccc1OCCn1c(S(=O)(=O)[O-])nc2c(N)ncnc21,n1cnc2n(CCOc3ccccc3C)c(S(=O)([O-])=O)nc2c1N
Cc1ccccc1OCCn1c(S(=O)(=O)[O-])nc2c(N)ncnc21,Nc1c2nc(S(=O)(=O)[O-])n(CCOc3c(C)cccc3)c2ncn1
Cc1nc2ncnn2c2ccn(-c3cc[nH]n3)c(=O)c12,c1(=O)c2c(C)nc3ncnn3c2ccn1-c1n[nH]cc1
Cc1nc2ncnn2c2ccn(-c3cc[nH]n3)c(=O)c12,[nH]1ccc(-n2c(=O)c3c(cc2)n2c(nc3C)ncn2)n1
Cc1nc2ncnn2c2ccn(-c3cc[nH]n3)c(=O)c12,n1n2c3ccn(-c4cc[nH]n4)c(=O)c3c(C)nc2nc1
CC(=O)NCc1cnn(-c2ccc(C(=O)NCc3cccnc3)cc2)c1,c1ncc(CNC(=O)c2ccc(-n3ncc(CNC(C)=O)c3)cc2)cc1
CC(=O)NCc1cnn(-c2ccc(C(=O)NCc3cccnc3)cc2)c1,N(C(=O)C)Cc1cn(-c2ccc(C(=O)NCc3cccnc3)cc2)nc1
CC(=O)NCc1cnn(-c2ccc(C(=O)NCc3cccnc3)cc2)c1,c1c(-n2cc(CNC(=O)C)cn2)ccc(C(=O)NCc2cccnc2)c1
N[S@+](=O)([OH2+])c1ccc(NC(=O)c2cccc(N3C(=O)CCC3=O)c2)cc1,c1c([S@@+](N)(=O)[OH2+])ccc(NC(=O)c2cc(N3C(=O)CCC3=O)ccc2)c1
N[S@+](=O)([OH2+])c1ccc(NC(=O)c2cccc(N3C(=O)CCC3=O)c2)cc1,c1cc(C(Nc2ccc([S@+](=O)(N)[OH2+])cc2)=O)cc(N2C(=O)CCC2=O)c1
N[S@+](=O)([OH2+])c1ccc(NC(=O)c2cccc(N3C(=O)CCC3=O)c2)cc1,O=[S@@+](N)([OH2+])c1ccc(NC(c2cc(N3C(=O)CCC3=O)ccc2)=O)cc1
N#CC1=C(N)Oc2c(oc(CO)cc2=O)[C@@H]1c1cccc(OCC(N)=O)c1,c1(CO)cc(=O)c2c(o1)[C@H](c1cccc(OCC(N)=O)c1)C(C#N)=C(N)O2
N#CC1=C(N)Oc2c(oc(CO)cc2=O)[C@@H]1c1cccc(OCC(N)=O)c1,c1c(OCC(N)=O)cc([C@H]2c3c(c(=O)cc(CO)o3)OC(N)=C2C#N)cc1
N#CC1=C(N)Oc2c(oc(CO)cc2=O)[C@@H]1c1cccc(OCC(N)=O)c1,c1(CO)cc(=O)c2c(o1)[C@H](c1cccc(OCC(=O)N)c1)C(C#N)=C(N)O2
Cc1sc2ncc(C(=O)NCc3ccncc3)c(=O)n2c1C,c1(=O)c(C(NCc2ccncc2)=O)cnc2sc(C)c(C)n12
Cc1sc2ncc(C(=O)NCc3ccncc3)c(=O)n2c1C,Cc1n2c(=O)c(C(NCc3ccncc3)=O)cnc2sc1C
Cc1sc2ncc(C(=O)NCc3ccncc3)c(=O)n2c1C,Cc1c(C)n2c(=O)c(C(=O)NCc3ccncc3)cnc2s1
Cc1cc(C)n(CCC(=O)N2CC[C@H](n3c(C)c[nH+]c3C)C2)n1,n1n(CCC(N2CC[C@H](n3c(C)c[nH+]c3C)C2)=O)c(C)cc1C
Cc1cc(C)n(CCC(=O)N2CC[C@H](n3c(C)c[nH+]c3C)C2)n1,N1(C(CCn2c(C)cc(C)n2)=O)CC[C@H](n2c(C)[nH+]cc2C)C1
Cc1cc(C)n(CCC(=O)N2CC[C@H](n3c(C)c[nH+]c3C)C2)n1,c1c(C)n(CCC(N2C[C@@H](n3c(C)c[nH+]c3C)CC2)=O)nc1C
NNC(=O)c1c([O-])n2c3c(cccc3c1=O)CCC2,C1Cn2c([O-])c(C(=O)NN)c(=O)c3c2c(ccc3)C1
NNC(=O)c1c([O-])n2c3c(cccc3c1=O)CCC2,c1(=O)c(C(=O)NN)c([O-])n2c3c(cccc13)CCC2
NNC(=O)c1c([O-])n2c3c(cccc3c1=O)CCC2,C1CCc2c3n1c([O-])c(C(=O)NN)c(=O)c3ccc2
Cn1nccc1C(=O)Nc1c(C(N)=O)cnn1C,n1n(C)c(NC(=O)c2n(C)ncc2)c(C(N)=O)c1
Cn1nccc1C(=O)Nc1c(C(N)=O)cnn1C,c1nn(C)c(C(Nc2n(C)ncc2C(N)=O)=O)c1
Cn1nccc1C(=O)Nc1c(C(N)=O)cnn1C,c1(C(=O)Nc2n(C)ncc2C(=O)N)ccnn1C
C[C@@H]1CCc2sc(NC(=O)c3ccc([S@@+](=O)([OH2+])N(C)c4ccccc4)cc3)c(C(N)=O)c2C1,c12c(c(C(=O)N)c(NC(c3ccc([S@+](N(C)c4ccccc4)([OH2+])=O)cc3)=O)s1)C[C@H](C)CC2
C[C@@H]1CCc2sc(NC(=O)c3ccc([S@@+](=O)([OH2+])N(C)c4ccccc4)cc3)c(C(N)=O)c2C1,c1c(N([S@@+](=O)(c2ccc(C(Nc3c(C(N)=O)c4c(s3)CC[C@@H](C)C4)=O)cc2)[OH2+])C)cccc1
C[C@@H]1CCc2sc(NC(=O)c3ccc([S@@+](=O)([OH2+])N(C)c4ccccc4)cc3)c(C(N)=O)c2C1,N(C(c1ccc([S@@+](N(c2ccccc2)C)(=O)[OH2+])cc1)=O)c1c(C(N)=O)c2c(s1)CC[C@@H](C)C2
O=c1cc(CSc2nc[nH]n2)nc2sccn12,c12n(c(=O)cc(CSc3n[nH]cn3)n1)ccs2
O=c1cc(CSc2nc[nH]n2)nc2sccn12,c1n2c(nc(CSc3n[nH]cn3)cc2=O)sc1
O=c1cc(CSc2nc[nH]n2)nc2sccn12,n1[nH]cnc1SCc1cc(=O)n2c(scc2)n1
CCn1cc(NC(=O)c2c(Br)c(C)nn2C)c(C(N)=O)n1,c1(C(Nc2c(C(=O)N)nn(CC)c2)=O)n(C)nc(C)c1Br
CCn1cc(NC(=O)c2c(Br)c(C)nn2C)c(C(N)=O)n1,CCn1nc(C(=O)N)c(NC(c2c(Br)c(C)nn2C)=O)c1
CCn1cc(NC(=O)c2c(Br)c(C)nn2C)c(C(N)=O)n1,c1(Br)c(C)nn(C)c1C(Nc1cn(CC)nc1C(=O)N)=O
N[S@+](=O)([OH2+])c1ccc(CN[C@H]2CC(=O)N(c3ccc(Br)cc3)C2=O)cc1,c1([S@@+](N)(=O)[OH2+])ccc(CN[C@H]2CC(=O)N(c3ccc(Br)cc3)C2=O)cc1
N[S@+](=O)([OH2+])c1ccc(CN[C@H]2CC(=O)N(c3ccc(Br)cc3)C2=O)cc1,c1c([S@@+](=O)([OH2+])N)ccc(CN[C@@H]2C(=O)N(c3ccc(Br)cc3)C(=O)C2)c1
N[S@+](=O)([OH2+])c1ccc(CN[C@H]2CC(=O)N(c3ccc(Br)cc3)C2=O)cc1,C1[C@H](NCc2ccc([S@@+]([OH2+])(N)=O)cc2)C(=O)N(c2ccc(Br)cc2)C1=O
C#CCOc1ccc([C@H]2C(C#N)=C(N)Oc3cc(O)ccc32)cc1Br,c1(OCC#C)c(Br)cc([C@H]2C(C#N)=C(N)Oc3cc(O)ccc32)cc1
C#CCOc1ccc([C@H]2C(C#N)=C(N)Oc3cc(O)ccc32)cc1Br,C(Oc1ccc([C@H]2C(C#N)=C(N)Oc3cc(O)ccc32)cc1Br)C#C
O=C(C[C@H](c1ccccc1F)c1c[nH]c2ccc(Cl)cc12)NCc1ccncc1,c1c(Cl)ccc2[nH]cc([C@@H](c3c(F)cccc3)CC(NCc3ccncc3)=O)c12
O=C(C[C@H](c1ccccc1F)c1c[nH]c2ccc(Cl)cc12)NCc1ccncc1,C(NCc1ccncc1)(C[C@@H](c1c2c([nH]c1)ccc(Cl)c2)c1ccccc1F)=O
O=C(C[C@H](c1ccccc1F)c1c[nH]c2ccc(Cl)cc12)NCc1ccncc1,[C@@H](c1c2cc(Cl)ccc2[nH]c1)(CC(NCc1ccncc1)=O)c1c(F)cccc1
CCn1cc(C(=O)N2CCC[C@@H](c3[nH]ccc3C(N)=O)C2)cn1,NC(c1cc[nH]c1[C@@H]1CCCN(C(=O)c2cn(CC)nc2)C1)=O
CCn1cc(C(=O)N2CCC[C@@H](c3[nH]ccc3C(N)=O)C2)cn1,n1(CC)ncc(C(=O)N2C[C@H](c3[nH]ccc3C(=O)N)CCC2)c1
CCn1cc(C(=O)N2CCC[C@@H](c3[nH]ccc3C(N)=O)C2)cn1,C1CN(C(c2cn(CC)nc2)=O)C[C@H](c2c(C(N)=O)cc[nH]2)C1
Cn1cncc1C(=O)N1Cc2c(C(=O)N3CCCC3)nn(C)c2C1,c1n(C)c(C(=O)N2Cc3n(C)nc(C(N4CCCC4)=O)c3C2)cn1
Cn1cncc1C(=O)N1Cc2c(C(=O)N3CCCC3)nn(C)c2C1,C1N(C(=O)c2cncn2C)Cc2n(C)nc(C(N3CCCC3)=O)c21
Cn1cncc1C(=O)N1Cc2c(C(=O)N3CCCC3)nn(C)c2C1,c1(C(=O)N2Cc3c(n(C)nc3C(N3CCCC3)=O)C2)cncn1C
COc1ccc2c(c1OC)C(=O)N(c1nc[nH]n1)C2,C1(=O)c2c(OC)c(OC)ccc2CN1c1nc[nH]n1
COc1ccc2c(c1OC)C(=O)N(c1nc[nH]n1)C2,c1(OC)c(OC)c2c(cc1)CN(c1n[nH]cn1)C2=O
COc1ccc2c(c1OC)C(=O)N(c1nc[nH]n1)C2,C1(=O)N(c2nc[nH]n2)Cc2ccc(OC)c(OC)c21
COc1cc([C@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1OCC(N)=O,NC1=C(C#N)[C@H](c2ccc(OCC(N)=O)c(OC)c2)c2c([nH]nc2C)O1
COc1cc([C@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1OCC(N)=O,O=C(COc1ccc([C@H]2C(C#N)=C(N)Oc3c2c(C)n[nH]3)cc1OC)N
COc1cc([C@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1OCC(N)=O,n1c(C)c2c([nH]1)OC(N)=C(C#N)[C@@H]2c1ccc(OCC(N)=O)c(OC)c1
Cc1nn(C)cc1-c1cc(C(=O)[O-])n2nc(C(=O)[O-])cc2n1,n1n(C)cc(-c2nc3n(c(C(=O)[O-])c2)nc(C([O-])=O)c3)c1C
Cc1nn(C)cc1-c1cc(C(=O)[O-])n2nc(C(=O)[O-])cc2n1,c1(-c2c(C)nn(C)c2)nc2n(c(C(=O)[O-])c1)nc(C(=O)[O-])c2
Cc1nn(C)cc1-c1cc(C(=O)[O-])n2nc(C(=O)[O-])cc2n1,Cn1nc(C)c(-c2cc(C([O-])=O)n3nc(C(=O)[O-])cc3n2)c1
CN(C)C(=O)CSc1nnc(-c2ccccc2O)n1Cc1ccccc1,c1(SCC(=O)N(C)C)nnc(-c2c(O)cccc2)n1Cc1ccccc1
CN(C)C(=O)CSc1nnc(-c2ccccc2O)n1Cc1ccccc1,n1c(-c2ccccc2O)n(Cc2ccccc2)c(SCC(=O)N(C)C)n1
CN(C)C(=O)CSc1nnc(-c2ccccc2O)n1Cc1ccccc1,c1cccc(Cn2c(SCC(N(C)C)=O)nnc2-c2c(O)cccc2)c1
O=C(CCN1C(=O)c2nccnc2C1=O)Nc1nccs1,c1cnc2c(n1)C(=O)N(CCC(=O)Nc1nccs1)C2=O
O=C(CCN1C(=O)c2nccnc2C1=O)Nc1nccs1,N(c1sccn1)C(=O)CCN1C(=O)c2nccnc2C1=O
O=C(CCN1C(=O)c2nccnc2C1=O)Nc1nccs1,c1cnc2c(n1)C(=O)N(CCC(=O)Nc1sccn1)C2=O
C[C@@H]([NH3+])c1ccc(-n2ccnc2)cc1,C[C@H](c1ccc(-n2ccnc2)cc1)[NH3+]
C[C@@H]([NH3+])c1ccc(-n2ccnc2)cc1,c1cncn1-c1ccc([C@H]([NH3+])C)cc1
C[C@@H]([NH3+])c1ccc(-n2ccnc2)cc1,C[C@@H]([NH3+])c1ccc(-n2cncc2)cc1
C[C@@H](CO)NC(=O)CCn1ccc2c(cnc3ccnn32)c1=O,c1c2c(n3c(ccn3)n1)ccn(CCC(N[C@H](CO)C)=O)c2=O
C[C@@H](CO)NC(=O)CCn1ccc2c(cnc3ccnn32)c1=O,c1cn(CCC(=O)N[C@H](CO)C)c(=O)c2cnc3ccnn3c12
C[C@@H](CO)NC(=O)CCn1ccc2c(cnc3ccnn32)c1=O,c12n(ncc1)c1ccn(CCC(=O)N[C@@H](C)CO)c(=O)c1cn2
NC(=O)CN1C(=O)[C@](O)(CC(=O)c2cccnc2)c2ccccc21,c1ccc2c(c1)[C@](CC(=O)c1cnccc1)(O)C(=O)N2CC(=O)N
NC(=O)CN1C(=O)[C@](O)(CC(=O)c2cccnc2)c2ccccc21,c12ccccc1N(CC(=O)N)C(=O)[C@]2(O)CC(c1cccnc1)=O
