fold,final_train_loss,final_val_loss,best_val_loss
1,0.34924858207462217,0.4153134370843569,0.4109281728665034
2,0.35613174849197643,0.3642631853620211,0.3642631853620211
3,0.35203617961466815,0.44439560224612557,0.44233712603648506
