epoch,train_loss,val_loss
1,1.4909747919114698,1.0660284797350565
2,0.9612260320607353,0.8792561918497086
3,0.834060308813047,0.7969793289899826
4,0.7580374619540047,0.7394753048817316
5,0.7015585879317853,0.694001492857933
6,0.6661742775380111,0.6719929407040278
7,0.6345749732826939,0.642148091395696
8,0.6131371980955621,0.6162906348705292
9,0.5916087231716188,0.6062652875979742
10,0.57457070641157,0.5827909822265307
11,0.5600445095230552,0.5723146955172221
12,0.5452044095311847,0.5631236533323923
13,0.5342999351124803,0.5532533059517543
14,0.5232447889171729,0.547996598482132
15,0.514709957507478,0.536978621284167
16,0.5050374785391223,0.5337850630283356
17,0.4978646327968405,0.5283212328950564
18,0.49238937792657805,0.520536141594251
19,0.48411863215831147,0.515310596426328
20,0.4787058509698435,0.5167710115512212
21,0.4729182049005973,0.5069159771005313
22,0.46966506778693,0.5034747809171677
23,0.46310656661746885,0.4989577144384384
24,0.4584196360171342,0.49701190143823626
25,0.4544085151508075,0.498022269209226
26,0.45078629155118927,0.48877258151769637
27,0.4470963886305064,0.49046501219272615
28,0.44413677008212116,0.48575680106878283
29,0.44023613819555074,0.48245833764473595
30,0.4375580301304825,0.4844553589820862
31,0.43400478212773297,0.47974726458390554
32,0.43199725837266745,0.4816768089930216
33,0.4291285662090077,0.4737661416331927
34,0.42589623812867816,0.475542263686657
35,0.423807220298703,0.4725323230028152
36,0.42230311662209136,0.4717636356751124
37,0.41903825116758586,0.4686828970909119
38,0.41605674519258384,0.4711593156059583
39,0.4149993207274365,0.46648057699203493
40,0.41227165290287565,0.4651678656538328
41,0.4112947370324816,0.4682987372080485
42,0.4091717645901592,0.46763787120580674
43,0.4065714445935578,0.46466021488110226
44,0.40516070107452007,0.4692754859725634
45,0.40420529221286294,0.46517729659875234
46,0.4012166487068689,0.46211212625106174
47,0.4001288566769672,0.4614570031563441
48,0.39816800285788145,0.45843523045380913
49,0.39720998115900186,0.462907067934672
50,0.3954599820265249,0.4590659032265345
51,0.39379914718515735,0.4566005686918894
52,0.39183346714292255,0.46090709418058395
53,0.39067815907863007,0.4568588261802991
54,0.3902401823957427,0.45283790280421576
55,0.38865365275815755,0.4580017184217771
56,0.38741666078567505,0.4555307646592458
57,0.38656316084020276,0.45763570864995323
58,0.38504824768595336,0.45666909317175547
59,0.3840193891224741,0.45604203045368197
60,0.38189810664713886,0.4524942681193352
61,0.3818334248386511,0.45247627596060436
62,0.38096119400833833,0.45002029289801915
63,0.37948411327450216,0.45467525770266853
64,0.3778625288430382,0.4505450040102005
65,0.377623724085944,0.4519297088185946
66,0.3755575896812086,0.4570474242170652
67,0.37532795552446063,0.45161669452985126
68,0.3747322060981718,0.4551634266972542
69,0.373756468296051,0.4491500819722811
70,0.372115288962837,0.449695951739947
71,0.37139464952364687,0.45325986792643863
72,0.3701828117130183,0.44984156141678494
73,0.3697818708019096,0.4470588500301043
74,0.36905424685037436,0.4474700167775154
75,0.36839605454637225,0.44896720399459206
76,0.3682451914338505,0.4503839835524559
77,0.36543546704684987,0.4488777548074722
78,0.3665447257646993,0.447705023487409
79,0.365932174089576,0.44822823256254196
80,0.36446387377105843,0.44732215950886406
81,0.3638529912764285,0.44414790322383246
82,0.3625992501483244,0.4477514465649923
83,0.36325251304802775,0.4467206800977389
84,0.36197001868937195,0.4486170202493668
85,0.36063102513802153,0.4433219393094381
86,0.36036484281555947,0.44597741266091667
87,0.3603746177268629,0.44364726295073825
88,0.35917164072269153,0.44667211671670276
89,0.35791863313242167,0.44692103962103524
90,0.35708285054238903,0.45229104310274126
91,0.35711597094014913,0.4493420874079069
92,0.3561494235231095,0.44360910505056383
93,0.3559664693199286,0.44397981514533363
94,0.3552368683975284,0.44851140677928925
95,0.35501176444422294,0.44929349919160205
96,0.35422365129494865,0.44926395267248154
97,0.3544751838976596,0.44233712603648506
98,0.35353977064124675,0.4428398862481117
99,0.3524810651771161,0.4455438752969106
100,0.35203617961466815,0.44439560224612557
