smiles,selfies,sa_score
CCn1nccc1C(=O)N1C[C@@H](CO)[C@H](c2ccccn2)C1,[C][C][N][N][=C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C@@H1][Branch1][Ring1][C][O][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][C][Ring1][=N],3.366172567018377
NC(=O)c1c(NC(=O)[C@@H]2CCCO2)sc2c1CCc1ccccc1-2,[N][C][=Branch1][C][=O][C][=C][Branch1][=N][N][C][=Branch1][C][=O][C@@H1][C][C][C][O][Ring1][Branch1][S][C][=C][Ring1][=N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],2.8963345371167346
C[C@@H](C(=O)NCc1nnc2ccccn12)N1Cc2ccccc2C1=O,[C][C@@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=O],2.8218446917113855
Cn1nccc1CNC(=O)c1c([N+](=O)[O-])cnn1C,[C][N][N][=C][C][=C][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][N][Ring1][Branch2][C],2.6168761624594286
O=C(Nc1ncc2c(n1)C[C@@H](c1cccs1)CC2=O)c1ccccc1,[O][=C][Branch2][Ring1][N][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C@@H1][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][C][Ring1][N][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],2.7652099446091736
CC(=O)N[C@H]1C[C@H]2CN(Cc3cccc(C#N)c3)CC(=O)N2C1,[C][C][=Branch1][C][=O][N][C@H1][C][C@H1][C][N][Branch1][=C][C][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2][C][C][=Branch1][C][=O][N][Ring1][S][C][Ring2][Ring1][Ring1],3.1748842321714736
CC(=O)N[C@H]1C[C@H]2CN(Cc3ccccc3C#N)CC(=O)N2C1,[C][C][=Branch1][C][=O][N][C@H1][C][C@H1][C][N][Branch1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N][C][C][=Branch1][C][=O][N][Ring1][S][C][Ring2][Ring1][Ring1],3.2009512144199945
Nn1c(CCCc2nc3ccccc3c(=O)n2N)nc2ccccc2c1=O,[N][N][C][Branch2][Ring1][=Branch1][C][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][=Branch2][=O],2.4224510367630963
CCn1cc([S@](=O)([O-])=Nc2cnn(CC)c2C(=O)Nc2cnn(C)c2C)c(C)n1,[C][C][N][C][=C][Branch2][Ring2][Ring2][S@][=Branch1][C][=O][Branch1][C][O-1][=N][C][C][=N][N][Branch1][Ring1][C][C][C][=Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][C][Branch1][C][C][=N][Ring2][Ring1][O],3.8594488103568443
Cn1c(=O)c2ncn(Cc3nnc(N)s3)c2n(C)c1=O,[C][N][C][=Branch1][C][=O][C][N][=C][N][Branch1][N][C][C][=N][N][=C][Branch1][C][N][S][Ring1][=Branch1][C][=Ring1][N][N][Branch1][C][C][C][Ring2][Ring1][C][=O],2.9035054457410876
O=C(N[C@@H]1CC[S@+](=O)([OH2+])C1)C1CCN(c2ncnc3[nH]cnc23)CC1,[O][=C][Branch1][#C][N][C@@H1][C][C][S@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][Ring1][#Branch1][C][C][C][N][Branch1][=C][C][=N][C][=N][C][NH1][C][=N][C][Ring1][=Branch2][=Ring1][Branch1][C][C][Ring1][#C],4.470984511942328
Cc1sc(NC(=O)[C@@H]2CCCO2)c(C(N)=O)c1C,[C][C][S][C][Branch1][=N][N][C][=Branch1][C][=O][C@@H1][C][C][C][O][Ring1][Branch1][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=Ring1][S][C],2.7702406319191226
O=[N+]([O-])c1ccn(CCc2nc3c4cn[nH]c4ncn3n2)n1,[O][=N+1][Branch1][C][O-1][C][C][=C][N][Branch2][Ring1][Branch1][C][C][C][N][=C][C][C][=N][NH1][C][=Ring1][Branch1][N][=C][N][Ring1][=Branch2][N][=Ring1][N][N][=Ring2][Ring1][Ring1],3.182354847571373
Cc1nc2n(COCCO)cnn2c(=O)c1Br,[C][C][N][=C][N][Branch1][=Branch1][C][O][C][C][O][C][=N][N][Ring1][#Branch2][C][=Branch1][C][=O][C][=Ring1][#C][Br],3.2535523428880193
N[S@+](=O)([OH2+])c1ccc(NC(=O)c2cc(-c3ccc(Cl)s3)nc3ccccc23)cc1,[N][S@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][=C][C][=C][Branch2][Ring1][S][N][C][=Branch1][C][=O][C][=C][C][Branch1][O][C][=C][C][=C][Branch1][C][Cl][S][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch2],3.4593871294011844
O=c1c2cccnc2nc(SCc2cc(=O)n3cc(Cl)ccc3n2)n1Cc1ccc(F)cc1,[O][=C][C][=C][C][=C][N][=C][Ring1][=Branch1][N][=C][Branch2][Ring1][#Branch1][S][C][C][=C][C][=Branch1][C][=O][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][N][N][Ring2][Ring1][Branch2][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],2.553533515033747
Cn1ncc(NC(=O)c2ccn(C(F)F)n2)c1C(N)=O,[C][N][N][=C][C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][C][=C][N][Branch1][=Branch1][C][Branch1][C][F][F][N][=Ring1][Branch2][=C][Ring1][S][C][Branch1][C][N][=O],2.729859385135029
Cc1n[nH]c([C@@H]2CN(C(=O)CCc3nc4ccccc4[nH]3)C[C@H]2C(N)=O)n1,[C][C][=N][NH1][C][Branch2][Ring2][Ring2][C@@H1][C][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][C@H1][Ring2][Ring1][C][C][Branch1][C][N][=O][=N][Ring2][Ring1][#Branch2],3.640688458382928
CC(=O)N[C@@H]1CN(C(=O)c2nn(C)c3ccccc23)C[C@H]1CO,[C][C][=Branch1][C][=O][N][C@@H1][C][N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][=N][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][C@H1][Ring1][P][C][O],3.204354539124135
CCn1cc([S@@](=O)([O-])=Nc2cccn3ncnc23)cn1,[C][C][N][C][=C][Branch2][Ring1][=Branch1][S@@][=Branch1][C][=O][Branch1][C][O-1][=N][C][=C][C][=C][N][N][=C][N][=C][Ring1][=Branch2][Ring1][Branch1][C][=N][Ring2][Ring1][C],3.8780051011286103
Cn1ccc(C(=O)Nc2cnn(C)c2C(N)=O)n1,[C][N][C][=C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][Branch1][C][N][=O][=N][Ring1][P],2.4731651905131073
O=C(CSc1nc2ccccc2o1)n1c2ccccc2c2ccccc21,[O][=C][Branch1][S][C][S][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N],2.168443675277846
CCn1ncc(NC(=O)c2cnn(C)c2C)c1C(N)=O,[C][C][N][N][=C][C][Branch1][P][N][C][=Branch1][C][=O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][=C][Ring1][#C][C][Branch1][C][N][=O],2.465579897955541
O=C(CCN1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C=C[C@@H]2C1)N1CC(=O)N(CCc2ccccc2)C(=O)C1,[O][=C][Branch2][Ring1][=Branch2][C][C][N][C][=Branch1][C][=O][C@@H1][C@H1][Branch1][Branch1][C][Ring1][=Branch1][=O][C@H1][C][=C][C@@H1][Ring1][Branch2][C][Ring1][Branch1][N][C][C][=Branch1][C][=O][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][S],4.326033156033473
NC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)CC[S@+]3(=O)[OH2+])cc2)cc1,[N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#C][N][C][=Branch1][C][=O][C][C][S@+1][Ring1][=Branch1][=Branch1][C][=O][OH2+1][C][=C][Ring1][=C][C][=C][Ring2][Ring1][#Branch1],3.4890344834599425
NC(=O)CCn1c(CC(N)=O)nc2ccccc21,[N][C][=Branch1][C][=O][C][C][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N],2.133000964453453
Cn1nccc1C(=O)N1CCC[C@@H](n2c(=O)n(C)c3cncnc32)C1,[C][N][N][=C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][N][=C][N][=C][Ring1][=Branch1][Ring1][O][C][Ring1][P],3.218129605037497
Cn1cnc(C(=O)N2CCC(CC3CC3)(C(N)=O)CC2)c1,[C][N][C][=N][C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=N][=C][Ring2][Ring1][Ring2],2.8311197477531245
O=C([O-])[C@H]1CCCN(c2ncnc3[nH]cnc23)C1,[O][=C][Branch1][C][O-1][C@H1][C][C][C][N][Branch1][=C][C][=N][C][=N][C][NH1][C][=N][C][Ring1][=Branch2][=Ring1][Branch1][C][Ring1][#C],3.5642936448402667
CCc1nc2nc3c(cn2n1)C(=O)C[C@@H](C)C3,[C][C][C][N][=C][N][=C][C][=Branch1][Branch2][=C][N][Ring1][=Branch1][N][=Ring1][=Branch2][C][=Branch1][C][=O][C][C@@H1][Branch1][C][C][C][Ring1][O],3.3746840758368375
Cn1cccc1C(=O)N1CCc2nc3ccnn3c([O-])c2C1,[C][N][C][=C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][=N][C][=C][C][=N][N][Ring1][Branch1][C][Branch1][C][O-1][=C][Ring1][#Branch2][C][Ring1][=C],3.1449980824614823
O=C(N[C@H]1Cc2c(C(=O)NCc3cccnc3)cnn2C1)c1ccncn1,[O][=C][Branch2][Ring1][#C][N][C@H1][C][C][=C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=N][N][Ring1][#C][C][Ring2][Ring1][C][C][=C][C][=N][C][=N][Ring1][=Branch1],3.2089933949774387
Cn1c(=O)c2c(ncn2CC(=[NH2+])N2CCOCC2)n(C)c1=O,[C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring1][N][=C][N][Ring1][Branch1][C][C][=Branch1][C][=NH2+1][N][C][C][O][C][C][Ring1][=Branch1][N][Branch1][C][C][C][Ring2][Ring1][Ring2][=O],3.0772580356230748
NC(=O)C1CCN(C(=O)c2nc[nH]c2C(=O)NCc2ccccc2)CC1,[N][C][=Branch1][C][=O][C][C][C][N][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][C][N][=C][NH1][C][=Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][#Branch1],2.235255061189232
CC(=O)N1CCC[C@H](c2nnc3n2CCN(C(=O)c2cnccc2C)C3)C1,[C][C][=Branch1][C][=O][N][C][C][C][C@H1][Branch2][Ring1][=N][C][=N][N][=C][N][Ring1][Branch1][C][C][N][Branch1][=C][C][=Branch1][C][=O][C][=C][N][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][Ring2][Ring1][Branch2],3.067795266523614
O=C1CCCN1CCCN(C(=O)CCn1cc[nH+]c1)C1CCOCC1,[O][=C][C][C][C][N][Ring1][Branch1][C][C][C][N][Branch1][=C][C][=Branch1][C][=O][C][C][N][C][=C][NH1+1][=C][Ring1][Branch1][C][C][C][O][C][C][Ring1][=Branch1],3.497191805196662
Cn1cc(NC(=O)c2ccccc2F)c(C(N)=O)n1,[C][N][C][=C][Branch1][#C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][Branch1][=Branch1][C][Branch1][C][N][=O][=N][Ring2][Ring1][C],2.026244505654695
CCOC(=O)c1sc(NC(=O)[C@@H]2CCCO2)c(C(N)=O)c1C,[C][C][O][C][=Branch1][C][=O][C][S][C][Branch1][=N][N][C][=Branch1][C][=O][C@@H1][C][C][C][O][Ring1][Branch1][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=Ring1][S][C],2.7833310434907315
Cc1nc(-c2ccc(N3CCN(C(=O)c4ccccc4)CC3)nc2)sc1C,[C][C][N][=C][Branch2][Ring2][Ring1][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=C][N][=C][Ring2][Ring1][Ring2][S][C][=Ring2][Ring1][=Branch2][C],2.105656731068791
Cn1cc(NC(=O)c2c([N+](=O)[O-])cnn2C)c(C(N)=O)n1,[C][N][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][N][Ring1][Branch2][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][=N][Ring2][Ring1][Ring2],2.652706257794806
COCC(=O)Nn1ccc2c(cnc3ccnn32)c1=O,[C][O][C][C][=Branch1][C][=O][N][N][C][=C][C][=C][Branch1][N][C][=N][C][=C][C][=N][N][Ring1][Branch1][Ring1][=Branch2][C][Ring1][=N][=O],2.8117271314238277
NC(=O)NCCC[C@H](NC(=O)c1cc(-c2ccc(F)cc2)nc2ccccc12)C(=O)[O-],[N][C][=Branch1][C][=O][N][C][C][C][C@H1][Branch2][Ring1][P][N][C][=Branch1][C][=O][C][=C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1][C][=Branch1][C][=O][O-1],2.908962742691518
O=C([O-])Cn1ccc(=O)c2cc(F)cc(F)c21,[O][=C][Branch1][C][O-1][C][N][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][Ring1][=N],2.978829792542898
Cc1nc([C@@H]2CN(C(=O)c3nn(C)c4ccccc34)C[C@H]2C(N)=O)n[nH]1,[C][C][=N][C][Branch2][Ring2][Ring2][C@@H1][C][N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][=N][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][C@H1][Ring1][P][C][Branch1][C][N][=O][=N][NH1][Ring2][Ring1][=Branch2],3.5428258316150165
CCn1cc([N+](=O)[O-])c(C(=O)Nc2cnn(CC)c2C(N)=O)n1,[C][C][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=N][N][Branch1][Ring1][C][C][C][=Ring1][#Branch1][C][Branch1][C][N][=O][=N][Ring2][Ring1][Branch1],2.678900070740582
CCn1cc([C@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)cn1,[C][C][N][C][=C][Branch2][Ring1][Branch2][C@H1][C][Branch1][Ring1][C][#N][=C][Branch1][C][N][O][C][NH1][N][=C][Branch1][C][C][C][=Ring1][=Branch1][Ring1][=N][C][=N][Ring2][Ring1][C],3.782411723453654
CCn1cc(C(=O)N2CCC[C@H](c3[nH]ccc3C(N)=O)C2)cn1,[C][C][N][C][=C][Branch2][Ring1][O][C][=Branch1][C][=O][N][C][C][C][C@H1][Branch1][=N][C][NH1][C][=C][C][=Ring1][Branch1][C][Branch1][C][N][=O][C][Ring1][=C][C][=N][Ring2][Ring1][Branch1],3.162726630875441
Cn1c(=O)c2[nH]c(NCCO)nc2n(C)c1=O,[C][N][C][=Branch1][C][=O][C][NH1][C][Branch1][Branch1][N][C][C][O][=N][C][=Ring1][=Branch2][N][Branch1][C][C][C][Ring1][#C][=O],2.6574364815061084
CN1c2cc(C(=O)N3CCC(C(N)=O)CC3)ccc2C(=O)N2CCCC[C@@H]21,[C][N][C][=C][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][=C][C][=C][Ring1][P][C][=Branch1][C][=O][N][C][C][C][C][C@@H1][Ring1][=Branch1][Ring2][Ring1][#Branch2],2.969440773648069
c1ccc(Sc2ncnc3sc4c(c23)CCCC4)cc1,[C][=C][C][=C][Branch2][Ring1][#Branch1][S][C][=N][C][=N][C][S][C][=C][Branch1][=Branch1][C][Ring1][=Branch2][=Ring1][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring2][Ring1][Ring2],2.2472550261606674
NC(=O)c1cn(C[C@@H]2C[C@H](F)CN2C(=O)c2ccncc2F)nn1,[N][C][=Branch1][C][=O][C][=C][N][Branch2][Ring1][=Branch2][C][C@@H1][C][C@H1][Branch1][C][F][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][F][N][=N][Ring2][Ring1][Branch1],3.6037125206282656
Cn1c(=O)c2c(ncn2C)n(C)c1=O,[C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][N][=O],2.29798245679401
Cn1ncc(Br)c1C(=O)Nc1cnn(C)c1C(N)=O,[C][N][N][=C][C][Branch1][C][Br][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][Branch1][C][N][=O],2.65415844578696
Cc1c2cnn(-c3ccccc3)c(=O)c2c(C)n1CCCC(=O)N1[C@H](C)CCC[C@@H]1C,[C][C][=C][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][=N][=C][Branch1][C][C][N][Ring1][P][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][C][C][C@@H1][Ring1][#Branch1][C],3.2859002419675534
CC(C)NC(=[NH2+])CCn1cnc2c1c(=O)n(C)c(=O)n2C,[C][C][Branch1][C][C][N][C][=Branch1][C][=NH2+1][C][C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C],3.1267367523003013
Cc1csc2ncc(C(=O)NCCc3nnc4ccccn34)c(=O)n12,[C][C][=C][S][C][=N][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][Branch2][Ring2][Ring1][Branch1],2.6443204669458726
O=C([O-])[C@H](Cc1ccccc1)N1C(=O)c2nccnc2C1=O,[O][=C][Branch1][C][O-1][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=N][C][=C][N][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O],3.206974070786017
C[S@+](=O)([OH2+])N1CCCc2cc(C(=O)N3CCC(C(N)=O)CC3)ccc21,[C][S@+1][=Branch1][C][=O][Branch1][C][OH2+1][N][C][C][C][C][=C][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][=C][C][=C][Ring1][P][Ring2][Ring1][Branch1],3.592863337196336
COc1cc2[nH]c(CSc3nc[nH]n3)nc(=O)c2cc1OC,[C][O][C][=C][C][NH1][C][Branch1][#Branch2][C][S][C][N][=C][NH1][N][=Ring1][Branch1][=N][C][=Branch1][C][=O][C][=Ring1][=C][C][=C][Ring2][Ring1][C][O][C],2.9107035769669753
Cc1c(-c2ccnc3cc(C(=O)N4CCc5ccccc54)nn23)cnn1C,[C][C][=C][Branch2][Ring2][Ring1][C][=C][C][=N][C][=C][C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][=N][N][Ring2][Ring1][Ring2][Ring1][S][C][=N][N][Ring2][Ring1][=Branch2][C],2.607471523968199
CO[C@H]1C(=O)N(C2CC[NH2+]CC2)[C@H]1c1ccncc1,[C][O][C@H1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][C][C][NH2+1][C][C][Ring1][=Branch1][C@H1][Ring1][O][C][=C][C][=N][C][=C][Ring1][=Branch1],4.47128592558391
Cn1nccc1C(=O)N1CCC[C@@H]1C(=O)NCc1cscn1,[C][N][N][=C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C@@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][S][C][=N][Ring1][Branch1],2.9904440105236976
COc1cccc(-n2ccn3c(SCC(N)=O)nnc3c2=O)c1,[C][O][C][=C][C][=C][C][Branch2][Ring1][Branch2][N][C][=C][N][C][Branch1][Branch2][S][C][C][Branch1][C][N][=O][=N][N][=C][Ring1][#Branch2][C][Ring1][=C][=O][=C][Ring2][Ring1][Branch1],2.4270091220862593
NC(=O)c1nnn(-c2cccnc2)c1N,[N][C][=Branch1][C][=O][C][N][=N][N][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Ring1][O][N],2.4106759759467735
O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)[O-])c(O)c2O,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Ring1][O][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Branch1][C][O][=C][Ring1][O][O],2.7289622098595085
COc1ccc(N2C(=O)C[C@@H](NCc3ccc([S@@+](N)(=O)[OH2+])cc3)C2=O)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C][C@@H1][Branch2][Ring1][Branch1][N][C][C][=C][C][=C][Branch1][=Branch2][S@@+1][Branch1][C][N][=Branch1][C][=O][OH2+1][C][=C][Ring1][#Branch2][C][Ring2][Ring1][C][=O][C][=C][Ring2][Ring1][=Branch2],3.777676622219092
Cc1cc(C(=O)N[C@H](C)Cc2cn(C)nc2C)n2ncnc2n1,[C][C][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][C][N][N][=C][N][=C][Ring1][Branch1][N][=Ring2][Ring1][=Branch1],3.168409911200884
O=C(CCn1c(=O)c2cccn2c2cccnc21)NCCCN1CCCC1=O,[O][=C][Branch2][Ring1][=Branch2][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][Ring1][Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1][Ring1][=C][N][C][C][C][N][C][C][C][C][Ring1][Branch1][=O],2.5393562626113795
Cc1cc(C(=O)N2C[C@@H](F)C[C@H]2Cn2cc(C(=O)N(C)C)nn2)nn1C,[C][C][=C][C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][C@@H1][Branch1][C][F][C][C@H1][Ring1][=Branch1][C][N][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][N][=N][Ring1][#Branch2][=N][N][Ring2][Ring1][Branch2][C],3.6848940220007442
O=C(NCCc1nnc2ccccn12)c1ccc2nnnn2c1,[O][=C][Branch1][P][N][C][C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1][C][C][=C][C][=N][N][=N][N][Ring1][Branch1][C][=Ring1][=Branch2],2.5935311756887653
Cc1nn(-c2nc3c(c(=O)n(CC(N)=O)c(=O)n3C)n2C)c(C)c1C,[C][C][=N][N][Branch2][Ring1][P][C][=N][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][Ring1][N][C][N][Ring1][S][C][C][Branch1][C][C][=C][Ring2][Ring1][#Branch1][C],2.763149138274544
COc1ccc(CCNC(=O)Cn2ccn3nc(-c4ccccc4)c(CO)c3c2=O)cc1OC,[C][O][C][=C][C][=C][Branch2][Ring2][Branch1][C][C][N][C][=Branch1][C][=O][C][N][C][=C][N][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring1][C][O][=C][Ring1][=N][C][Ring1][P][=O][C][=C][Ring2][Ring1][=C][O][C],2.555050243890106
Cn1ccnc1C(=O)N1CCC(CC2CC2)(C(N)=O)CC1,[C][N][C][=C][N][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=N],2.827319217249146
Cc1nn(C(F)F)c(C)c1C(=O)Nn1cc([N+](=O)[O-])cn1,[C][C][=N][N][Branch1][=Branch1][C][Branch1][C][F][F][C][Branch1][C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][Ring1][Branch2],3.23483318087173
O=c1c2c(CO)c(-c3ccccc3)nn2ccn1Cc1cc(=O)n2ccccc2n1,[O][=C][C][=C][Branch1][Ring1][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][Ring1][=N][C][=C][N][Ring1][P][C][C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][O],2.7395021494490663
Cc1cc(N)n(-c2ccc(Oc3ccccc3)c(S(=O)(=O)[O-])c2)n1,[C][C][C][=C][Branch1][C][N][N][Branch2][Ring1][=C][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][=C][Ring1][P][N][=Ring2][Ring1][#Branch1],2.5983262597879513
O=C(CCc1c[nH]c2ccccc12)NCCn1cnc2ccc(F)cc2c1=O,[O][=C][Branch1][S][C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][C][N][C][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Ring1][O][=O],2.220169937825057
