fold,final_train_loss,final_val_loss,best_val_loss
1,0.46556864082813265,0.44360254804293314,0.44356265366077424
2,0.46318116585413616,0.4489179025093714,0.4489179025093714
3,0.45921911895275114,0.4537943641344706,0.45296435952186587
